,Termo,Frequência Absoluta,Frequência Relativa (%)
2089,perigoso,1,0.04
2088,nacional,1,0.04
2087,heimmmmm,1,0.04
2086,planeta,1,0.04
2085,pererê,1,0.04
2084,saci,1,0.04
2083,cegonha,1,0.04
2082,páscoa,1,0.04
2081,coelhinho,1,0.04
2080,noel,1,0.04
2043,inteligente,1,0.04
2042,poderoso,1,0.04
2041,milionário,1,0.04
2040,salvado,1,0.04
2007,voltam,1,0.04
2006,classe,1,0.04
2005,ideia,1,0.04
2004,respeita,1,0.04
2002,sã,1,0.04
2001,angostura,1,0.04
2000,gotinha,1,0.04
1999,água,1,0.04
1998,gin,1,0.04
1997,atraem,1,0.04
1996,afins,1,0.04
1995,paixão,1,0.04
1994,entendem,1,0.04
1993,corrida,1,0.04
1992,mãos,1,0.04
1991,lava,1,0.04
1990,observando,1,0.04
1989,conclusão,1,0.04
1987,intoxicaram,1,0.04
1985,sabão,1,0.04
1983,doidão,1,0.04
2008,tranquilizar,1,0.04
2009,peso,1,0.04
2010,retardada,1,0.04
2023,circular,1,0.04
2033,passaram,1,0.04
2032,salvou,1,0.04
2031,acontecer,1,0.04
2030,bonde,1,0.04
2029,caminhada,1,0.04
2028,dita,1,0.04
2027,dormindo,1,0.04
2026,todas,1,0.04
2024,normalmente,1,0.04
2022,poderá,1,0.04
2011,dissemina,1,0.04
2021,estará,1,0.04
2020,pública,1,0.04
2019,basta,1,0.04
2018,nunca.e,1,0.04
2017,vivam,1,0.04
2016,impedindo,1,0.04
2014,patente,1,0.04
2013,louca,1,0.04
2012,quarenta,1,0.04
2102,lugar,1,0.04
2103,faculdade,1,0.04
2104,três,1,0.04
2158,pedir,1,0.04
2188,realizado,1,0.04
2186,veja,1,0.04
2184,thelancet.com,1,0.04
2178,esperanç…ver,1,0.04
2177,podemos,1,0.04
2176,sobreviver,1,0.04
2175,pioram,1,0.04
2174,ineficientes,1,0.04
2173,observou,1,0.04
6,dw.com,1,0.04
2171,penso,1,0.04
2170,desnecessário,1,0.04
2169,entendo,1,0.04
2168,preocuparia,1,0.04
2167,ocular,1,0.04
2166,renal,1,0.04
2165,controvertido,1,0.04
2163,considere,1,0.04
2162,idade,1,0.04
2161,meia,1,0.04
2160,fizeram,1,0.04
2189,fiocruz,1,0.04
2190,paper,1,0.04
2191,braço,1,0.04
2220,medrxiv.org,1,0.04
2233,releva,1,0.04
2232,prevenção.porque,1,0.04
2231,arritmia,1,0.04
2230,proteção,1,0.04
2229,científico,1,0.04
2228,relato,1,0.04
2226,explico,1,0.04
2225,metodológicos,1,0.04
2224,erros,1,0.04
2202,bem-vindos,1,0.04
2192,descontinuado,1,0.04
2201,superiores,1,0.04
2200,coeficientes,1,0.04
2199,não-farmacêuticas,1,0.04
2198,medidas,1,0.04
2197,aderência,1,0.04
2196,próximos,1,0.04
2195,www.medrxiv.org/content/10.1101/2020.04.07.20056424v2,1,0.04
2194,adversos.https,1,0.04
2193,prematuramente,1,0.04
2159,achismo,1,0.04
2157,prevençao,1,0.04
2105,horas,1,0.04
2156,yomo,1,0.04
2128,grave,1,0.04
2127,corticoide,1,0.04
2126,custo-beneficio,1,0.04
2125,fundamental,1,0.04
2123,portadora,1,0.04
2122,depende,1,0.04
2121,exame,1,0.04
2120,brincar,1,0.04
2119,assassinados,1,0.04
2118,atropelamentos,1,0.04
2117,colocar,1,0.04
2116,colocando,1,0.04
2115,gravíssima,1,0.04
2114,situação,1,0.04
2113,recentes,1,0.04
2111,tara,1,0.04
2110,explicado,1,0.04
2109,fizer,1,0.04
2108,sábias,1,0.04
2107,confundir,1,0.04
2106,loucas,1,0.04
2129,intendi,1,0.04
2130,1:48,1,0.04
2132,protozoario,1,0.04
2146,controle,1,0.04
2155,sei..mas,1,0.04
2154,lista,1,0.04
2153,encabeçam,1,0.04
2152,paises,1,0.04
2151,liberaram,1,0.04
2150,embaixadores,1,0.04
2149,engraçado,1,0.04
2148,purgante,1,0.04
2147,stress,1,0.04
2145,elevação,1,0.04
2133,tbm.pode,1,0.04
2144,aumenta,1,0.04
2143,obaaaaaaaaa,1,0.04
2142,nele,1,0.04
2141,aceitaria,1,0.04
2140,fugiram,1,0.04
2139,bolsominions,1,0.04
2138,explicar,1,0.04
2136,manda,1,0.04
2135,trata,1,0.04
1982,mudou,1,0.04
1980,esquerda,1,0.04
1757,eleito,1,0.04
1836,tenta,1,0.04
1834,sérias,1,0.04
1833,👍,1,0.04
1832,😁,1,0.04
1830,aceitem,1,0.04
1829,comprem,1,0.04
1828,resistência,1,0.04
1827,continuem,1,0.04
1825,apoio,1,0.04
1824,total,1,0.04
1823,primeiros,1,0.04
1822,compraria,1,0.04
1821,riveria,1,0.04
1820,covas,1,0.04
1819,abriram,1,0.04
1818,😕,1,0.04
1817,superfaturando,1,0.04
1816,governadores,1,0.04
1815,gastança,1,0.04
1814,único,1,0.04
1813,décadas,1,0.04
1812,morta,1,0.04
1835,ineficácia,1,0.04
1837,emplacar,1,0.04
1979,ladrões,1,0.04
1838,insistindo,1,0.04
1862,medical,1,0.04
1861,british,1,0.04
1860,2020,1,0.04
1859,editorial,1,0.04
1858,reiterado,1,0.04
1857,trecho,1,0.04
1856,destaco,1,0.04
1855,alertando,1,0.04
1854,comunicado,1,0.04
1853,lançou,1,0.04
1852,universidade,1,0.04
1850,recomendar,1,0.04
1849,nsm,1,0.04
1848,indicar,1,0.04
1847,indevidamente,1,0.04
1845,gasto,1,0.04
1844,aue,1,0.04
1843,quantia,1,0.04
1841,produção,1,0.04
1840,aumentar,1,0.04
1839,reta,1,0.04
1811,contaminada,1,0.04
1810,avó,1,0.04
1809,consideração,1,0.04
1808,leva,1,0.04
1780,admirei,1,0.04
1779,gostei,1,0.04
1778,ofendi,1,0.04
1777,desculpas,1,0.04
1776,peço,1,0.04
1774,falei,1,0.04
1773,desovando,1,0.04
1772,hipócritas,1,0.04
1771,formados,1,0.04
1770,moç…ver,1,0.04
1769,corrupções,1,0.04
1768,pequenas,1,0.04
1767,rotina,1,0.04
1766,quer..minha,1,0.04
1765,prescreve,1,0.04
1764,primo,1,0.04
1763,parente,1,0.04
1762,esperta,1,0.04
1761,po8s,1,0.04
1760,sao5em,1,0.04
1759,serio,1,0.04
1781,automedicam,1,0.04
1782,conseguem,1,0.04
1783,receitinhas,1,0.04
1796,amplo,1,0.04
1807,escreve,1,0.04
1806,lê,1,0.04
1805,nojo,1,0.04
1804,náusea,1,0.04
1802,fera,1,0.04
1801,arriscar,1,0.04
1800,ponto,1,0.04
1799,anticiência,1,0.04
1797,enganar,1,0.04
1795,complicado,1,0.04
1784,tarja,1,0.04
1794,sabendo,1,0.04
1793,msm,1,0.04
1792,mulheres,1,0.04
1790,anticoncepcional,1,0.04
1789,deixaríamos,1,0.04
1788,msm.q,1,0.04
1787,cd,1,0.04
1786,bulas,1,0.04
1785,lêssemos,1,0.04
1863,publicações,1,0.04
1864,científicas,1,0.04
1865,respeitadas,1,0.04
1924,tendenciosa,1,0.04
1950,estariam,1,0.04
1949,tratamentos,1,0.04
1948,diagnósticos,1,0.04
1947,google,1,0.04
1946,bastaria,1,0.04
1945,pagar,1,0.04
1942,amigos,1,0.04
1941,políticos,1,0.04
1940,competente,1,0.04
1939,interpretados,1,0.04
1938,devidamente,1,0.04
1936,gravemente,1,0.04
1935,trazer,1,0.04
1934,algumas,1,0.04
1933,médicas,1,0.04
1932,orientações,1,0.04
1930,média,1,0.04
1929,falsas,1,0.04
1928,afirmações,1,0.04
1927,mente,1,0.04
1926,independente,1,0.04
1951,disponíveis,1,0.04
1952,aquí,1,0.04
1954,paraguay,1,0.04
1967,tomamos,1,0.04
1978,roubada,1,0.04
1977,faria,1,0.04
1976,augusto,1,0.04
1975,melhorhélio,1,0.04
1974,2022bolsonaro38,1,0.04
1973,2022bosonaro38,1,0.04
1971,produzimos,1,0.04
1970,galasseca,1,0.04
1968,testando,1,0.04
1966,demonstrando,1,0.04
1955,venta,1,0.04
1965,afora,1,0.04
1964,obsessão,1,0.04
1963,explica,1,0.04
1962,prohibida,1,0.04
1961,estaría,1,0.04
1960,fuera,1,0.04
1958,argentina,1,0.04
1957,también,1,0.04
1956,libre,1,0.04
1925,abandonando,1,0.04
1923,perigosa,1,0.04
1866,derivados,1,0.04
1922,estranha,1,0.04
1892,embora,1,0.04
1891,acostumados,1,0.04
1890,paraquedista,1,0.04
1889,crê,1,0.04
1888,jogam,1,0.04
1887,obedece,1,0.04
1885,comprovam,1,0.04
1883,frança,1,0.04
1882,celerado,1,0.04
1881,ocupa,1,0.04
1880,cargo,1,0.04
1879,condiz,1,0.04
1878,atitude,1,0.04
1877,tumultua,1,0.04
1876,federal,1,0.04
1874,rumo,1,0.04
1873,comunidade,1,0.04
1872,conhecidos,1,0.04
1871,amplamente,1,0.04
1870,devido,1,0.04
1868,potencialmente,1,0.04
1893,inicialmente,1,0.04
1894,tivesses,1,0.04
1895,cogitado,1,0.04
1910,índia,1,0.04
1921,afirmação,1,0.04
1920,aumentou,1,0.04
1918,ontem,1,0.04
1917,parada,1,0.04
1916,importando,1,0.04
1915,abaixo,1,0.04
1914,goela,1,0.04
1913,enfiar,1,0.04
1911,fabricar,1,0.04
1909,prima,1,0.04
1897,traz,1,0.04
1908,importar,1,0.04
1907,gastou,1,0.04
1906,perdido,1,0.04
1905,bolsonero,1,0.04
1903,trump.ta,1,0.04
1902,foda,1,0.04
1900,reproduzir,1,0.04
1899,ni,1,0.04
1898,ignorado,1,0.04
1867,prematuro,1,0.04
1201,entrem,1,0.04
1462,replicação,1,0.04
542,tupiniquim,1,0.04
653,queeeeee,1,0.04
649,nexo,1,0.04
648,caspa,1,0.04
647,shampoo,1,0.04
646,clear,1,0.04
645,sopa,1,0.04
644,colher,1,0.04
643,piolhos,1,0.04
642,ateh,1,0.04
641,nejm.org,1,0.04
80,covid19,1,0.04
632,qu…ver,1,0.04
631,concluem,1,0.04
628,1446,1,0.04
627,analisou,1,0.04
626,observacional,1,0.04
85,mte,1,0.04
624,bmj,1,0.04
623,jama,1,0.04
622,medicine,1,0.04
619,england,1,0.04
655,queira,1,0.04
656,assumir,1,0.04
657,prá,1,0.04
675,reumatismo,1,0.04
688,glândulas,1,0.04
687,baço,1,0.04
686,biliar,1,0.04
685,vesícula,1,0.04
682,diminuição,1,0.04
681,alívio,1,0.04
680,promovendo,1,0.04
679,obstrução,1,0.04
678,sofrem,1,0.04
674,afetadas,1,0.04
659,delícia,1,0.04
673,áreas,1,0.04
672,promove,1,0.04
671,respiração,1,0.04
670,potencialize,1,0.04
668,condição,1,0.04
667,estimulante,1,0.04
666,boldo-do-chile,1,0.04
665,21:34,1,0.04
662,estimula,1,0.04
617,renomadas,1,0.04
614,trabalhos,1,0.04
613,quatro,1,0.04
563,hipertensa,1,0.04
576,cachorro,1,0.04
575,balela,1,0.04
573,fizessem,1,0.04
571,injete,1,0.04
569,pensamento,1,0.04
568,personalizado,1,0.04
567,prescrição,1,0.04
566,critério,1,0.04
565,mediante,1,0.04
562,galinha,1,0.04
578,mimado,1,0.04
560,caixa,1,0.04
557,propina,1,0.04
556,propinas,1,0.04
555,recebendo,1,0.04
551,vendo,1,0.04
98,torcida,1,0.04
548,furadan,1,0.04
99,organizada,1,0.04
544,sul,1,0.04
95,conhecem,1,0.04
579,tio,1,0.04
612,😀,1,0.04
593,túmulos,1,0.04
611,👆🏻,1,0.04
610,virou,1,0.04
609,hoje,1,0.04
608,live,1,0.04
607,prof,1,0.04
92,william,1,0.04
93,lucca,1,0.04
597,🙌🏻,1,0.04
596,🍊,1,0.04
592,chorando,1,0.04
580,cérebro,1,0.04
94,delucca,1,0.04
590,imitava,1,0.04
589,anysio,1,0.04
588,chico,1,0.04
587,tones,1,0.04
586,tim,1,0.04
585,seguidores,1,0.04
584,passada,1,0.04
582,evoluindo,1,0.04
689,endócrinas,1,0.04
690,hormônios,1,0.04
691,enzimas,1,0.04
793,comentar,1,0.04
805,injetaram,1,0.04
803,schweppes,1,0.04
801,gosto,1,0.04
800,apresentasse,1,0.04
799,h1n1,1,0.04
798,escreva,1,0.04
797,ant,1,0.04
795,compartilh,1,0.04
794,93,1,0.04
792,curtir,1,0.04
58,química,1,0.04
791,hidróxi-cloroquina,1,0.04
790,oquina,1,0.04
789,18/05,1,0.04
785,desativar,1,0.04
784,perturbe,1,0.04
783,desative,1,0.04
782,alarmes,1,0.04
781,toque,1,0.04
780,postagens,1,0.04
806,desinfetantes,1,0.04
808,estudado,1,0.04
774,forte,1,0.04
825,mortais,1,0.04
57,julgar,1,0.04
843,comprovação,1,0.04
842,comentei,1,0.04
839,controladas,1,0.04
836,senhora,1,0.04
834,zica,1,0.04
832,pregando,1,0.04
830,autoimunes.não,1,0.04
828,facil,1,0.04
824,relés,1,0.04
810,humanidade,1,0.04
821,pré,1,0.04
820,verificar,1,0.04
817,importa,1,0.04
816,curou,1,0.04
815,zueira,1,0.04
814,kkkkk,1,0.04
813,migué,1,0.04
812,quietinho,1,0.04
811,pegado,1,0.04
778,leu,1,0.04
773,saudável,1,0.04
693,acalmar,1,0.04
706,brincadeira,1,0.04
721,economia,1,0.04
720,politica,1,0.04
67,osmar,1,0.04
718,cagona,1,0.04
717,kkkkkkkkkkk,1,0.04
68,terra,1,0.04
712,jornal,1,0.04
708,laboratório,1,0.04
69,plana,1,0.04
704,achareis,1,0.04
723,comorbidade,1,0.04
703,delicioso,1,0.04
702,finalidade,1,0.04
701,tranquiliza,1,0.04
700,estresse,1,0.04
699,reduz,1,0.04
698,acalma,1,0.04
697,relaxantes,1,0.04
696,provenientes,1,0.04
695,óleos,1,0.04
66,tipos,1,0.04
725,cega,1,0.04
772,indicaria,1,0.04
745,álcool,1,0.04
770,🤗,1,0.04
765,lido,1,0.04
762,portaldeolho.com.br,1,0.04
61,dão,1,0.04
64,preferem,1,0.04
753,socio,1,0.04
752,hiv,1,0.04
750,tuberculose,1,0.04
746,pinga,1,0.04
744,infusão,1,0.04
726,ataca,1,0.04
743,chama,1,0.04
742,bahia,1,0.04
741,quina,1,0.04
737,febre,1,0.04
736,aspirina,1,0.04
734,polêmico,1,0.04
732,inventado,1,0.04
730,existia,1,0.04
727,fígado,1,0.04
543,américa,1,0.04
541,versão,1,0.04
56,vir,1,0.04
540,seguidor,1,0.04
306,umbigo,1,0.04
304,tirada,1,0.04
299,misericórdia,1,0.04
297,admira,1,0.04
296,limpeza,1,0.04
295,produto,1,0.04
294,ingeriu,1,0.04
293,pega,1,0.04
139,chata,1,0.04
285,hidrocloroquina,1,0.04
283,lysol,1,0.04
143,preciso,1,0.04
144,aceitar,1,0.04
270,perfeito,1,0.04
268,prescrevesse,1,0.04
267,confio,1,0.04
147,autorizando,1,0.04
261,you,1,0.04
260,love,1,0.04
258,jumento,1,0.04
151,hidrococloroquina,1,0.04
311,indicado,1,0.04
316,puder,1,0.04
317,viver,1,0.04
339,enfermeiro,1,0.04
356,ótima,1,0.04
355,curadoa,1,0.04
353,fortes,1,0.04
352,neles,1,0.04
349,bem.nmasmno,1,0.04
347,curados,1,0.04
345,vizinhos,1,0.04
134,serem,1,0.04
341,salvo,1,0.04
337,passadas,1,0.04
320,igafarma,1,0.04
336,receitas,1,0.04
331,visitar,1,0.04
329,6mg,1,0.04
327,daanvisa,1,0.04
326,resolução,1,0.04
325,conforme,1,0.04
324,permitida,1,0.04
323,genérico,1,0.04
322,edicamento,1,0.04
255,infernos,1,0.04
254,chatice,1,0.04
253,enfiava,1,0.04
194,baseado,1,0.04
208,fará,1,0.04
157,virar,1,0.04
206,necessario,1,0.04
204,paciencte,1,0.04
202,seeee,1,0.04
201,seee,1,0.04
199,poupe,1,0.04
197,biologia,1,0.04
161,paulo,1,0.04
193,remedio,1,0.04
213,educado,1,0.04
162,morar,1,0.04
164,pará,1,0.04
165,amazonas,1,0.04
181,usou,1,0.04
178,hidroxicloroquina.entendeivesperto,1,0.04
175,tomavam,1,0.04
171,cinco,1,0.04
170,pegaram,1,0.04
169,marido,1,0.04
212,deveria,1,0.04
214,faltou,1,0.04
252,natural,1,0.04
153,desses,1,0.04
251,seleção,1,0.04
249,idiotas,1,0.04
248,vantagem,1,0.04
247,cardíacas,1,0.04
246,paradas,1,0.04
245,diversas,1,0.04
244,tendo,1,0.04
242,diminuir,1,0.04
241,começando,1,0.04
234,jura,1,0.04
215,puxão,1,0.04
154,década,1,0.04
155,de50,1,0.04
229,recuperação,1,0.04
227,prove,1,0.04
224,fizesse,1,0.04
222,assinaria,1,0.04
220,renomados,1,0.04
218,😜,1,0.04
216,orelha,1,0.04
357,notícia,1,0.04
358,divulgar,1,0.04
131,enche,1,0.04
493,aceleração,1,0.04
504,sera,1,0.04
503,imune,1,0.04
502,estaria,1,0.04
501,sulfato,1,0.04
500,reuquinol,1,0.04
497,impulsionar,1,0.04
496,rim,1,0.04
495,prejudicou,1,0.04
103,web,1,0.04
492,joelho,1,0.04
506,emenos,1,0.04
490,associado,1,0.04
489,pequena,1,0.04
488,demonstram,1,0.04
485,desde,1,0.04
104,app,1,0.04
479,polo,1,0.04
105,impressionante,1,0.04
475,amido,1,0.04
472,ouvido,1,0.04
505,espirrar,1,0.04
507,min,1,0.04
464,utilizando,1,0.04
522,palpite,1,0.04
539,aloprado,1,0.04
538,hemisfério,1,0.04
536,pk,1,0.04
534,meios,1,0.04
530,desinfestante,1,0.04
529,injectar,1,0.04
528,toa,1,0.04
527,procura,1,0.04
100,17,1,0.04
521,poder,1,0.04
508,atende-lo,1,0.04
519,consenso,1,0.04
518,suponho,1,0.04
516,supervisão,1,0.04
515,estreita,1,0.04
101,mai,1,0.04
102,twitter,1,0.04
511,cartao,1,0.04
510,perdeu,1,0.04
509,ze,1,0.04
469,combater,1,0.04
110,inteira,1,0.04
360,curas,1,0.04
123,influenciando,1,0.04
398,voltou,1,0.04
397,econômia,1,0.04
396,formado,1,0.04
395,empresários,1,0.04
122,nisso,1,0.04
390,pesquisei,1,0.04
388,correta,1,0.04
386,interprete,1,0.04
383,confiança,1,0.04
125,desesperado,1,0.04
120,investiu,1,0.04
128,injeta,1,0.04
377,cientificamente,1,0.04
371,estudiosos,1,0.04
370,super,1,0.04
369,incentivando,1,0.04
366,amém,1,0.04
364,vontade,1,0.04
363,fique,1,0.04
361,obrigada,1,0.04
403,recomendando,1,0.04
406,filtro,1,0.04
112,intoxicado,1,0.04
436,possuía,1,0.04
455,tido,1,0.04
451,questões,1,0.04
450,responderam,1,0.04
449,questionados,1,0.04
448,qdo,1,0.04
447,chamados,1,0.04
443,opção,1,0.04
442,única,1,0.04
438,responder,1,0.04
433,estarem,1,0.04
407,roubando,1,0.04
432,perfeitamente,1,0.04
115,farmacia,1,0.04
429,linha,1,0.04
424,supostamente,1,0.04
117,toneladas,1,0.04
412,👍🏻,1,0.04
411,😊,1,0.04
409,querendo,1,0.04
408,entendimento,1,0.04
851,instruída,1,0.04
854,clinica,1,0.04
1461,quebra,1,0.04
1198,prescrevendo,1,0.04
1292,fda.gov,1,0.04
1289,say,1,0.04
1287,what,1,0.04
1286,here,1,0.04
1285,theories,1,0.04
1284,conspiracy,1,0.04
1283,anti-vaccination,1,0.04
1282,views,1,0.04
1281,unscientific,1,0.04
1280,promotes,1,0.04
1279,institute,1,0.04
1278,heartland,1,0.04
1276,institutions,1,0.04
1275,far-right,1,0.04
1274,linked,1,0.04
1273,sponsored,1,0.04
1271,on,1,0.04
1270,based,1,0.04
1269,organization,1,0.04
1268,an,1,0.04
1267,name,1,0.04
1295,pensamentos,1,0.04
1297,ri,1,0.04
1298,tmbm,1,0.04
1323,lindas,1,0.04
1333,bolsonario,1,0.04
1332,poderia,1,0.04
1331,especialista,1,0.04
1330,parecida,1,0.04
1329,bioquímica,1,0.04
1327,👸🏻,1,0.04
1326,👊🏽,1,0.04
1325,parabéns,1,0.04
1324,coesas,1,0.04
1322,frases,1,0.04
1299,kkkkkkkkkkkkkkkkkkkkk,1,0.04
1321,mulher,1,0.04
1318,doutora,1,0.04
1317,referências,1,0.04
1316,fundamento,1,0.04
1315,besteira,1,0.04
1305,paz,1,0.04
1304,🤭,1,0.04
1303,motivo,1,0.04
1300,ate,1,0.04
1266,official-sounding,1,0.04
1265,despite,1,0.04
1264,combined,1,0.04
1214,começam,1,0.04
1225,uhhhh,1,0.04
1224,quase,1,0.04
1223,cú,1,0.04
1222,lider,1,0.04
1220,desejam,1,0.04
1219,esperança,1,0.04
1217,cloroquima,1,0.04
1216,recomendão,1,0.04
1215,descobrir,1,0.04
1213,capitalistas,1,0.04
1228,usei,1,0.04
1211,ptezada,1,0.04
1210,contradizendo,1,0.04
1209,imprensa,1,0.04
1208,embuste,1,0.04
1205,noite,1,0.04
1204,medicamentos.boa,1,0.04
1203,sobte,1,0.04
1202,acordo,1,0.04
168,garimpeiro,1,0.04
1227,envolvido,1,0.04
1230,m=1,1,0.04
1263,may,1,0.04
1249,brasileiros,1,0.04
1262,allbut1,1,0.04
1261,plaquenil®,1,0.04
1260,treating,1,0.04
1259,april2,1,0.04
1257,segurança,1,0.04
1256,financeiro,1,0.04
1253,novamente,1,0.04
1252,prova,1,0.04
1250,birra,1,0.04
1246,tonam,1,0.04
1233,folhaf1.com.br,1,0.04
1245,imensa,1,0.04
1243,🤦🏻‍♂️,1,0.04
1242,animal,1,0.04
1240,precisamos,1,0.04
1239,fórmula,1,0.04
1238,empresas,1,0.04
1237,duas,1,0.04
1236,revistaforum.com.br,1,0.04
25,dissessem,1,0.04
1335,esquecer,1,0.04
1336,sinergia,1,0.04
1337,favorece,1,0.04
1417,entao,1,0.04
1428,outas,1,0.04
1427,odeiam,1,0.04
1426,atestam,1,0.04
1425,matérias,1,0.04
1424,links,1,0.04
1422,procuram,1,0.04
1421,torcidas,1,0.04
1420,👍🏽,1,0.04
1419,resto,1,0.04
1415,dados,1,0.04
1432,questoes,1,0.04
1413,video,1,0.04
1412,mundial,1,0.04
1411,aumento,1,0.04
1410,levou,1,0.04
1409,cujo,1,0.04
1408,raoult,1,0.04
1407,didier,1,0.04
1406,francês,1,0.04
1405,divulgada,1,0.04
1430,opostas,1,0.04
1433,replicam,1,0.04
1403,combinada,1,0.04
1449,fatos,1,0.04
1460,falarem,1,0.04
1459,melhora,1,0.04
1458,responsável,1,0.04
1457,observação,1,0.04
1456,negativo,1,0.04
1455,experimento,1,0.04
1454,eficazes,1,0.04
1451,grupos,1,0.04
1450,preferência,1,0.04
1448,baseada,1,0.04
1435,confiam,1,0.04
1447,opiniões,1,0.04
1446,aplicaram,1,0.04
1445,clínicos,1,0.04
1444,cientificos,1,0.04
1442,buscando,1,0.04
1441,polêmicas,1,0.04
1440,criar,1,0.04
1438,jornalistas,1,0.04
1437,seguras,1,0.04
1404,solução,1,0.04
1402,tratados,1,0.04
1338,doido,1,0.04
1356,desmente,1,0.04
1366,"2,2",1,0.04
1365,consuma,1,0.04
1363,focados,1,0.04
1362,esqueceu,1,0.04
1361,tempos,1,0.04
1360,mês,1,0.04
1359,final,1,0.04
1358,30/03,1,0.04
18,tomassem,1,0.04
1355,questão,1,0.04
1368,ordenou,1,0.04
1354,autoimune,1,0.04
1351,antigo,1,0.04
1350,está…ver,1,0.04
1349,contaminação,1,0.04
19,detergente..então,1,0.04
1346,infeção,1,0.04
22,comeria,1,0.04
1341,li,1,0.04
1339,hahahaha,1,0.04
1367,cartelas,1,0.04
1369,exerc…ver,1,0.04
1401,22,1,0.04
1383,tentaram,1,0.04
1399,28,1,0.04
1398,taxas,1,0.04
1395,veteranos,1,0.04
1394,368,1,0.04
1393,registros,1,0.04
1392,analisaram,1,0.04
16,queria,1,0.04
1390,"estudo-americano-aponta-que-hidroxicloroquina-e-ineficaz-contra-coronavirus,70003278638.amp",1,0.04
1385,vejam,1,0.04
1382,funciona,1,0.04
1370,manchete,1,0.04
1380,aguardo,1,0.04
1379,cientifica,1,0.04
1377,sido,1,0.04
1376,imagino,1,0.04
1375,contesto,1,0.04
1374,mudando,1,0.04
1373,real,1,0.04
1372,noticiado,1,0.04
1371,antiga,1,0.04
1199,indicando,1,0.04
1197,saio,1,0.04
857,particular,1,0.04
1196,anteriores,1,0.04
1033,asno,1,0.04
1031,asneira,1,0.04
1030,definição,1,0.04
39,jornalista,1,0.04
1028,certíssima,1,0.04
1027,cor,1,0.04
1026,menina,1,0.04
1021,levar,1,0.04
1020,ignorância,1,0.04
1019,contaminado,1,0.04
1018,vegetais,1,0.04
1017,chás,1,0.04
1016,necessita,1,0.04
1013,infectada,1,0.04
995,allbut,1,0.04
983,widely,1,0.04
978,plaquenil0,1,0.04
42,contradições,1,0.04
973,ftreating,1,0.04
968,doug,1,0.04
966,letter,1,0.04
1036,bosta,1,0.04
1037,falece,1,0.04
1038,quanta,1,0.04
1057,150mg,1,0.04
1070,durateston,1,0.04
1069,trembolona,1,0.04
1068,sibutramina,1,0.04
1067,analgésicos,1,0.04
1066,termogênico,1,0.04
1064,maluco,1,0.04
32,nuca,1,0.04
1059,ai…ver,1,0.04
1058,12/12h,1,0.04
1054,compra,1,0.04
1040,vale,1,0.04
1053,6/6h,1,0.04
1051,cocozol,1,0.04
1050,ratazanato,1,0.04
1047,desejares,1,0.04
1046,palavras,1,0.04
1045,cuide,1,0.04
1043,fariam,1,0.04
1042,inocente,1,0.04
1041,pena,1,0.04
947,profilaxia,1,0.04
944,hipertenso,1,0.04
943,boa,1,0.04
879,saímos,1,0.04
903,lembro,1,0.04
899,grama,1,0.04
894,particularmente,1,0.04
893,incidência,1,0.04
892,índice,1,0.04
890,viagens,1,0.04
887,coragem,1,0.04
883,diabetes,1,0.04
882,hipertensivos,1,0.04
876,daí,1,0.04
907,ensinamentos,1,0.04
873,leigos,1,0.04
872,confirmações,1,0.04
871,devidas,1,0.04
869,renome,1,0.04
868,preocupadas,1,0.04
863,manipulação,1,0.04
54,provaram,1,0.04
859,ferrar,1,0.04
858,pobre,1,0.04
904,miligramas,1,0.04
908,dr,1,0.04
942,briga,1,0.04
923,injetado,1,0.04
941,consegue,1,0.04
940,enfermo,1,0.04
939,ate…ver,1,0.04
936,limparam,1,0.04
933,quarentena,1,0.04
932,deflagrada,1,0.04
929,fiquei,1,0.04
925,usuária,1,0.04
924,fiotó,1,0.04
922,achei,1,0.04
909,lair,1,0.04
921,imita,1,0.04
919,ve,1,0.04
918,venderam,1,0.04
917,prescrito,1,0.04
915,tbem,1,0.04
914,suplementos,1,0.04
913,youtube,1,0.04
912,pesquise,1,0.04
910,ribeiro,1,0.04
1071,stano,1,0.04
1072,viagra,1,0.04
1073,pressão,1,0.04
1158,farmaceutico,1,0.04
1167,taquicardia.eu,1,0.04
1166,dorflex,1,0.04
1165,nilza,1,0.04
1164,dona,1,0.04
1163,pano,1,0.04
1162,culpa,1,0.04
1161,polemica,1,0.04
1160,putasso,1,0.04
1159,propriedade,1,0.04
1154,alguem,1,0.04
1169,taquicardia.tomo,1,0.04
1153,pai,1,0.04
1152,basea-se,1,0.04
1151,mentem,1,0.04
1150,ouço,1,0.04
1149,raciocinar,1,0.04
1148,deixo,1,0.04
1147,pontos,1,0.04
1146,desgoverno,1,0.04
1145,puta,1,0.04
1168,cardiopata,1,0.04
1170,atelonol,1,0.04
1143,logo,1,0.04
1183,ocorrer,1,0.04
1194,colatersl,1,0.04
1193,menor,1,0.04
1191,converso,1,0.04
1190,olhar,1,0.04
1189,asmáticas,1,0.04
1188,queixas,1,0.04
1186,brônquica,1,0.04
1185,asma,1,0.04
1184,broncoespasmo,1,0.04
1182,rara,1,0.04
1171,dias.toda,1,0.04
1181,pulmonar,1,0.04
1180,embolia,1,0.04
1178,mediastino,1,0.04
1177,torácicas,1,0.04
1176,respiratórias,1,0.04
1175,desordens,1,0.04
1174,bonito,1,0.04
1173,indicações.olha,1,0.04
