,Termo,Frequência Absoluta,Frequência Relativa (%)
93,sai,1,0.07
95,deixando,1,0.07
96,depende,1,0.07
98,falaram,1,0.07
101,permissão,1,0.07
184,odebate,1,0.07
188,ringue,1,0.07
322,mostrando,1,0.07
190,phd,1,0.07
269,fe,1,0.07
272,autorização,1,0.07
274,análise,1,0.07
275,farmácias,1,0.07
276,vende,1,0.07
277,intermédio,1,0.07
279,suspeita,1,0.07
280,vá,1,0.07
281,atr…,1,0.07
283,usaram,1,0.07
285,utilizado,1,0.07
286,limpeza,1,0.07
289,hidróxicloroquina,1,0.07
290,tendenciosa,1,0.07
291,agindo,1,0.07
292,má,1,0.07
296,citou,1,0.07
299,veio,1,0.07
301,desculpe,1,0.07
302,cloraquina,1,0.07
309,blza,1,0.07
310,achei,1,0.07
311,maravilha,1,0.07
315,grupo,1,0.07
316,recuperou,1,0.07
317,dizeram,1,0.07
319,despediu,1,0.07
320,acreditando,1,0.07
321,iria,1,0.07
263,hum,1,0.07
262,prescisando,1,0.07
261,ultilizar,1,0.07
223,saindo,1,0.07
191,pos,1,0.07
192,graduado,1,0.07
193,sourbonne,1,0.07
194,desafiante,1,0.07
195,omsua,1,0.07
198,macrads,1,0.07
202,estoques,1,0.07
207,maravilhosa,1,0.07
210,negativos,1,0.07
212,parece,1,0.07
213,gostam,1,0.07
220,tomare,1,0.07
222,net,1,0.07
227,amapá,1,0.07
260,pareceu,1,0.07
228,simmm,1,0.07
229,sério,1,0.07
233,medo,1,0.07
234,dor,1,0.07
236,aparecer,1,0.07
241,espero,1,0.07
243,vinda,1,0.07
247,desesperado,1,0.07
248,💞,1,0.07
253,tava,1,0.07
254,lendo,1,0.07
258,corrijam,1,0.07
259,desculpem,1,0.07
563,trabalhadores,1,0.07
564,utônomos,1,0.07
565,evento,1,0.07
843,medicar,1,0.07
802,fake.…,1,0.07
804,deram,1,0.07
806,confirmando,1,0.07
807,sera,1,0.07
808,anticorpos,1,0.07
809,imagina,1,0.07
811,geralmente,1,0.07
812,rna,1,0.07
814,severos,1,0.07
815,problemas,1,0.07
816,brandos,1,0.07
817,agente,1,0.07
818,duvidad,1,0.07
819,amiga,1,0.07
820,existem,1,0.07
821,reincidência,1,0.07
822,contraíram,1,0.07
823,totalmente,1,0.07
824,estudando,1,0.07
826,possibilidades,1,0.07
827,possíveis,1,0.07
828,precisamos,1,0.07
829,ums,1,0.07
830,peste,1,0.07
832,ouviram,1,0.07
835,age,1,0.07
837,groselha,1,0.07
839,continuo,1,0.07
841,gramagem,1,0.07
801,emoção,1,0.07
800,mta,1,0.07
799,agoraaaaaa,1,0.07
779,jogam,1,0.07
765,coordenador,1,0.07
766,s,1,0.07
767,avaliados,1,0.07
768,criteriosamente,1,0.07
769,protocolos,1,0.07
770,internacionais,1,0.07
771,hospitalares,1,0.07
772,confirmados,1,0.07
773,altamente,1,0.07
774,suspeitos,1,0.07
775,dadas,1,0.07
776,instalar,1,0.07
778,hores,1,0.07
780,acusando,1,0.07
798,obg,1,0.07
781,difundir,1,0.07
782,pública,1,0.07
783,causando,1,0.07
784,dano,1,0.07
785,moral,1,0.07
786,retrate,1,0.07
787,publicamente,1,0.07
789,cabíveis,1,0.07
790,mete,1,0.07
791,processo,1,0.07
792,cara,1,0.07
793,printei,1,0.07
794,manda,1,0.07
842,alguma,1,0.07
844,nãofalegroselhasemsaber,1,0.07
763,dante,1,0.07
845,pergunte,1,0.07
882,ficaram,1,0.07
883,agiu,1,0.07
884,rápido,1,0.07
885,colocou,1,0.07
887,duplado,1,0.07
888,positivo,1,0.07
889,estudar,1,0.07
891,custa,1,0.07
892,pesquise,1,0.07
894,🙁,1,0.07
896,nacional,1,0.07
897,comunista,1,0.07
900,vê,1,0.07
901,mequetrefe,1,0.07
902,bastante,1,0.07
904,associado,1,0.07
907,mostrar,1,0.07
909,impedir,1,0.07
910,evoluir,1,0.07
911,ajudará,1,0.07
912,enfrentar,1,0.07
913,mal,1,0.07
914,fabricado,1,0.07
915,🇧🇷,1,0.07
917,lupo,1,0.07
918,comentou,1,0.07
920,jesus,1,0.07
921,preocupa,1,0.07
922,amigo,1,0.07
881,contínuo,1,0.07
880,covid,1,0.07
879,curar,1,0.07
860,cm,1,0.07
846,reuquinol®,1,0.07
847,sulfato,1,0.07
848,mg,1,0.07
850,revestidos,1,0.07
851,adulto,1,0.07
852,pediatrico,1,0.07
853,oral,1,0.07
854,contém,1,0.07
855,louvado,1,0.07
856,proibido,1,0.07
857,anunciado,1,0.07
858,ministerio,1,0.07
859,porem,1,0.07
861,falado,1,0.07
878,poderia,1,0.07
862,acuse,1,0.07
863,nível,1,0.07
864,hospitalar,1,0.07
865,certa,1,0.07
866,trazer,1,0.07
867,resultado,1,0.07
868,tornou,1,0.07
869,controlado,1,0.07
870,tóxico,1,0.07
874,reumatismo,1,0.07
875,ludipus,1,0.07
876,infelizmente,1,0.07
877,qdo,1,0.07
764,cardiologista,1,0.07
762,acordo,1,0.07
566,pacifico,1,0.07
657,lúpus,1,0.07
623,economia,1,0.07
625,washington,1,0.07
626,rogério,1,0.07
627,correia,1,0.07
628,etrópoles,1,0.07
629,cofen,1,0.07
630,coren,1,0.07
631,enfermagomcontracoronavirus,1,0.07
632,distrito,1,0.07
633,federal,1,0.07
634,segurança,1,0.07
635,viaja,1,0.07
636,adquiriu,1,0.07
638,viagens,1,0.07
639,pm,1,0.07
640,metrópoles,1,0.07
641,reprodução,1,0.07
642,acabei,1,0.07
644,orientações,1,0.07
645,sérios,1,0.07
646,cegueira,1,0.07
648,nego,1,0.07
649,enche,1,0.07
650,cu,1,0.07
651,cocaína,1,0.07
652,mata,1,0.07
653,nenhuma,1,0.07
654,descrição,1,0.07
655,foto,1,0.07
621,quarentena,1,0.07
619,pedia,1,0.07
618,fmi,1,0.07
585,oque,1,0.07
567,fins,1,0.07
568,políticos,1,0.07
569,volta,1,0.07
570,cel,1,0.07
571,josé,1,0.07
572,soares,1,0.07
573,marcondes,1,0.07
574,partida,1,0.07
575,apea,1,0.07
577,some,1,0.07
578,ex,1,0.07
579,corre,1,0.07
584,exite,1,0.07
587,qure,1,0.07
617,economista,1,0.07
589,habilitados,1,0.07
592,liberado,1,0.07
593,regula,1,0.07
596,testa,1,0.07
598,libera,1,0.07
599,liberaram,1,0.07
600,conhecem,1,0.07
608,minutos,1,0.07
609,escutando,1,0.07
611,nisso,1,0.07
612,usada,1,0.07
613,administrada,1,0.07
616,automedicar,1,0.07
656,disponível,1,0.07
658,desconhecido,1,0.07
761,medicações,1,0.07
659,lupus,1,0.07
716,bernardo,1,0.07
717,küster,1,0.07
722,chinês,1,0.07
725,aquários,1,0.07
726,pap,1,0.07
728,ganância,1,0.07
729,óbvio,1,0.07
732,luciana,1,0.07
733,cima,1,0.07
736,aaah,1,0.07
737,interessa,1,0.07
738,sem.estar,1,0.07
740,hipocondríaco,1,0.07
741,tomaram,1,0.07
744,misericórdia,1,0.07
745,louco,1,0.07
746,quse,1,0.07
747,certeza,1,0.07
748,new,1,0.07
749,investigar,1,0.07
750,qu,1,0.07
751,gabriela,1,0.07
752,ingrid,1,0.07
753,vivabem,1,0.07
754,15h01,1,0.07
756,igesp,1,0.07
757,sao,1,0.07
758,receberam,1,0.07
759,sete,1,0.07
715,redação,1,0.07
713,perigos,1,0.07
712,orientou,1,0.07
688,danos,1,0.07
661,famíliares,1,0.07
662,eis,1,0.07
663,automedique,1,0.07
664,moça,1,0.07
665,posologia,1,0.07
666,adversos,1,0.07
668,band,1,0.07
677,bbc.com,1,0.07
679,ne,1,0.07
680,remédios,1,0.07
681,proibidos,1,0.07
682,origem,1,0.07
687,gerar,1,0.07
689,morais,1,0.07
711,orte-americano,1,0.07
690,palavras,1,0.07
691,público,1,0.07
692,propagar,1,0.07
696,👍🏻,1,0.07
697,desgraça,1,0.07
699,toma,1,0.07
700,através,1,0.07
701,soro,1,0.07
702,burros,1,0.07
703,doente.…,1,0.07
705,texas,1,0.07
706,ingerir,1,0.07
709,esposa,1,0.07
1445,fórmulas,1,0.07
