,Termo,Frequência Absoluta,Frequência Relativa (%)
1729,leves,1,0.05
1414,cabe,1,0.05
1413,critério,1,0.05
1605,vaca,1,0.05
1447,cnpj,1,0.05
1448,21.125.246/0001-60,1,0.05
1698,porquanto,1,0.05
1483,basica,1,0.05
1489,gratidão,1,0.05
1488,sentir,1,0.05
1487,deixe,1,0.05
1486,coraçao,1,0.05
1485,colocar,1,0.05
1484,doaçoes,1,0.05
1482,心,1,0.05
1683,medidas,1,0.05
1481,basicy,1,0.05
1480,básic,1,0.05
1479,0,1,0.05
1478,cariocas,1,0.05
1684,extremas,1,0.05
1476,pressa,1,0.05
1491,pedindo,1,0.05
1492,anunciar,1,0.05
1449,banco,1,0.05
1500,vaidade,1,0.05
1505,fingir,1,0.05
1504,questionam,1,0.05
1503,doi,1,0.05
1681,pesquisadores,1,0.05
1502,forte,1,0.05
1501,apostar,1,0.05
1499,caridade,1,0.05
1493,expor,1,0.05
1498,colocou,1,0.05
1497,atitude,1,0.05
1496,otima,1,0.05
1682,população,1,0.05
1495,parabéns,1,0.05
1494,igual,1,0.05
1475,ajudem,1,0.05
1474,espera,1,0.05
1473,estômago,1,0.05
1694,61,1,0.05
1459,99615-1865,1,0.05
1458,21,1,0.05
1457,dúvidas,1,0.05
1456,ajude,1,0.05
1693,falastrão,1,0.05
1455,resistir,1,0.05
1695,âmbito,1,0.05
1685,dirá,1,0.05
1453,2105255,1,0.05
1452,agência,1,0.05
1451,212,1,0.05
1696,mateus,1,0.05
1697,24:7,1,0.05
1450,original,1,0.05
1460,pedida,1,0.05
1461,patinhas,1,0.05
1462,peloprojeto,1,0.05
1463,thaís,1,0.05
1691,fakenews,1,0.05
1464,lima,1,0.05
1465,dentificação,1,0.05
1466,amorio2,1,0.05
1690,postar,1,0.05
1689,levianos,1,0.05
1469,entregues,1,0.05
1470,trabalhadores,1,0.05
1471,informais,1,0.05
1688,deixem,1,0.05
1472,sentindo,1,0.05
1687,benção,1,0.05
1686,potencial,1,0.05
1587,feitos,1,0.05
917,filho,1,0.05
1181,infectados,1,0.05
505,confiança,1,0.05
529,colaborar,1,0.05
527,daquele,1,0.05
526,metologia,1,0.05
524,burrice,1,0.05
523,ignorante,1,0.05
522,beneficiar,1,0.05
521,intuito,1,0.05
520,🤮,1,0.05
519,esquece,1,0.05
518,fanático,1,0.05
517,aprovado,1,0.05
514,perca,1,0.05
513,ruins,1,0.05
512,adoram,1,0.05
511,globistas,1,0.05
510,kkkkkk,1,0.05
509,informações,1,0.05
532,prejudicou,1,0.05
534,unicos,1,0.05
535,prejudicados,1,0.05
567,desta,1,0.05
582,transmitir,1,0.05
581,apresentador,1,0.05
580,gostava,1,0.05
578,nojo,1,0.05
574,desconfiança,1,0.05
571,devia,1,0.05
570,brasil.elpais.com,1,0.05
564,atualizar,1,0.05
536,sao,1,0.05
558,porq,1,0.05
556,tratado,1,0.05
555,cm,1,0.05
549,queira,1,0.05
544,otimista,1,0.05
542,tido,1,0.05
538,golpe,1,0.05
507,ideológico,1,0.05
503,terror,1,0.05
426,imensa,1,0.05
502,tocar,1,0.05
459,discurso,1,0.05
458,termina,1,0.05
457,adulto,1,0.05
455,reconheço,1,0.05
452,torcemos,1,0.05
451,enfermidades,1,0.05
450,diversas,1,0.05
449,trata,1,0.05
445,3famp,1,0.05
443,hahahaha,1,0.05
442,vaza,1,0.05
440,sozinha,1,0.05
439,diferença,1,0.05
437,senao,1,0.05
433,inventado,1,0.05
431,reduzir,1,0.05
430,intensivo,1,0.05
460,chupa,1,0.05
461,manga,1,0.05
462,atacou,1,0.05
488,chinesa,1,0.05
498,alguem,1,0.05
497,aparece,1,0.05
494,vejam,1,0.05
492,senhora,1,0.05
491,✌️,1,0.05
490,bolsonews,1,0.05
489,correto,1,0.05
485,rsrsrs,1,0.05
464,riscos,1,0.05
484,explicado,1,0.05
482,folha,1,0.05
475,orienta,1,0.05
472,racionalidade,1,0.05
470,emoção,1,0.05
467,negativo,1,0.05
466,verdadeiro,1,0.05
583,membros,1,0.05
585,deixava,1,0.05
587,perguntas,1,0.05
588,jornalistas,1,0.05
685,ela…,1,0.05
684,medicina,1,0.05
683,nobel,1,0.05
682,vencedora,1,0.05
679,monde,1,0.05
678,le,1,0.05
677,francês,1,0.05
674,gostaria,1,0.05
673,visto,1,0.05
670,real,1,0.05
668,😍,1,0.05
667,positiva,1,0.05
666,gloria,1,0.05
665,améemm,1,0.05
663,aprova,1,0.05
662,sites,1,0.05
659,curou,1,0.05
695,lemonde.fr,1,0.05
696,assinar,1,0.05
698,sido,1,0.05
712,acreditaria,1,0.05
721,fazondo,1,0.05
720,célula,1,0.05
719,muda,1,0.05
718,melhoras,1,0.05
717,relatos,1,0.05
715,melhorado,1,0.05
714,incógnita,1,0.05
711,resposta,1,0.05
699,avendo,1,0.05
709,tomado,1,0.05
708,apos,1,0.05
707,entrevistou,1,0.05
705,brasileira,1,0.05
704,tantos,1,0.05
703,estariam,1,0.05
700,👍,1,0.05
654,min,1,0.05
651,negrao,1,0.05
650,mauricio,1,0.05
610,sentido,1,0.05
620,prepotência,1,0.05
618,impostos,1,0.05
617,declaro,1,0.05
616,voto,1,0.05
615,morando,1,0.05
612,mora,1,0.05
611,funcionasse,1,0.05
606,lutando,1,0.05
622,mes,1,0.05
604,corpo,1,0.05
602,tds,1,0.05
601,euforia,1,0.05
598,tratam,1,0.05
596,pausar,1,0.05
591,fal…,1,0.05
589,mal,1,0.05
621,alertando,1,0.05
623,trancados,1,0.05
649,publicação,1,0.05
639,pura,1,0.05
648,comentário,1,0.05
647,stall,1,0.05
646,vir,1,0.05
645,piorando,1,0.05
643,conhecido,1,0.05
642,estão…,1,0.05
640,proibido,1,0.05
638,ignorância,1,0.05
625,não…,1,0.05
637,situa,1,0.05
636,postura,1,0.05
632,divulgou,1,0.05
631,irresponsável,1,0.05
630,república,1,0.05
627,situação,1,0.05
626,cuida,1,0.05
429,administrado,1,0.05
424,fase,1,0.05
724,veja,1,0.05
155,acreditando,1,0.05
190,gravíssimo,1,0.05
188,contaminada,1,0.05
186,professora,1,0.05
185,ex,1,0.05
182,assistir,1,0.05
177,link,1,0.05
174,criticando,1,0.05
173,ridícula,1,0.05
172,argumento,1,0.05
171,ciclano,1,0.05
170,fulano,1,0.05
169,religião,1,0.05
168,envolve,1,0.05
167,medicando,1,0.05
160,kkk,1,0.05
159,esquerdista,1,0.05
158,vixe,1,0.05
191,sp,1,0.05
194,mantendo,1,0.05
196,nela,1,0.05
218,idiotice,1,0.05
237,divulgação,1,0.05
235,sacanagem,1,0.05
234,raciocinem,1,0.05
230,criança,1,0.05
225,querendo,1,0.05
224,galera,1,0.05
219,trabalho,1,0.05
216,humanos,1,0.05
197,difere,1,0.05
215,seres,1,0.05
214,coloco,1,0.05
213,publico,1,0.05
211,escrita,1,0.05
210,linguagem,1,0.05
208,caminhar,1,0.05
198,veneno,1,0.05
156,nessa,1,0.05
154,morreram,1,0.05
422,cê,1,0.05
153,ré,1,0.05
98,louça,1,0.05
97,lavar,1,0.05
93,depende,1,0.05
89,bologna,1,0.05
84,reage,1,0.05
76,loirona,1,0.05
72,bosta,1,0.05
67,afirmou,1,0.05
62,ia,1,0.05
57,plantão,1,0.05
54,associadas,1,0.05
49,pps,1,0.05
47,li,1,0.05
38,rondônia,1,0.05
33,respons,1,0.05
32,tentam,1,0.05
13,informa,1,0.05
110,kkkkkkkk,1,0.05
111,tiro,1,0.05
112,escuro,1,0.05
139,portais,1,0.05
151,loko,1,0.05
150,pessimista,1,0.05
149,nisso,1,0.05
146,interessa,1,0.05
144,utilizados,1,0.05
142,iniciais,1,0.05
140,explicam,1,0.05
137,macedo,1,0.05
124,antibiótico,1,0.05
136,edir,1,0.05
135,engraçado,1,0.05
134,cacete,1,0.05
133,chato,1,0.05
132,palavras,1,0.05
130,náuseas,1,0.05
126,manter,1,0.05
239,sociedade,1,0.05
241,fajev,1,0.05
243,gracas,1,0.05
244,certom,1,0.05
366,meias,1,0.05
364,propagar,1,0.05
363,acostumada,1,0.05
362,bilu,1,0.05
361,et,1,0.05
360,taubaté,1,0.05
359,gravida,1,0.05
357,pessoais,1,0.05
356,duvido,1,0.05
354,mão,1,0.05
353,abre,1,0.05
350,porventura,1,0.05
347,descobri,1,0.05
345,pega,1,0.05
344,autosemedico,1,0.05
343,desenhe,1,0.05
339,mistura,1,0.05
367,proporcionar,1,0.05
371,gosto,1,0.05
372,geralmente,1,0.05
405,naquilo,1,0.05
418,empatia,1,0.05
417,mandar,1,0.05
416,independentemente,1,0.05
415,manda,1,0.05
413,realista,1,0.05
412,macabra,1,0.05
408,raciocínio,1,0.05
402,mostra,1,0.05
373,poupa,1,0.05
399,caindo,1,0.05
397,entende,1,0.05
395,clínica,1,0.05
390,três,1,0.05
382,arriscando,1,0.05
377,convencional,1,0.05
376,associado,1,0.05
337,deram,1,0.05
336,indicação,1,0.05
335,comprando,1,0.05
268,tomaram,1,0.05
292,tomasse,1,0.05
288,dur,1,0.05
287,hur,1,0.05
277,razão,1,0.05
275,divulgar,1,0.05
272,poucos,1,0.05
270,remissão.…,1,0.05
267,algumas,1,0.05
296,normal,1,0.05
266,positivos,1,0.05
261,misericórdia,1,0.05
260,encontre,1,0.05
256,percam,1,0.05
255,corrigir..m,1,0.05
253,escrever,1,0.05
250,orientado,1,0.05
293,consultar,1,0.05
299,compradas,1,0.05
334,burra,1,0.05
321,quero,1,0.05
333,veih,1,0.05
332,falaram,1,0.05
330,positivo,1,0.05
328,estruir,1,0.05
325,desinformada,1,0.05
324,precisamos,1,0.05
323,ouça,1,0.05
319,mto,1,0.05
300,omitir,1,0.05
315,rsrs,1,0.05
314,porra,1,0.05
312,tedio,1,0.05
311,internet,1,0.05
310,possíveis,1,0.05
309,tretas,1,0.05
308,entrando,1,0.05
723,multiplique,1,0.05
725,apoia,1,0.05
1180,melhora,1,0.05
1039,hj,1,0.05
1059,peso,1,0.05
1058,envolver,1,0.05
1057,funcione,1,0.05
1056,prática,1,0.05
1055,rápida,1,0.05
1054,baixas,1,0.05
1053,mats,1,0.05
1052,autom…,1,0.05
1051,infectado,1,0.05
1049,basta,1,0.05
1048,meia,1,0.05
1047,entendedor,1,0.05
1046,retiraram,1,0.05
1044,detalhadamente,1,0.05
1043,explicou,1,0.05
1042,eke,1,0.05
1041,estranhamente,1,0.05
1060,assistindo,1,0.05
1061,infernizando,1,0.05
1062,mensagens,1,0.05
1074,trilhonarias,1,0.05
1081,massa,1,0.05
1080,fabricando,1,0.05
1079,contaram,1,0.05
1078,poxa,1,0.05
1077,dinheiro,1,0.05
1076,volumes,1,0.05
1075,altos,1,0.05
1073,patentes,1,0.05
1063,lia,1,0.05
1072,derruba,1,0.05
1071,entenda,1,0.05
1070,rápido,1,0.05
1068,ameaçou,1,0.05
1067,antena,1,0.05
1065,sinal,1,0.05
1064,caiu,1,0.05
1040,apagou,1,0.05
1038,caos,1,0.05
975,inicialmente,1,0.05
1036,anunciado,1,0.05
1005,exemplo,1,0.05
1003,força,1,0.05
1002,chegando,1,0.05
1001,acontecendo,1,0.05
1000,quente,1,0.05
997,medicarmos,1,0.05
995,quando…,1,0.05
994,combater,1,0.05
993,saindo,1,0.05
992,porém,1,0.05
991,irei,1,0.05
988,pensa…,1,0.05
983,capaz,1,0.05
982,recuperação,1,0.05
980,pensam,1,0.05
979,mimimi,1,0.05
978,luz,1,0.05
1006,penso,1,0.05
1008,guarde,1,0.05
1009,primeiros,1,0.05
1023,isolamento,1,0.05
1035,caus,1,0.05
1034,poderosa,1,0.05
1030,pirando,1,0.05
1029,lucrar,1,0.05
1028,pavor,1,0.05
1025,colapso,1,0.05
1024,horizontal,1,0.05
1022,demsotra,1,0.05
1011,contaminou,1,0.05
1021,desempregada,1,0.05
1020,pequenos,1,0.05
1019,filhos,1,0.05
1018,65,1,0.05
1017,espalhar,1,0.05
1016,clima,1,0.05
1015,correlação,1,0.05
1082,peça,1,0.05
1083,fontes,1,0.05
1084,links,1,0.05
1085,procure,1,0.05
1155,acaso,1,0.05
1154,farmacêutico,1,0.05
1153,virologista,1,0.05
1152,fale.para,1,0.05
1151,cobaias,1,0.05
1150,passam,1,0.05
1149,submetendo,1,0.05
1148,patogeno,1,0.05
1147,colateral,1,0.05
1146,relaiza,1,0.05
1145,obiviame…,1,0.05
1144,aplicando,1,0.05
1143,aplicar,1,0.05
1142,viral,1,0.05
1141,medicamente,1,0.05
1140,dividida,1,0.05
1139,m…,1,0.05
1156,81,1,0.05
1157,julio,1,0.05
1158,11:18,1,0.05
1169,1.1,1,0.05
1179,genética,1,0.05
1178,altera,1,0.05
1175,resolver,1,0.05
1174,vítima,1,0.05
1173,abraça,1,0.05
1172,vítimas,1,0.05
1171,anda,1,0.05
1168,teimosos,1,0.05
1159,22:29,1,0.05
1166,verão,1,0.05
1165,breve,1,0.05
1164,rua,1,0.05
1163,toa,1,0.05
1162,passeando,1,0.05
1161,andam,1,0.05
1160,em-aventurados,1,0.05
1138,imune,1,0.05
1137,sistema,1,0.05
1136,controle,1,0.05
1102,metodológicos,1,0.05
1110,pare,1,0.05
1109,idéia,1,0.05
1108,apresente,1,0.05
1107,clínicos,1,0.05
1106,espere,1,0.05
1105,falsa,1,0.05
1103,provou,1,0.05
1101,erros,1,0.05
1112,indústria,1,0.05
1100,publicando,1,0.05
1099,grandões,1,0.05
1098,custa,1,0.05
1097,tdo,1,0.05
1090,emocionados,1,0.05
1088,alertar,1,0.05
1087,cansado,1,0.05
1111,soma,1,0.05
1113,vavinas,1,0.05
1135,falho,1,0.05
1124,rejeitado,1,0.05
1134,totalmente,1,0.05
1133,anedótico,1,0.05
1132,relato,1,0.05
1130,taxa,1,0.05
1129,clínicas,1,0.05
1128,modo,1,0.05
1125,egoísta,1,0.05
1123,estabelecido,1,0.05
1114,vsi,1,0.05
1122,social,1,0.05
1121,isolante,1,0.05
1120,atualmente,1,0.05
1119,ideia,1,0.05
1118,mario,1,0.05
1117,euros,1,0.05
1115,oerder,1,0.05
977,compensa,1,0.05
973,confiante,1,0.05
726,quebrar,1,0.05
783,americano,1,0.05
809,estao,1,0.05
806,mantera,1,0.05
805,salvará,1,0.05
804,único,1,0.05
801,🙌🏻,1,0.05
800,descobrem,1,0.05
797,oque,1,0.05
796,imagina,1,0.05
794,americanos,1,0.05
793,online,1,0.05
792,geral.…,1,0.05
791,realizaram,1,0.05
790,morrerao,1,0.05
789,corpos,1,0.05
787,necrotérios,1,0.05
786,contruindo,1,0.05
785,construir,1,0.05
810,enterrando,1,0.05
812,procurando,1,0.05
813,asno,1,0.05
824,cadê,1,0.05
836,viu,1,0.05
835,implorar,1,0.05
834,mortadela,1,0.05
832,esquerdas,1,0.05
829,precisará,1,0.05
828,jamais,1,0.05
825,provável,1,0.05
823,farmacêuticos,1,0.05
814,merda,1,0.05
822,dizem,1,0.05
821,provar,1,0.05
820,impressão,1,0.05
819,torcem,1,0.05
818,parecem,1,0.05
816,probl…,1,0.05
815,gados,1,0.05
784,invez,1,0.05
780,realismo,1,0.05
970,curados,1,0.05
779,perder,1,0.05
752,canb,1,0.05
749,anti-malaria,1,0.05
748,helping,1,0.05
745,that,1,0.05
744,given,1,0.05
742,yea,1,0.05
741,ashley,1,0.05
740,pm,1,0.05
739,lte,1,0.05
737,inglês,1,0.05
736,conversando,1,0.05
735,cunhada,1,0.05
732,converso,1,0.05
731,resta,1,0.05
729,me…,1,0.05
728,listou,1,0.05
727,estaria,1,0.05
753,lethal,1,0.05
754,children,1,0.05
755,delivered,1,0.05
765,today,1,0.05
777,veículos,1,0.05
775,esperar,1,0.05
770,mutação,1,0.05
769,pay,1,0.05
768,imessage,1,0.05
767,lord,1,0.05
766,idk,1,0.05
764,breathing,1,0.05
756,there,1,0.05
763,difficulty,1,0.05
762,had,1,0.05
761,x-ray,1,0.05
760,chest,1,0.05
759,his,1,0.05
758,in,1,0.05
757,changes,1,0.05
837,gado,1,0.05
838,inteligente,1,0.05
839,bastante,1,0.05
841,fechar,1,0.05
944,festas,1,0.05
941,norte,1,0.05
940,oeste,1,0.05
938,vazia,1,0.05
937,sul,1,0.05
935,vazio,1,0.05
934,centro,1,0.05
931,recolhidos,1,0.05
930,bruckmann,1,0.05
929,franciele,1,0.05
928,comentar,1,0.05
927,compartilhamentos,1,0.05
926,comentários,1,0.05
924,traz,1,0.05
923,fim,1,0.05
921,saem,1,0.05
920,demais,1,0.05
945,pagode,1,0.05
946,churrasco,1,0.05
947,lotadas,1,0.05
960,subúrbios,1,0.05
969,necessariamente,1,0.05
968,outo,1,0.05
966,galho,1,0.05
965,quebra,1,0.05
964,levem,1,0.05
963,maneira,1,0.05
961,lotados,1,0.05
959,normalmente,1,0.05
948,comércio,1,0.05
958,circulando,1,0.05
957,ferrada,1,0.05
955,centros,1,0.05
954,comércios,1,0.05
953,abrir,1,0.05
952,ter…,1,0.05
951,respeitando,1,0.05
919,android,1,0.05
918,12:05,1,0.05
916,daniel,1,0.05
853,supostamente,1,0.05
876,acompanhe,1,0.05
873,é…,1,0.05
868,benefícios,1,0.05
867,divulgado,1,0.05
866,amplamente,1,0.05
856,esgotar,1,0.05
854,mostrava,1,0.05
852,divulgaram,1,0.05
882,mendola,1,0.05
851,queremos,1,0.05
850,jogando,1,0.05
849,demsotrado,1,0.05
848,científico,1,0.05
844,velho,1,0.05
843,dor,1,0.05
842,dipirona,1,0.05
881,cláudia,1,0.05
887,respirador,1,0.05
915,home,1,0.05
904,cima,1,0.05
914,m.facebook.com/home,1,0.05
913,14:27,1,0.05
911,abençoi,1,0.05
910,assisti,1,0.05
909,dimaissss,1,0.05
908,😌,1,0.05
905,dosado,1,0.05
903,relatado,1,0.05
888,curas,1,0.05
902,informação,1,0.05
899,farmacias,1,0.05
898,profissionais,1,0.05
895,tambem,1,0.05
891,ficou,1,0.05
890,batalha,1,0.05
889,vencermos,1,0.05
1834,comprem,1,0.05
