Usuário,Reply,Conteúdo,Reações,Editado
Gabriele Emilly,Deby Lucy,"ixi tomara então que retenham dessa vez , pq corticóide faz 1 mal pra saúde aliás todos medicamentos de alguma maneira prejudicam outras coisas ne",1,FALSE
Deby Lucy,Gabriele Emilly,vdd todos acaba prehudicando alguma coisa...mas vamos aguardar,0,FALSE
Gabriele Emilly,Deby Lucy,a vdd,1,FALSE
Janaina Cavalcanti,,pinga com mel  🤡  🤡 Só funciona pro David uip,2,FALSE
Mylena Santos,,Ia comprar dexametasona na farmácia pra minha cachorra com suspeita de hernia,0,FALSE
Karine Santos,,"Na pior crise de bonquite que tive, que eu não conseguia nem andar e nem falar direito pela falta de ar, a única coisa que resolveu na época foi hidrocortisona na veia, e uma semana tomando prednisolona, Nunca mais eu fiquei com falta de ar. Não digo q…Ver mais",5,FALSE
Bluna Monteiro,Karine Santos,", meu filho teve dois episódios de laringite (alergia causada por vírus que incha fechando a laringe), ficou com falta de ar severa e muito rouco. O que a pediatra receitou foi dexametasona + Aerolin (bombinha de asma), foi o que o tirou daquele sufoco, era triste de ver, a primeira vez ele tinha só um ano, a segunda com três. Também não deixo faltar em casa, pq geralmente ataca no meio da noite.",1,FALSE
Kelly Piccolo,Karine Santos,pq corticoide desinflama o sistema respiratório.,1,FALSE
Marcia Bonvini Matheus Soares,,Diabético se tomar isso morre mais rapido,2,FALSE
Carolina Hugenneyer Brito,,"Decadron??? Ou seja, se estiver com sintomas, tome: aciclovir, decadron (xarope, pro nariz e pra garganta), remédio de gripe (afinal, é uma gripe!), tylenol, prednisona... algo vai resolver!",4,FALSE
Léo Marciano,,Corticoide é pior ainda,0,FALSE
Angela Damas,,corticóide??? afff,0,FALSE
Alex NM,,https://www.facebook.com/100008998296163/videos/2266772550299333/,0,FALSE
Ana Paula Mattos,,Os homens desalentados sem saber o que fazer,1,FALSE
Eliana Falabriti,,"Ja vai aumentar o valo, ainda bem que se funcionar, tenho aki kkkkk Mas nao tinha sido falado que corticoides eran favoraveis ao virus?? E agora vai testar?? Muito confuso tudo isso",1,FALSE
José Lopes,,E para vende so isso,0,FALSE
Lali Almeida,,"O próprio diretor do hospital Kalil, disse que foi tratado com corticóide.",2,FALSE
Andreia Guerra Lu,Lali Almeida,vdd eu vi essa materia,0,FALSE
Wanessa Marques,,"É o único remédio que me ajuda com as crises, que assim seja  🙏🏻",1,FALSE
Jaqueline Braghini,Wanessa Marques,ola moça comece a comer um dente de alho de dia e um dente de alho cru de noite e 1 cebola crua pequena todos os dias isso ajuda a todos que tem problemas respiratório inclusive a covid 19 estou indicando pra muita gente e quem está fazendo estão vendo resultado,3,FALSE
Wanessa Marques,Jaqueline Braghini,muito obrigada pela dica,2,FALSE
Jaqueline Braghini,Wanessa Marques,qualquer dúvida estou aqui para ajudar  😍,2,FALSE
Adriana Camargo,,Ótimo! Para isso gastamos milhões em saúde no Brasil !,0,FALSE
Raquel Dias,,"Gente olha...pode parecer estranho mas em fevereiro eu fiquei com sintomas gripais , ou seja, febre baixa, coriza, garganta inflamada levemente e dor no corpo, pensei que fosse algo alergico foi ai que tomei exatamente esse medicamento que sempre tenho…Ver mais",1,FALSE
Margarete Souza,Raquel Dias,"vc disse sintomas gripais. Como as gripes são causadas por vírus, se vc tomar remédio vai levar sete a dez dias pra curar. Se não tomar nada também vai levar de sete a dez dias pra curar. Logo vc não tinha gripe. No máximo uma rinite alérgica.",0,FALSE
Raquel Dias,Margarete Souza,obrigada doutora,1,FALSE
Raquel Dias,Margarete Souza,"alias doutora pra sua informação alergia não costumam dar febre e dores no corpo menos ainda, e eu estava com esses sintomas ha 3 dias, no outro dia me senti melhor e sem febre porem segui uns dias com um pouco de dor de ouvido, estranho para uma rinite não?!",2,FALSE
Rose Sousa,Raquel Dias,"esse remédio é muito bom mesmo, é como tirar com as mãos, minha filha foi pra upa com um monte de manchinhas no corpo médico suspeitou ser sarampo(ele teve febre dias anteriores a aparecer as manchas) médico deu esse remédio no soro e rapidinho as manchas sumiram quando chegou em casa já não tinha mais nenhuma manchinha no corpo.",2,FALSE
Luzia Pereira Nunes,,Confio mais na pinga com mel.,6,FALSE
Érika Delmondes Feitosa Magalhaes,Luzia Pereira Nunes,😳  😳,0,FALSE
Luzia Pereira Nunes,Érika Delmondes Feitosa Magalhaes,🤔  🤔  🤔,0,FALSE
Luzia Pereira Nunes,,"Na verdade acho que não deviam divulgar isso , imagina agora o povo fazendo estoque de corticoide  🤦‍♀️",1,FALSE
Cynthia Nascimento,Luzia Pereira Nunes,mas divulgam tantos...até remédio de matar piolho disse q resolve o ivermectina kkk,1,FALSE
Luzia Pereira Nunes,Cynthia Nascimento,então aí o povo vai é compra pra fazer estoque.,1,FALSE
Luciana Lima,,Corticoide MATA quem tem problemas nas coronárias,2,FALSE
Junior Moura Silva,,Certeza que dexametasona,0,FALSE
Adrianny Oliveira,Bianca Delgado,,1,FALSE
Cintia Cristina,,Tomei muito esse medicamento dexametasona p rinite...me curou completamente,2,FALSE
Junior Moura Silva,Cintia Cristina,ele é ótimo,1,FALSE
Alyne Melo,,Remédio de rinite ótimo,1,FALSE
Cintia Cristina,Alyne Melo,será que estou imune kkkk,1,FALSE
Jessy Piercer,"Cloroquina eu Tenho em casa , dexametasona tbm kkkk meu Deus só falta eu pegar o vírus. Pra acabar nada adianta pra esse vírus. Veio do cão dos inferno",2,0,FALSE
Flávia Krause,Jessy Piercer,eu tenho a azitromicina e a hidroxi cloroquina. Kkk...,0,FALSE
Alex Faria,Jessy Piercer,vc faz algum tratamento e usa esses medicamentos?,0,FALSE
Jaqueline Braghini,Jessy Piercer,alho e cebola cru amiga se estiver com sintomas 3 dentes crú de manhã e 3 dentes de noite sempre come meia cebola junto nunca come ele de estômago vazio sempre coma algo e se não tiver com sintomas come 1 dente de dia e 1 dente de noite e um pedacinho de cebola crua todos os dias. Tem estudos depoimentos de sua eficacia,0,FALSE
Jessy Piercer,Alex Faria,tenho lúpus,0,FALSE
Patricia Carvalho,,Dexametazona?,1,FALSE
Luiz Goncalves,,"Se a cloroquina não funciona, então o David Uip, o Dr Roberto Kalil e o secretário de saúde do Ceará irão morrer ? Todos se trataram com cloroquina, será que era fake ?",5,TRUE
Max Kleinschmidt,Luiz Goncalves,"se trataram com cloroquina mas o próprio Kalil disse, que o que salvou ele foram os corticoides",1,FALSE
Luiz Goncalves,Max Kleinschmidt,"isto depois de ser chamado a atenção pela Globo que o contrata para o bem estar , antes já havia confirmado a eficácia , desde o início já se havia confirmado que a cloroquina deveria ser associada a outros medicamentos.",2,FALSE
Max Kleinschmidt,Luiz Goncalves,não funcionou em lugar nenhum meu filho! Tá comprovado.. foi só pra enxer o bolso dos empresários gastando milhões em um lote da cloroquina só não vê quem não quer,3,FALSE
Luiz Goncalves,Max Kleinschmidt,"cloroquina é medicamento antigo , tem patente vencida , não interessa ao políticos e nem a indústria farmacêutica fabricar, o laboratório do exército fábrica ao custo de 20 centavos o comprimido , estão é boicotando a cloroquina por motivos políticos, mas eu quero mais que se foda a política, eu quero é que salve vidas .",3,FALSE
Max Kleinschmidt,Luiz Goncalves,"não tem jeito... mesmo com pesquisa comprovada que esse medicamento não é eficaz com vírus tá aí insistindo.... Agora tão falando do outro medicamento o vermífugo Anitta... da mesma indústria que produz a cloroquina (que por sinal doou dinheiro pra campanha do Bolsonaro) Pelo amor de Deus.. o mundo inteiro tá perdendo vidas e esse povo curandeiro de pau de araque quer ter a salvação com remédio milagroso.... isso é um vírus, 10 vezes mais mortal e potente que a h1n1.... com capacidade de contaminar de 5 a 7 pessoas cada doente... e nego fica inventando historinha ao invés de fazer o certo que é o lockdown.... não dá mais pra acreditar nisso",4,FALSE
Luiz Goncalves,Max Kleinschmidt,"até te entendo, mas tenho certeza que o motivo do repúdio só medicamento é político , pesquisa aí Dra Nise Yamagushi, trabalha é oncologista e infectologista do hospital Albert Einstein, veja o que ela fala da cloroquina.",1,FALSE
Max Kleinschmidt,Luiz Goncalves,ela já voltou atrás amigo... tá velha essa notícia,0,FALSE
Max Kleinschmidt,Luiz Goncalves,"a própria Fiocruz já descartou a cloroquina , o medicamento matou 11 pessoas nos testes no amazonas",2,FALSE
Luiz Goncalves,Max Kleinschmidt,"foram ministradas doses excessivas, li a reportagem, mais um motivo pra eu acreditar que o repúdio é político , é a reportagem da Dr Nise não é antiga, é recente .",1,FALSE
Eduardo Furtado,Luiz Goncalves,"com certeza eles se trataram de forma muito mais complexa que apenas usar cloroquina. Além disso, quando uma pessoa que melhora com o uso dela, isso NAO significa que tenha realmente sido por causa dela",1,FALSE
Max Kleinschmidt,Luiz Goncalves,te aconselho a procurar informações fora do brasil pra evitar ser influenciado pela polarização política do Brasil…Ver mais CLOROCHINA E CORONAVIRUS “GRAVI EFFETTI COLLATERALI”/ “Perdita vista periferica e...” ILSUSSIDIARIO.NET CLOROCHINA E CORONAVIRUS “GRAVI EFFETTI COLLATERALI”/ “Perdita vista periferica e...” CLOROCHINA E CORONAVIRUS “GRAVI EFFETTI COLLATERALI”/ “Perdita vista periferica e...”,2,FALSE
Teresa Martini,,A cloroquina é uma porcaria com mais de 50 anos curando pessoas com malária...Ninguém conhece nada sobre ela! Só Jesus na causa! É lógico que todo medicamento tem que ser dosado por um médico!,1,TRUE
Ana Lúcia,Luiz Goncalves,correto. A Globo chamou a atenção dele por conta do contrato que ele tem com o programa bem estar.,2,FALSE
Ana Lúcia,,Tô vendo que a torcida do vírus tá bem maior.  🙄,2,FALSE
Bruno Morgado,Ana Lucia Novais,ta empatando com a torcida pro mito rs,0,FALSE
Ana Lúcia,Bruno Morgado,Eu hein  🙄 só sei que eu venci o virus.,1,FALSE
Bruno Morgado,Ana Lucia Novais,nao sei tem horas que parece que o povo torce pro mito não pro Brasil,0,FALSE
Ana Lúcia,Bruno Morgado,quem é mito?  🤔,0,FALSE
Bruno Morgado,Ana Lucia Novais,Bolsonaro o mito,0,FALSE
Bruno Morgado,,Lkkkkkkk,0,FALSE
Ana Lúcia,Bruno Morgado,"ah tá o nosso Presidente. Entendi, eu torço por ele pq pelo que eu entendi ele está no piloto, não posso torcer pro avião cair só pq não gosto do piloto. Afinal de conta eu tô dentro. Eu moro NO Brasil.  🙏 E eu torço e oro muito pela mi…Ver mais",0,TRUE
Ana Lúcia,Bruno Morgado,Boa noite  🙏  😘,0,FALSE
Bruno Morgado,Ana Lucia Novais,"mania de acharem que pandemia é futebol com torcida, mesmo blabla por isso que usei a palavra mito, serve de gatilho pros minions saírem do buraco usando a mesma metáfora do aviao, piloto, torcida e aquele blabla de manual da época do pt, mas agora dos bolsonaristas boa noite  🥰",1,FALSE
Ana Lúcia,Bruno Morgado,adorei seu bafo de mortadela.  🤣  🤣,0,FALSE
Bruno Morgado,Ana Lucia Novais,"tsc tsc manualzinho de gado detected, ja que vai fala do LulaLadrao, comunismo chinês ou terraplana kkkkk",0,FALSE
Ana Lúcia,Bruno Morgado,aí amadohhh  😘  🤣  🤣,1,FALSE
Elias Jesus Sena,Luiz Goncalves,"pois é, tambem to confuso agora.",1,FALSE
Leonardo Almeida,,https://m.youtube.com/watch?v=zer6omW0vnU COVID-19: More Great News YOUTUBE.COM COVID-19: More Great News COVID-19: More Great News,1,FALSE
Leonardo Almeida,,"Está aí, a prova que funciona, agora os jumentos vão relinchar ou comer grama?",1,TRUE
Adeir Amancio,,"Mas os chineses usaram corticóide,não teve resultado favorável. Muito estranho está reportagem,?????",2,FALSE
Ana Lúcia,Adeir Amancio,A Globo chamou a atenção do Dr. Kaliu por conta do contrato que ele tem com o programa bem estar.,1,FALSE
Ana Lúcia,Adeir Amancio,Eles não poder dar apoio a cloroquina.,1,FALSE
Jaqueline Braghini,,"A imagem pode conter: texto que diz ""01:29 google.com/amp/s/wn 5 tribunapr.com. TRIBUNA beneficios corporais da ingestão (moderada) de alho a redução do colesterol, elevação das HDLP (LipoProteinas de Alta Densidade, portadoras colesterol bom""), redução da pressão arterial e alguma bioatividade inibitória sobre patogênicas tal qual antibióticos. Um estudo de 1992 do Instituto Nacional de Câncer Estados Unidos comprovou que ingestão de alho cebola está correlacionada com menor incidência de câncer de estômago. Outros autores reportam o mesmo efeito para pele e para o cólon. É tido como melhor adente antibiótico x STORT""",0,FALSE
Jaqueline Braghini,,"A imagem pode conter: texto que diz ""01:29 0 google.com/amp/s/wn 5 TRIBUNA É tido como melhor agente antibiótico contra tifo, o mesmo valendo em caso de disenterias enterites. Mesmo no caso de algumas viroses (resfriados gripes) é atribuida ao alho uma atividade preventiva. Dai nome que se lhe aplica russa"" É comprovado que os compostos sulfurados do alho alho elevam bioatividade células sanguíneas da série branca células ""T-helpers"", responsáveis pela defesa imunológica do corpo. Seu uso igualmente se estende ao combate das bronquites (vias áreas superiores) e infecções urinárias Uma interpretação farmacológica da STORT X""",0,FALSE
Jaqueline Braghini,,"A imagem pode conter: texto que diz ""01:30 google.com/amp/s/wn 5 TRIBUNA Uma interpretação farmacológica da ação do como um todo se em função da variedade de compostos sulfurados presentes bulbo, uma família em que cada membro contribui com parcela do marcado odor apresentado por esta planta. o suco de alho, mesmo diluido ooo vezes (o que não afeta cultura de células em laboratório), é altamente para Candida albicans (corrimento vaginal) para fungo Tricophyton (frieiras). De fato, fato, MICS (Concentrações Inibitórias Minimas) até 0.3 micrograma de alicina /mililitro foram encontradas STORT""",0,FALSE
Jaqueline Braghini,,"A imagem pode conter: texto que diz ""01:30 google.com/amp/s/wn 5 TRIBUNA Maiores informações sobre as múltiplas propriedades benéficas do alho seus derivados podem ser obtidas no livro The Complete Garlic Handbook ou através do The Garlic Information Centre, Saberdene House, Church Rd, Castfield, Battle, East Sussex, UK. José Domingos Fontana (jfontana@ufpr.br) é professor emérito da UFPR pelo Departamento de Farmácia, pesquisador A do CNPq. 11.° Prêmio Paranaense em C&T Comenda Nacional de Mérito Farmacêutico (CFF, 2002). × BLICIDADE STORT""",0,FALSE
Jaqueline Braghini,,Usem o alho e cebola cru já está tendo muito relatos sobre o alho,0,FALSE
Adeir Amancio,,"Jaqueline, faço minha comida com muito alho,gasto quase um kg por mês,e cebola tambem,tomo todos os dias limão em jejum.realmente é muito difícil eu ficar resfriada. Mas para certas infecção só antibiótico,tive que fazer azitromicina,estáva com sinusite e uma pequena mancha no pulmão,muita tosse ,dor de cabeça.abençoado antibiótico e água. No mesmo período,tive contado com colega com covid ,e outro foi entubado , infelizmente veio a óbito ontem pela manhã, tem outro tambem entubado,e outro que saiu do tubo,E alguns em casa de quarentena, Precisamos de medicação .Tem médicos também contaminados,um teve alta ,soube que tem 4 médicos da clínica médica também contaminados. Medicações tem que ser feita ,não podemos ficar esperando. Uma imunidade alta é o melhor, mas medicações tem que ser usadas. O hospital que trabalho está de luto com as perdas e funcionários contaminados. Com certeza ,vou continuar usando alimentos,saudáveis . Obrigada",1,TRUE
Anderson Oliveira,,Quem e diabético vai ter que passar longe...,1,FALSE
Cleide Cavalcante,,Agora o dexametasona vai virar ouro  🙄,0,FALSE
Angela Fortes Fortes Brito,,No começo da pandemia disseram que os contaminados com o covid-19 não deveriam tomar remédios a base de cortisona.,3,FALSE
Andreia Guerra Lu,Angela Fortes Fortes Brito,vdd fiquei ate c medo.pq eu uso,1,FALSE
Raquel Dias,Andreia Guerra Lu,"nào fique com medo, se vc toma com orientação medica fique tranquila, essa doença é nova então a todo momento é uma descoberta nova, no começo foi dito pra não tomar ibuprofeno agora ja não tem problema",1,FALSE
Angela Fortes Fortes Brito,Andreia Guerra Lu,a gente não sabe mais o que é certo ou errado. Valha nos DEUS! Kkkk,2,FALSE
Andreia Guerra Lu,Raquel Dias,vdd,1,FALSE
Andreia Guerra Lu,Angela Fortes Fortes Brito,vdd so Deus,0,FALSE
Solange Ferreira,,"Esse remédio e ótimo sim, mas devia a pessoa enxada e a pessoa não pode tomar um.monte vacina",0,FALSE
Priscilla Raquel,,Andresa Rodrigues,1,FALSE
Elis Schmier Petrozza,,"Quando me ataca artrose é a dexametasona que me salva ... e ja tomei diversos outros mas esse que me dei bem ... melhor eu fazer meu estoque particular kkk pois já já vai faltar isso sim pois o povo só houve ""tal remédio pode curar covid"" já sei estoca…Ver mais",1,FALSE
Rosalia Cavallante,,"O problema é deixar para dar a cloroquina quando está grave demais , daí dão doses altas, deve dar a cloroquina já nos primeiros dias do sintoma em doses não tão agressivas, meu cunhado está tomando em casa e está bem, já passaram 14 dias e ele não apresesnta mais febre,",1,FALSE
Alex NM,,"80% das pessoas ficam em casa e se curam sozinha. Dos 20 % que sobram, cerca de 17% precisam ficar internados com ventiladores, mas também se curam sozinhos com os ventiladores. Aí dão cloroquina para estas pessoas que iam se curar sozinhas, e dizem que a cloroquina funciona. E vc acha mesmo que nos hospitais pelo mundo todo não tentaram isso que vc falou de dar mais cedo. Veja quantas pessoas estão morrendo em vários países. Trump é um dos defensores da cloroquina, e veja a quantidade de mortes diárias por lá. Tendo disso isso, o CDC americano já deixou de recomendar a cloroquina como tratamento para Covid 19. O CDC africano fez o mesmo. Médicos de Nova York dizem não notar qualquer resultado positivo. Médicos na França e na Suécia, a mesma coisa. Tem estudo no Brasil que diz que não resulta. Tem estudo americano que também diz que não resulta.",0,FALSE
Mayara Santos,,Não é que não funciona. É pq não é um vírus e sim algo muito pior. Leiam um pequeno texto que publiquei aqui no grupo. Ou pelo menos tentei publicar.,2,FALSE
Alex NM,,"Cola o texto aqui. Entretanto... 80% das pessoas ficam em casa e se curam sozinha. Dos 20 % que sobram, cerca de 17% precisam ficar internados com ventiladores, mas também se curam sozinhos com os ventiladores. Aí dão cloroquina para estas pessoas que iam se curar sozinhas, e dizem que a cloroquina funciona. E vc acha mesmo que nos hospitais pelo mundo todo não tentaram isso que vc falou de dar mais cedo. Veja quantas pessoas estão morrendo em vários países. Trump é um dos defensores da cloroquina, e veja a quantidade de mortes diárias por lá. Tendo disso isso, o CDC americano já deixou de recomendar a cloroquina como tratamento para Covid 19. O CDC africano fez o mesmo. Médicos de Nova York dizem não notar qualquer resultado positivo. Médicos na França e na Suécia, a mesma coisa. Tem estudo no Brasil que diz que não resulta. Tem estudo americano que também diz que não resulta.",0,FALSE
Mayara Santos,Alex NM,não cabe nos comentários é muito grande. Mas pode ir no meu perfil e ler pq tá público.,0,FALSE
Alex NM,Mayara Santos,"Se for o texto que acho que é, tem muita ficção e inverdades. Vou citar só duas, pois tem várias... ""A província de Hubei está em ruínas."" Veja se Hubei está em ruínas: https://www.youtube.com/watch?v=wA2Om70v66o  HUBEI CHINA (Current Situation) YOUTUBE.COM HUBEI CHINA (Current Situation) HUBEI CHINA (Current Situation)",0,FALSE
Mayara Santos,Alex NM,"não se dá pra acreditar muito em nada que vem de lá. Mas devido a um estudo que vi em algum lugar passei a acreditar que seja verdadeiro, que esse vírus se é que pode ser chamado assim, também tem atingido o cérebro. Ou seja não atinge só os pulmões como dito inicialmente.",0,FALSE
Alex NM,,"Ainda havia um conjunto de portas e além era o que a capa chamava de núcleo"". E foi aí que eu vi: muitos e muitos cadáveres, empilhados um sobre o outro no teto. Havia homens, mulheres e crianças, homens velhos e crianças pequenas, ricos e pobres, bonitos e deformados, orgulhosos e humildes."" O cara abre a porta, vê um monte de corpos, e só de olhar ele consegue determinar idade, gênero, se eram bonitos e ricos? Sério? Texto claramente escrito com intuito de causar impacto.",0,FALSE
Alex NM,Mayara Santos,"Mas em todos lugares do mundos, os médicos falam que não atingem só os pulmões. Isso não é qualquer segredo.",0,FALSE
Mayara Santos,Alex NM,não encontrei a data. Mas se tratando que a mídia lá é controlada não se dá pra confiar.,0,FALSE
Mayara Santos,Alex NM,mas tá tudo muito estranho.,0,FALSE
Mayara Santos,,"Daqui a alguns anos se estivermos vivos, saberemos de fato o que é verdade.",0,FALSE
Mayara Santos,Alex NM,e se for verdade.,0,FALSE
Alex NM,,"Eles publicaram todos os tipos de desinformação sofisticada sobre a decodificação de DNA do chamado coronavírus. Tudo isso nos ajudou a evitar um pânico global. Vc tem noção que cientistas e pesquisadores pelo mundo todo tiveram acesso a estes dados, e vc tem noção de que eles confirmam os dados, eles não simplesmente acredita que sejam aquilo que foi divulgado, não tem? Tá vendo? Outra mentira.",0,TRUE
Alex NM,,"De fato, posso garantir que mais da metade dos principais funcionários do partido são atualmente imitados por atores treinados que seguem as instruções dadas a eles por meio de implantes especiais. Sério que vc acredita nisso? Pausar GIF Tenor",0,FALSE
Mayara Santos,Alex NM,"vindo de um povo estranho como chinês tudo ou nada pode ser verdade. Não precisa de muita coisa pra ficarem parecidos uns com os outros na China, parecem cópias uns dos outros.",0,FALSE
Alex NM,,"Novamente, sério que vc acredita nisso: ""atores treinados que seguem as instruções dadas a eles por meio de implantes especiais."" ???",0,FALSE
Mayara Santos,Alex NM,já disse que dessa raça de porcos não duvido de nada.,0,FALSE
Alex NM,Mayara Santos,"E sobre o DNA do vírus que supostamente a OMS divulgou para enganar as pessoas. Vc está mesmo afirmando que todo cientista e pesquisador do mundo que estão tentando arranjar vacinas, estudando o vírus, são todos incompetentes ou estão metidos nesta mentira? Vc acredita mesmo que eles não iriam notar diferença entre o que foi divulgado e o que eles veem agora? Está vendo como vc está fazendo um esforço enorme para acreditar no texto, que ignora vários absurdos que estão escritos nele? Melhor maneira de contar uma mentira, é misturar ela com algumas verdades.",0,FALSE
Alex NM,, agentes biológicos e químicos que podem manipular e controlar os padrões de pensamento e comportamento dos cidadãos em graus terríveis; técnicas de manipulação altamente sofisticadas usando práticas hipnóticas completamente desconhecidas do público;  🤣  🤣  🤣  🤣,0,FALSE
Alex NM,,"Encontramos um novo nome, 2019-nCoV, e distribuímos fichas técnicas"" que descrevem uma doença inventada"" Novamente, médicos, cientistas e pesquisadores não confirmam seus dados, e estão todos se baseando numa descrição inventada.  🤔  🤔  🙄  🙄  🙄",0,FALSE
Mayara Santos,Alex NM,"detalhe nada disso me assusta. Só quero aproveitar a vida e viver como se não houvesse amanhã, meu bem quem perdeu a mãe pra um maldito câncer, que movimenta e dá os mais altos lucros a indústria farmacêutica. Quero mais é viver.",0,FALSE
Mayara Santos,Alex NM,estude um pouco mais sobre nova ordem mundial.,0,FALSE
Alex NM,,"O agente é muito mais contagioso que isso, e sua taxa de mortalidade, ao contrário do coronavírus"", não é de 2%. Não, sua taxa de mortalidade é de 100%. Ninguém supera isso. Quem contrata morre."" Outro absurdo. A taxa de mortalidade não é dada por uma entidade que diz: Ele tem a taxa de 2%. A taxa é calculada com base nas pessoas infectadas e as mortes. Ou seja, outra mentira sem pé e nem cabeça. E como todos sabemos, não estão morrendo 100% das pessoas, nem de longe. Eu mesmo tive os sintomas deste vírus durante 25 dias, e que eu saiba, não morri.",0,FALSE
Alex NM,Mayara Santos,"estude um pouco mais sobre nova ordem mundial. Agora entendi como vc pode acreditar nesta história sem pé nem cabeça. Como vc acredita na nova ordem mundial, então qualquer coisa que lembre isso, vc já toma como verdade, ignorando as mentiras absurdas e descaradas que lá estão escritas.",0,FALSE
Alex NM,,"Felizmente, concluímos acordos com outros governos: eles concordaram em afirmar que as infecções foram causadas por um coronavírus. Eles estavam tão preocupados quanto nós que o pânico poderia irromper no país deles. Ainda que fosse verdade, e os médicos, cientistas, pesquisadores? Fizeram acordos com todos os que existem no mundo? Como vc consegue acreditar nisso sem sequer questionar?",0,FALSE
Mayara Santos,Alex NM,"será que vc nunca percebeu que o presidente nunca aceitou esse acordo, e que vários governadores sim. Dado visto vários atestados falsos. Nunca procurei hospital gripada hj muito menos.",0,FALSE
Alex NM,,"Descobrimos a tempo da transferência e tentamos impedir que ela acontecesse. No tiroteio que se seguiu, não se preocupe em procurá-lo no noticiário, ele não foi noticiado em nenhum lugar, dezenas de pessoas foram mortas. Muito conveniente! Na era do celular com cameras incrivelmente potentes. Ninguém filmou, e ninguém viu. kk",0,FALSE
Mayara Santos,Alex NM,entrei só pra ver o pensamento das pessoas por aqui.,0,FALSE
Mayara Santos,Alex NM,vc filmaria pra morrer?,0,FALSE
Alex NM,,"Gripe leva uma semana mais ou menos para curar. Gripe não causa falta de ar. E outra coisa, vc insiste no governo. Quando te questiono sobre médicos, pesquisadores e cientistas, se todos do mundo inteiro fizeram acordo também, vc não fala nada. Já viu o tamanho do absurdo da coisa. Cara, te mostrei vários absurdos no texto, e insiste em ignorar os absurdos e aceitar como verdade. Nem sei mais o que dizer. Quer acreditar neste monte de bobagem, num texto cheio de mentiras e falácias de alguém que escreveu e provavelmente está rindo das pessoas que acreditaram nele, isso é com vc.",0,FALSE
Mayara Santos,Alex NM,te falei que não me assusta.,0,FALSE
Mayara Santos,Alex NM,"já tossi por quase seis meses, tinha falta de ar, usei mil e um medicamento caseiro e fiquei boa, imagina se fosse hj, haja visto que tenho alergias, tava lascada.",0,FALSE
Alex NM,Mayara Santos,"só para facilitar para vc. Fui procurar a origem de tal texto, onde foi primeiro publicado. Ele foi publicado no site sobre extraterrestes. The UFO Spotlight On. É um boato que já vem sendo falado em vários sites, achando incrível como tem pessoas que acreditam em tais absurdos. https://www.snopes.com/fact-check/chinese-intelligence-coronavirus Did a Chinese Intelligence Officer Reveal the 'Truth About the Coronavirus Outbreak'? SNOPES.COM Did a Chinese Intelligence Officer Reveal the 'Truth About the Coronavirus Outbreak'? Did a Chinese Intelligence Officer Reveal the 'Truth About the Coronavirus Outbreak'?",0,FALSE
Mayara Santos,Alex NM,"sabe pq não duvido de nada que se fale sobre a China, pq nem gente são, são monstros.",0,FALSE
Mayara Santos,Alex NM,"parabéns pra quem escreveu, é muito inteligente.",0,FALSE
Alex NM,,"pq não duvido de nada que se fale sobre a China Mas não é só da China, envolve todos os governantes do mundo, a OMS, médicos, cientistas e pesquisadores de todo o mundo.",0,FALSE
Mayara Santos,Alex NM,"rapaz não posso confiar nem nos mais próximos a mim, vou confiar nessa gente movida a dinheiro.",0,FALSE
Mayara Santos,Alex NM,"se nós meus compatriotas não dá pra confiar, haja visto que mataram pacientes de overdose de medicamentos.",0,FALSE
Alex NM,,"parabéns pra quem escreveu, é muito inteligente. Que nada. O texto é cheio de falhas e coisas absurdas. Se não tivessem exagerado tanto, talvez ficasse mais credível.",0,FALSE
Mayara Santos,Alex NM,tchau né,0,FALSE
Mayara Santos,Alex NM,haja visto já tive a beira da morte por depressão prefiro não ver notícias ruins.,0,FALSE
Alex NM,,"Se cuida, e tenta não sair acreditando em tudo que surge na frente. Tem muita gente tentando enganar as pessoas apenas por diversão na internet.",0,FALSE
Mayara Santos,Alex NM,"isso não me assusta de verdade, tenho pavor dos jornais, pq dão muita ênfase.",0,FALSE
Mayara Santos,,"Ah mas morreu uma adolescente de 17 anos, já percebeu a alimentação dessa geração. Já tomam refrigerante na mamadeira. Esse é só um exemplo.",0,FALSE
Mayara Santos,Alex NM,"quanto ao texto desde o início disse que é absurdo, mas que pode conter algumas verdades, que a real intenção é que acredite que seja mentira, vc acha que se a China realmente criou esse maldito spray, arma biológica, vão querer que o mundo acredite.",1,FALSE
Elias Jesus Sena,,"Fizeram da doença uma briga política,agora a cloroquina nao serve mais?? E quem foi curado com o auxilio dela? Deleta? Ah por favor,sem politicagem",0,FALSE
Flavio Monteiro,Elias Jesus Sena,"nao fala mal do remédio do Bolsonaro... vai ser a cura para este problema. Depois que liberaram semana passada não morreu mais ninguém.... quer dizer, estes que estão morrendo é pq são PTistas e se recusam a tomar um remédio de direita inventado pelo Dr. Bolsonaro",2,TRUE
