Usuário,Reply,Conteúdo,Reações,Editado
Clo Bassetto,,E quem arca com os custos da imensidão de cloroquina que foi produzida? Ou isto tbm é lorota?,2,FALSE
Patri Contente,,"Ele continua tomando... Não entendi pq vcs estão tão eufóricos. A imagem pode conter: 2 pessoas, texto que diz ""Delegado Cavalcante agora. 25 min está ao vivo Presidente Bolsonaro ao vivo AO VIVO 819 819 urtir  Comentar Compartilhar""",4,FALSE
Handaray Alvarez,Patri Contente,"ahhhhh fala sério , já ouviu falar em jogada de Marketing , essa jogada existe pra todo tipo de propaganda , os mais inteligentes não costumam cair nela , já os lerdos acham q é verdade 🤷🏼‍♀️  🤷🏼‍♀️  🤷🏼‍♀️  🤷🏼‍♀️  🤷🏼‍♀️  🤷🏼‍♀️",0,FALSE
Michelle Andrade,Patri Contente,querida ele vai pendurar as caixinhas até no pescoço como se fosse colar! Marketing,2,FALSE
Patri Contente,Michelle Andrade,tá bem,0,FALSE
Patri Contente,Handaray Alvarez,alguma de vcs já tomou?,0,FALSE
Patri Contente,,Vcs já tiveram?,0,FALSE
Handaray Alvarez,Patri Contente,"não necessito , só q como química e estudante de enfermagem tenho conhecimentos .",0,FALSE
Fatima Stoppelli,,"Não recomenda, só incentiva em rede nacional com o remédio do lado",2,FALSE
Katia Pironti,Fatima Stoppelli,mentiroso..,1,FALSE
Rosimere Godinho,,Ele foi proibido de falar ..mas não de mostrar,1,FALSE
Fatima Stoppelli,Rosimere Godinho,inacreditável,1,FALSE
Ana Carolina,,Esse grupo é pra falar sobre o Covid ou sobre o Bolsonaro? Tem mais postagens sobre esse homem do que outra coisa. Jesus! Zzzzzz,3,TRUE
Elizabet S. Moreira,Ana Carolina,e a postagem não fala sobre a Covid?,2,FALSE
Ana Carolina,Elizabet S. Moreira,mimimimi,0,FALSE
Elizabet S. Moreira,Ana Carolina,ja esperava rsrsrs,0,FALSE
Ana Carolina,,Reproduzir GIF Tenor,0,FALSE
Mah Amarantes,,Clarice Alcântara,0,FALSE
Fernanda Nunes,,"Chamada ridícula e tendenciosa. Ele não falou nada que a maioria aqui já não saiba. Tomar remédio, somente com orientação médica. E ele por sua vez está fazendo uso porque o médico dele indicou.",6,TRUE
Fatima Stoppelli,Fernanda Nunes,"agora precisa de receita, antes não precisava, e de mais a mais se compra no mercado paralelo, tá errado ele ir rede nacional falar sobre medicações, pois ele não é médico e a médicaçao não foi compravada no mundo que cura.",2,FALSE
Fatima Stoppelli,Fernanda Nunes,"isso causa o relaxamento do isolamento, pois tem gente que acha que essa é a solução pra curar",1,TRUE
Fernanda Nunes,Fatima Stoppelli,"desculpa, mas conheço médicos que estão na linha de frente que além de fazerem o tratamento profilático, também prescrevem para seus pacientes e estão tendo ótimos resultados. Prefiro estar empiricamente viva, do que cientificamente morta.",0,FALSE
Fatima Stoppelli,Fernanda Nunes,"nada comprovado, não se toma só essa medicação, toma antibióticos, e especialistas do mundo inteiro sabem disso. Pq o mundo não aprova?",0,FALSE
Fernanda Nunes,Fatima Stoppelli,"o mundo inteiro não aprova? Vários países estão usando, mas isso as ""grandes"" mídias não divulgam. Assim como aqui no Brasil, médicos de outros países também estão fazendo uso desse medicamento. A questão toda é, entre outras coisas, o interesse financeiro dos grandes laboratórios. Pensa um pouco. Por que lutam tanto contra um medicamento barato e sem patente usada à tantos anos é tão perigosa. E as vacinas que é necessário várias anos para poder ser aplicado em seres humanos, em 7 meses já é a promessa de salvação?",1,FALSE
Fatima Stoppelli,Fernanda Nunes,"imagina, estamos falando do mundo, isso é papo político do Brasil, países de primeiro mundo não estão nessa guerra, eles estão atrás de resultados. Nada comprovado",0,TRUE
Fatima Stoppelli,Fernanda Nunes,antibióticos sim são comprovados,0,FALSE
Fatima Stoppelli,Fernanda Nunes,"o estado de saúde tbm da pessoa, os hábitos, histórico de doenças, tudo isso faz a diferença",0,TRUE
Fernanda Nunes,Fatima Stoppelli,"https://www.youtube.com/watch?v=MNJcJsm20uU Entrevista a Rashid Buttar. Fraude a nivel mundial (OMS, CDC, Bill Gates, medios de comunicación). YOUTUBE.COM Entrevista a Rashid Buttar. Fraude a nivel mundial (OMS, CDC, Bill Gates, medios de comunicación). Entrevista a Rashid Buttar. Fraude a nivel mundial (OMS, CDC, Bill Gates, medios de comunicación).",0,FALSE
Fernanda Nunes,,"o estado de saúde tbm da pessoa, os hábitos, histórico de doenças, tudo isso faz a diferença. Isso tbm concordo, até pq antes disso tudo, a OMS afirmava que só pessoas com comorbidades e de idade avançada, eram os mais afetados, porém não é isso que vemos no mundo.",0,FALSE
Drika Gonzalez,,Meu Deus!!! A postagem é sobre a Hidroxicloroquina e não sobre o Presidente!!! Antes que me chame de gado vou logo avisando que não tenho partido político!! Tudo vira discussão política!!! Estamos no meio de uma Pandemia precisamos nos unir para sair dessa vivos e não ficar nessa guerra política Nosso inimigo é invisível que está levando vidas todos os dias!!!,3,TRUE
Pedro Estrela,,Ups,0,FALSE
Maria Mzs,,"Vagabundo, ficou ate agora empurrando essa merda guela abaixo, agora porque ia ser processado fica se fazendo.",2,FALSE
Silvana Teixeira Rossini,,"Obvio que o 2o teste vai dar positivo, não deu o tempo mínimo de 14 dias! Obvio que a matéria é tendenciosa, so que a maioria só lê o que convém!",6,TRUE
Fernanda Nunes,Silvana Teixeira Rossini,"na verdade nem lê, só vê a chamada mesmo.",2,FALSE
Fatima Stoppelli,Silvana Teixeira Rossini,"a questão é sobre ele dizer que precisa procurar um médico qdo ele vai em rede nacional mostrar e falar sobre um medicamento numa crise tão séria, ele não é médico, ele passa por cima de qualquer especialista, tá errado",0,FALSE
Silvana Teixeira Rossini,Fatima Stoppelli,"que precisa procurar um médico é obvio, mas pq não divulgam que os médicos de rico recomendam a hidroxicloroquina e que as mortes do prevent senior diminuiram com a dose e protocolo corretos? Talvez pq os médicos não estão tão habilitados assim e não se interessam em cuidar de quem busca um hospital público. A briga parece mais política do que de interesse na saúde.",3,TRUE
Fatima Stoppelli,Silvana Teixeira Rossini,"sim mais um caso errado, é uma medicação que precisa ser monitorada, os menos favorecidos não tem como ter esse contato em casa com médicos e pra completar o SUS por exemplo, tem falta de aparelho de eletrocardiograma...complicado né? Ahhhh Einstein e Sírio não estão recomendando",0,FALSE
Silvana Teixeira Rossini,Fatima Stoppelli,"Einstein e Sírio não estão recomendando na teoria, pq na prática...",0,FALSE
Fatima Stoppelli,Silvana Teixeira Rossini,"resumindo, vamos dar valor pra especialistas e profissionais da saúde, eles estudaram pra isso, e os do mundo inteiro não tem certeza e prova de nada né",0,FALSE
Silvana Teixeira Rossini,Fatima Stoppelli,"já fui vítima de muitos erros médicos e perdi meu melhor amigo no Hospital do Campo Limpo, pq demoraram 4 dias pra operá-lo da apêndice...o médico do hospital ignorou a recomendação do colega da UPA e não tinha cirurgião no hospital...qdo a médica cirurgiã pediatra chegou deu uma carcada na equipe toda...não fizeram tomo, simplesmente largaram ele...que ainda tinha problemas plaquetarias e sem uso do remedio continuo.",0,FALSE
Fatima Stoppelli,,"E não vms generalizar profissionais, a maioria são uns heróis, não estão envolvidos com política. Essa idolatria por um presidente de alguns chega a ser ridículo, só está atrasando mais a vida da gente. Político é pra ser cobrado, ainda mais numa crise dessas. E olha vou te falar, eu não sou da esquerda, eu votei nele, mas estou indignada com as atitudes e postura dele. Mas enfim querida, vamos orar e torcer mto por um final feliz.  🙏 Boa noite",0,FALSE
Fatima Stoppelli,Silvana Teixeira Rossini,"eu tive um irmão que sofreu dez anos, se você me perguntar de hospitais de SP, eu sei falar de quase todos, te juro. E eu há 7 anos atrás tive um aneurisma cerebral, fiquei um mês na UTI entre a vida e a morte, sabe quem me salvou? Foi uma médica bem novinha do interior do nordeste, que fazia residência aqui em SP no Hospital Metropolitano do Butantã. Sabe pq ela me salvou? Pq ela não fez um diagnóstico de uma enxaqueca, ela foi mais fundo e os bam bam bans que depois me atenderam, diziam, agradeça aquela médica que te deu o primeiro atendimento, ela te salvou. Enfim, te digo de novo, político aqui no Brasil não presta nenhum, já virou um hábito ruim político nesse país.",0,FALSE
Barbara Natieli,,Cada coisa viu achando que sair por ai tomando tudo que vai ta curado,0,FALSE
Afrânio Ladeia,,"É um mau-caráter, um lixo humano.",3,FALSE
Rick Duda Duda,Rosangela Silva,ué ué ué????,0,FALSE
Arnaldo Castro,,Irônico,0,FALSE
Claudia Cappella,,"Melhor ter ficado calado sobre o medicamento desde o início. E ter continuado com as reuniões abaixo, em espaços de tempo mais curtos, ouvindo as recomendações da equipe inicial do Ministério da saúde. Sem isso, o combate a pandemia ficou sem rumo, a população sem saber o que fazer http://bvsms.saude.gov.br/bvs/sus/comissoes.php Área Temática Sistema nico de Sade BVSMS.SAUDE.GOV.BR Área Temática Sistema nico de Sade Área Temática Sistema nico de Sade",1,FALSE
Fernando Camargo,,Tubaina,0,FALSE
Chardel Sarmento,,Vergonha é apoiar Lula e Dilma e as ratazanas que os acompanham.,6,FALSE
Adalberto Diniz Dias,Chardel Sarmento,"Bozoloide, o que tem haver o Cool com as calças. A bola da vez é esse VERME INÚTIL. O pior líder mundial na pandemia.",3,FALSE
Fatima Stoppelli,Chardel Sarmento,"um erro não justifica o outro, cada um com sua culpa",1,FALSE
Neylane Rodrigues,,"Acho lindo esse povo que distorce frase. Ainda mais lindo, esse povo que não percebe que Bolsonaro nao é médico pra recomendar algo a alguém. Existe uma linha tênue entre concordar sobre o uso e recomendar às pessoas. E olha, eu nem sou bolsonarista. A…Ver mais",6,FALSE
Ricardo Danpaz,,Essa porra é louca!! Só fala fezes!,2,FALSE
Pedro Henrique Macedo,,E agr ? Kkkk,0,FALSE
Kelly Piccolo,,Ainda bem que não indica. Kkk Ainda mente. 0:00 / 0:20,3,FALSE
Rejane Cardoso,Kelly Piccolo,sem vergonha  😡,2,FALSE
Kelly Piccolo,Rejane Cardoso,tem nenhuma.,2,FALSE
Adelane Maciel,Kelly Piccolo,ele foi irônico.,1,FALSE
Lica Alves,Kelly Piccolo,e vão dizer q é montagem!! Kkkk,0,FALSE
Simone Carla,,Esse Aquele tipo de chamada tendenciosa onde as pessoas não lêem a matéria e saem opinando na força do ódio! Afz! 🤦🏽‍♀️,2,FALSE
Maria Aparecida Torres,,"https://g1.globo.com/bemestar/coronavirus/noticia/2020/07/16/hidroxicloroquina-nao-e-eficaz-no-tratamento-de-casos-leves-da-covid-19-aponta-estudo.ghtml Hidroxicloroquina não é eficaz no tratamento de casos leves da Covid-19, aponta estudo G1.GLOBO.COM Hidroxicloroquina não é eficaz no tratamento de casos leves da Covid-19, aponta estudo Hidroxicloroquina não é eficaz no tratamento de casos leves da Covid-19, aponta estudo",2,FALSE
Fernanda Mendes,,💚  💛 B17,5,FALSE
Regina Maria,Fernanda Mendes,Reproduzir GIF Tenor,0,FALSE
Regina Maria,,Reproduzir GIF GIPHY,0,FALSE
Bere Nice,,A o boneco mudou de ideia e,2,FALSE
Isabel Pereira Pinheiro,Bere Nice,. Não leu a matéria né. Link é pra abrir. A chamada nem sempre condiz com o que a pessoa falou realmente. Ele não recomenda pra mim nem pra ninguém. Apenas fala pra cada um procurar um médico. Ele está sendo tratado com esse medicamento e está dando certo. Espero ter Ajudado  😎,5,FALSE
Severina Nobrega,Isabel Pereira Pinheiro,E meu sobrinho e Ficou bom com esse remédio. E filho da minha amiga e a esposa dele que é médica tb sendo que ele já estava com 35% do pulmão comprometido. Graças a Deus eles estão curados.,3,TRUE
Isabel Pereira Pinheiro,Severina Nobrega,. As pessoas não querem nem cogitar a possibilidade.  🤷🏻‍♀️,0,FALSE
Vera Gorm,,Bobo da corte,2,FALSE
Raimundo DE Castro Nonato,,palhaço,2,FALSE
Regina Maria,,Maldito.,1,FALSE
Di Costa,,Tá certo ele não é médico pra recomendar nada kkkkk,6,FALSE
Tania Soares Rodrigues,,Kkkkkkkkk só rindo desse idiota...,3,FALSE
Lica Alves,,Mentiroso nojento de uma figa!!!!! Como pode seus cegos seguidores te apoiar depois de tds as suas mentiradas escancaradas!?!?!?! Não me conformo!!! Nunca fui com a tua fuça!!! Não votei em vc e jamais votarei!!!  🤬  🤬  🤬  🤬  🤬,3,TRUE
Fabregas Dalla Nora,,Capacho do Trump.,4,FALSE
Angela Bicalho,,"Cada um usado que quer. O Presidente usa cloroquina, mas nunca ordenou usar. Use se acredita.",9,FALSE
Daniel Tomé Nunes,Angela Bicalho,"só BR mesmo pra usar remédio da mesma forma que usa ""simpatias"", ""macumba"", ""água benta"" e ""orações"".",3,FALSE
Daniel Tomé Nunes,,media1.tenor.co,2,FALSE
Angela Bicalho,Daniel Tomé Nunes,se você usa essas “ coisas” que citou que lhe façam bem! Bolsonaro e eu usamos Deus acima de tudo!,3,FALSE
Mirelly Rosa,Angela Bicalho,"deixa Deus fora disso. Desde quando Jesus foi a favor de tortura e maltratou as minorias? Desde quando? Vc tem todo o direito de apoiar essa besta, afinal vivemos numa democracia. Mas deixe de ser hipócrita e diga: apoio pq eu odeio pobre, preto, índio, gay. A ditadura deveria ter matado 30 mil, pq eu sou a favor da tortura! Mulher tem que ganhar menos que homem. Gay tem que levar porrada! "" Agora dizer que é de Deus é palhaçada né... Toma vergonha nessa sua cara e assuma o seu pacto com o Belzebu, pq é pra casa dele que vc vai quando morrer.",3,FALSE
Tânia Rosângela,Mirelly Rosa,mandou ver !!! Parabéns,2,FALSE
Juliana Guerra,Mirelly Rosa,"aplausos, agora tudo é em nome de Deus!",1,FALSE
Daniel Tomé Nunes,Mirelly Rosa,🎉  🎊  🎆  🎇,1,FALSE
Vanessa Guadagnini,,"Mas ciência não eh baseada em fé, né, mas em evidências. Esse anticientificismo de hj é perigosíssimo",0,FALSE
Leon Despego,Daniel Tomé Nunes,usam . Ainda compram receita falsificada lá na se remédio tbm bando de boco,0,TRUE
Angela Bicalho,Mirelly Rosa,tenho pena de você por ter pensamentos tão maus! Mas se quer saber sou a favor do AI5 para o Brasil voltar a crescer e idiotas passarem a valorizar o que é bom. A força!... Que Deus lhe traga a paz que lhe falta!,0,FALSE
Mirelly Rosa,Angela Bicalho,"se o AI5 voltasse, o que não vai vai acontecer nunca, vc teria que rezar pra não receber uns ratos na vagina. Sai daqui, filhote de cruz credo, filhote do cramunhão, filhote de diabinho da garrafa.",1,TRUE
Angela Bicalho,Mirelly Rosa,"só tenho pena de você por ser tão mal educada. Leia, estude um pouquinho, muito feia a sua forma de expressar! Você pode dizer o que quiser de maneira polida. Ou não sabe ser polida? Deve ser o meio em que vive! Reze, procure apaziguar seu coração. Bolsonaro é o Messias. Respeite seu Presidente! Depois torça para seus corruptos em 2022. Mas acredite, eles nunca mais voltarão! Seja feliz! Mas escreva bonito tá?",1,FALSE
Mirelly Rosa,Angela Bicalho,"sai daqui, Jesus da goiabeira.",0,FALSE
Mirelly Rosa,Angela Bicalho,com essa cara de maracujá podre de gaveta vc tá é assustando as pessoas. Doida varrida!,0,FALSE
Lica Alves,,"Só posso acreditar em uma coisa, depois do comentário dessa aí de cima: - pegou e vírus e afetou o cérebro de vez... só pode!!!!  🤦🏻‍♀️  🤦🏻‍♀️  🤦🏻‍♀️  🤦🏻‍♀️",3,FALSE
Angela Bicalho,Lica Alves,você não me conhece. Calma lá! Quem deve fazer uso de “ certas” coisas é você! Para ser tão desrespeitosa só sob efeito!...Põe Deus no coração em vez de “ outras coisas” o afetarem! Lhe desejo o bem! Se cuide!!!!,2,FALSE
Lica Alves,Angela Bicalho,", graças a deus q não te conheço! E faço uso sim, de certas coisas.... como cérebro, senso do certo e errado, discernimento... ridículo... entre outras. E por favor, não coloque o nome de Deus em vão. Depois q esse homem assumiu o poder, parece coisa... o Brasil foi afetado por tantas pragas.... meu Brasil sempre foi abençoado... e até furacão... não vejo a hr q esse extrume saia de lá. Será logo, eu creio!!!  🙏  🙏 ah.. nem precisa se dar ao trabalho de replicar, caso queira, não vou perder meu tempo respondendo.  😘",3,FALSE
Jose Airton Moura Neto,Lica Alves,"o brasileiro mereçe o PR que elegeu, o melhor a se fazer, é fugir dessa privada dos E.U.A.",1,FALSE
Ketelen Alves da Silva,,"Ele não recomenda, ele disse que usa quem quer. Engraçado que vcs vão na farmácia e compram remédios pra dor de cabeça, pílula do dia dia seguinte, vários outros remédios sem prescrição médica e agora ficam aí julgando o cara.",4,FALSE
Vera Lucia,Ketelen Alves da Silva,"o cara, ok",0,FALSE
Ketelen Alves da Silva,Vera Lucia,"o cara, o homem, o Presidente ué.!",0,FALSE
Vera Lucia,Ketelen Alves da Silva,tinha entendido,0,FALSE
Lili Magna,,Sem.postura politica sem poder.sem diplomacia,2,FALSE
Lica Alves,,"Ele não recomenda, assim como não sabia onde estava Queiroz, assim como não recebeu propina da Petrobrás, assim como não... é coveiro!! Ah, isso é verdade!!  🤬  🤬  🤬  🤬",2,FALSE
PS Madalena Maria,,Leiam seus preguiça,0,FALSE
Alessandra Rossetto,,Ele não disse assim. Eu tomo mas não estou recomendando p vc. Vai no seu médico mas eu tomo e acredito,1,FALSE
Daniel Libanori,,"Safado ,rei dos trouxas.",4,FALSE
Higor Gabriel,,"Kkkkkk Bolsonaro disse oque os médicos sensatos recomendam, ele disse que a cloroquina ajuda, mas disse pra procurar o médico para que o profissional faça o exame e receite o remédio ideal, cada caso é um caso, cada corpo tem o seu próprio sistema imunológico, #bolsonarotemrazao",6,FALSE
Rose Brayan Martins,,"Se ele tivesse dito que recomenda pq tomou e ficou bom e imprensa diria que está fazendo publicidade ao povo  😕 Ele já tá cansado de mimimi de mídia e gente do contra. Quem quer tomar, toma e quem não q não toma. Foda - se ! Muitos ainda vão pegar o Covid antes da vacina ser distribuida com segurança. Talvez alguns acham que chegar ruim ao hospital e serem entubados séria melhor p saúde e com mais chance de sobreviver... então, boa sorte e parem de encher o saco, porra. Isso cansa  😠",3,TRUE
Nana Smile,,"A maioria nem lê o que realmente diz a matéria, e da minoria que lê, poucos entendem  🙄 , que povinho mimizento  😒  😑  🤮",5,TRUE
Maria Ines Bataglion,Nana Smile,verdade. A maioria não sabe nem oque estao falando. Mas o coração tá cheio de ódio e precisam esvaziar.,1,FALSE
Nana Smile,Maria Ines Bataglion,"verdade, um ódio sem fundamentos... Vivem em busca do que reclamar, como se antes vivêssemos num país maravilha.",1,FALSE
Maria Ines Bataglion,Nana Smile,👏  👏  😘,0,FALSE
Nayara Cristina,Kerolen Angela,,0,FALSE
Michele Prando,,O homem retardado...,3,FALSE
Cristina Santos,Michele Prando,Deus te ajude ele e presidente vê vc o que é,1,FALSE
Marcelo Souto,Cristina Santos,"mas ele pode ser as duas coisas, presidente e retardado",3,FALSE
Cristina Santos,Marcelo Souto,como vcs são mal por isso que muitos estão assim retardados,0,FALSE
Michele Prando,Cristina Santos,"Deus me ajuda, mesmo graças á Deus, ele ser presidente não o faz melhor que ninguém, comedor de feijão igual nós, só acho ele Loko.. tenho o direito de achar o que eu quiser..",2,TRUE
Michele Prando,Marcelo Souto,exatamente  👏🏾  👏🏾  👏🏾  👏🏾  🤣  🤣  🤣  🤣,0,FALSE
Cristina Santos,Michele Prando,não tem o direito não de chamar ninguém de retardado não precisa de Deus de verdade,0,FALSE
Marcelo Souto,Cristina Santos,"má é você! E retardada tb, assim como ele. Para uma pessoa que só fala em Deus no perfil vc odeia bastante o seu próximo, hein?",2,FALSE
Marcelo Souto,Michele Prando,olha o perfil dessa endemoniada. Só fala em Deus. Religiosos de fachada são as piores pessoas,2,FALSE
Cristina Santos,Marcelo Souto,quem chamou de retardada não fui eu vai buscar Deus de verdade e da paz,1,FALSE
Michele Prando,Cristina Santos,todos precisam de Deus inclusive ele... Eu achar que ele nao bate bem da cabeça nao tem nada a ver com Deus,2,TRUE
Marcelo Souto,Cristina Santos,ela se referiu ao presidente do país DELA. Você nos ofendeu DIRETAMENTE. É tão burra e tão podre de alma que sequer reconhece. Vá se tratar.,2,FALSE
Cristina Santos,Marcelo Souto,vai cuidar da sua vida me deixa em paz nem me conhece,0,FALSE
Marcelo Souto,Cristina Santos,"um ser como vc, que inicia o dia xingando acha que pode falar em Deus e tem paz? Se inferno existe, vai direto pra lá",1,FALSE
Marcelo Souto,Cristina Santos,"e você conhece a quem xinga na internet? Fácil vc se enganar né? Mas vc so engana a si mesma, seu ser medonho",2,FALSE
Cristina Santos,Marcelo Souto,vc e bem burro me xinga e diz que sou eu não confiei ninguém RS palhaçada,0,FALSE
Marcelo Souto,Cristina Santos,"não sabe nem argumentar, endemoniada",1,FALSE
Marcelo Souto,Cristina Santos,"sou burro mesmo em perder tempo com um bicho do inferno como vc, que usa o nome de Deus em vão e defende esse presidente doente",0,FALSE
Michele Prando,Marcelo Souto,sei bem como é .. o fanatismo causa guerra..,1,FALSE
Marcelo Souto,Michele Prando,ela é tão burra que se acha certa e a consciência nem pesa. De gente podre e odiosa assim as igrejas estão cheias,2,FALSE
Michele Prando,Cristina Santos,vc tbm não conhece ninguém aqui pra dar seu julgamento..,0,FALSE
Marcelo Souto,Cristina Santos,"é tão doente que coloca no perfil que é uma ""pequena adoradora de Deus"", não tem vergonha não? Vc não tem medo de agir assim e Deus te lascar um raio na testa por usar o nome dele em vão?",1,FALSE
Michele Prando,Marcelo Souto,"verdade, essas pessoas vivem uma falsa vida de perfeição..",0,FALSE
Marcelo Souto,Michele Prando,"só na cabeça dela, porque pelo perfil essa é uma f...",0,FALSE
Michele Prando,Cristina Santos,"não compra a briga do Bolsonaro não fia, ele é rico nem sabe que vc existe...",1,FALSE
Michele Prando,Marcelo Souto,não pode nem dar atenção..kkk,0,FALSE
Marcelo Souto,Michele Prando,exatamente. Vai pro inferno por causa de um demente que não tá nem aí se ela explodir,1,FALSE
Cristina Santos,Marcelo Souto,vc que vai pro inferno julgando os outros,0,FALSE
Michele Prando,Cristina Santos,e vc? Vai pra onde? O que está fazendo não é julgamento?,1,FALSE
Marcelo Souto,Cristina Santos,"não sei para onde eu vou. Só sei que não será para o mesmo buraco que vc! Ao contrário de vc, eu não uso o nome de Deus em vão para justificar minha podridão. Você deve ser do tipo de evangélico que faz arminha com a mão na igreja.",0,FALSE
Cristina Santos,Marcelo Souto,vai cuidar da sua vida me deixa em paz,0,FALSE
Marcelo Souto,Cristina Santos,"arregou, né? Aberração ética",0,FALSE
Cristina Santos,Marcelo Souto,aberração e vc imundície maligno mal amado arruma o que fazer,0,FALSE
Marcelo Souto,Cristina Santos,ahhhhhhhh agora siiiim!!!! Mostrou a que deus adora de verdade né? Prefiro sinceridade do que religiosos de araque,1,FALSE
Marcelo Souto,Cristina Santos,", uma santa. E age como tal. Graças a Deus, né ermã. A imagem pode conter: texto",1,FALSE
Cristina Santos,Marcelo Souto,vai cuida. E da sua vida maligno que não tem o que fazer quem e vc lixo humano tá repreendido,0,FALSE
Cristina Santos,Marcelo Souto,gamou em rs vai ler a palavra e se libertar,0,FALSE
Marcelo Souto,Cristina Santos,"não vou ler não. Por vermos tantos crentes fdp como vc é que as igrejas estão em descrédito. Palavras de um amigo pastor que tenho. Gente como vc envergonha a igreja. E gamei si, com essa sua cara de cavalo e esses dentes de jacaroa, impossível não gamar",0,FALSE
Cristina Santos,Marcelo Souto,e triste vc se diz tão bom dizer isso maligno mesmo com certeza,0,FALSE
Marcelo Souto,,"Cristina Santos quem se diz boníssima é vc! Olha aqui. Eu não sou ninguém não, a anja do céu aqui é vc. A imagem pode conter: texto",0,FALSE
Marcelo Souto,,"Demônia você? Imagina. Você é a filhinha de Deus. A imagem pode conter: texto que diz ""Michele Prando ο homem retardado... Curtir Responder h Ocultar 39 respostas Cristina Santos Michele Prando Deus te ajude ele e presidente vê o que é Curtir Responder 4h Marcelo Souto Cristina Santos mas ele pode ser as duas coisas, presidente e retardado Curtir Responder 4h Cristina Santos Marcelo Souto como vcs são mal por isso que muitos estão assim retardados Curtir Responder 4h""",0,FALSE
Jose Airton Moura Neto,,"Esse palhaço não nasceu, foi cagado!",3,FALSE
Elisabete Martins,,Tá certo .mais dou petista,0,FALSE
Marcia Bento,,Nem ele é recomendado kkk,4,FALSE
Eliane Santos,Marcia Bento,E quem é recomendado pra você ? Os corruptos que assaltou os cofres públicos durante 16 anos ?,1,FALSE
Lica Alves,Eliane Santos,", desculpa perguntar, mas tá falando de quais corruptos? Do governo anterior ou do atual? P q tá difícil distinguir...  🤷🏻‍♀️",0,FALSE
Andre Marcon,,"A turma do mimimi é impressionante. Vcs são uma vergonha para o avanço do Brasil. País devastado por corrupção. Tem um cara que quer trabalhar honestamente, e vcs se pegam se ele usa ou não tal remédio? Pelo amor de Deus. Vamos trabalhar pessoal.",10,FALSE
Jose Rubens Ressler,Andre Marcon,"me diz o que ele fez de bom, a união europeia já cancelou todas as compras do Brasil, acabou com a saúde, educação, emprego, e vocês dizem que fez algo de bom, até os grandes empresários já estão chutando esse imbecil que dizem ser o presidente",3,FALSE
Amanda Silva,Jose Rubens Ressler,"essas pessoas não acompanham a política, só pode.",1,FALSE
Alex Kobi,Jose Rubens Ressler,o pior cego e aquele que não quer ver.,0,FALSE
Ana Paula Ferreira,Jose Rubens Ressler,“a união Europe cancelou TODAS as comprar do Brakkkkkkkkkkkk” vocês do contra tudo são muito engraçados  🤣  🤣  🤣,0,FALSE
Renato Marcon,,#Lulalivre,0,FALSE
Andre Marcon,Jose Rubens Ressler,mas rapaz. Desliga a globo. Como assim acabou com o tudo? Kkk,0,FALSE
Jose Rubens Ressler,Andre Marcon,"será que é só na globo onde mostram as falcatruas, ligações com milícias, rachadinha e tantas outras coisas obscuras, se ligam vocês enquanto é tempo.",1,FALSE
Sandrinha Laschet,"A imagem pode conter: 1 pessoa, em pé, atividades ao ar livre e natureza, texto que diz ""DEIXEM o MITO TRABALHAR""",,0,FALSE
Adriana Alba,Andre Marcon,"vc só pode estar brincando....!!! Vc deveria dizer isso ao seu presidente...me poupe, e se poupe de passar vergonha!!!",1,FALSE
Andre Marcon,Jose Rubens Ressler,fala uma só então. Envolvendo o presidente. Não o filho.,0,FALSE
Andre Marcon,Adriana Alba,eu né?,0,FALSE
Andre Marcon,Sandrinha Laschet,vc votou no Haddad?  🤣  🤣  🤣  🤣  🤣  🤣  🤣  🤣  🤣,0,FALSE
Sandrinha Laschet,,"Claro! Com muito orgulho! Sensato, inteligente e interessado em melhorar a vida das pessoas. Apesar de não ser da sua conta, tá respondido.",2,FALSE
Andre Marcon,Sandrinha Laschet,então não tem como argumentar. Nosso nível não é o mesmo. Não me incomode.,0,FALSE
Jose Rubens Ressler,Andre Marcon,"realmente o nível de um bolsoidita é menor que de um jumento, é perder tempo e lucidez discutir com gente de tamanha ignorância",0,FALSE
Andre Marcon,Jose Rubens Ressler,tá certo. Vota 13. E meu nível é de jumento? Parabéns.,0,FALSE
Jussara Pereira,,Mas ele ta certo.. quem recomenda é o Médico... Esse povo não sabe o que quer o melhor Presidente q o Brasil já teve... Eles estão com saudade do PT.. Parece q não pensam por si próprio...,7,FALSE
Jose Rubens Ressler,,,0,FALSE
Jussara Pereira,,,0,FALSE
"lamentável, para ver como vocês estão mal informado ou mal intencionados pois esse energúmeno foi as redes sociais com caixinhas de remédio dizendo que estava se tratando com a cloroquina e estava muito bem. Chega de hipocrisia e admitam que ele não tem condições de sequer ser síndico de prédio",3,,0,FALSE
Sandrinha Laschet,,"Com certeza eu tô morrendo de saudades do PT. Melhor fase que o país já teve. Ô minha fia, por onde c andou que não viu o tanto de vezes que esse filhodaputa mandou usar cloroquina?? Mandou ministro que não quis orientar uso de cloroquina, embora!! Queria mudar até a bula e colocar ""cloroquina"" nela. Pegou a Covid e fez a Live fazendo mais propaganda de cloroquina... Esse povo vive nas cavernas, só pode !  🙄",0,TRUE
