Usuário,Reply,Conteúdo,Reações,Editado
Elisabeth Spinelli de Oliveira,,Vamos fazer um hiphurra de felicidades para a doce Annie Ravasco! Viva a Annie!,1,FALSE
Elisabeth Spinelli de Oliveira,,Força Annie Ravasco!,1,FALSE
Elisabeth Spinelli de Oliveira,,Estamos juntas e juntos pela recuperação da Annie Ravasco!,1,FALSE
Claudia Farah,,Aqui nem precisa de receita...,0,FALSE
Janet Vensarini,,Essa notícia está atrasada,0,FALSE
Josias Gonçalves,,"Não quer abrir mão no tratamento , pois a glória não será dele, tem muitos profissionais na área que alegaram risco mínimo que seria quatorze por cento em relação dos casos que já morreram.",2,TRUE
Cláudia Mentzingen,,"Proibiram de todas as formas o uso da Cloroquina no tratamento da população infectada pelo Coronavirus, mas todos os figurões da política infectados foram os primeiros a serem tratados com o medicamento.",13,FALSE
Mônica Pereira,Cláudia Mentzingen,"Mandetta e os governadores querem números de mortos, mas não vai rolar o vírus é mutante e no Brasil o vírus esta fraco.",1,FALSE
Paula Casellato Pek,,O Doria precisa encher a tenda dele,2,FALSE
Regina Pierre,,Proibiram para o povo para eles usarem em seus famliares e amigos,0,FALSE
Fabio Fontinneli,Cláudia Mentzingen,"amada ? Esse remédio é extremamente forte e ele só funciona no início do corona depois de 5 dias ele já não serve mais, e sem falar também que ele precisa ser pesquisado e testado",0,FALSE
Jacqueline Da Silva Tigre Costa,,"A moça de Recife, pode ter falecido devido uso da medicação.",0,FALSE
Patrícia Théo,Jacqueline Da Silva Tigre Costa,"Toda medicação tem riscos. Por isso não se deve tomá-los sem prescrição e acompanhamento médico. Todos os anos 2,2 milhões de pessoas tomam cloroquina pelo mundo por conta da malária.",0,FALSE
Cláudia Mentzingen,Fabio Fontinneli,", obrigada pela explicação, e muito gostei do amada. Como é bom interagir com gente sábia, e que saiba respeitar o próximo. Muito obrigado! Que Deus te abençoe e te proteja!  🙌🏻",0,TRUE
Fabio Fontinneli,Cláudia Mentzingen,nada que isso  ♥️,0,FALSE
Cláudia Mentzingen,Fabio Fontinneli,", anda muito chato quando postamos algo ou comentamos, tem muita gente que responde as suas postagens com ríspides. Acho que o CORONÁVIRUS, anda atacando o CÉREBRO de muitos. Deua os abençoe!  🙌🏻",0,FALSE
Fabio Fontinneli,Cláudia Mentzingen,,0,FALSE
"eu fiz capacitação,estou cuidando de pessoas com corona o melhor tratamento ultimamente é o plasma de pessoas curadas do corona mas ainda está na pesquisa",,,0,FALSE
Kethleen Castilho,,"Depois assistam a coletiva de ontem do ministério da saúde 07/04. Nunca foi proibido o uso, e os médicos tem acesso e receita para prescrever a hora que quiser, seja no início, seja no hospital. Esse discurso de proibição é para gerar polêmica. Ele só explicou que nem os países que tiveram a epidemia antes de nós, publicou artigos oficiais sobre o uso, então o ministério da saúde não pode se antecipar, mas tem muita gente pesquisando esse e outros tratamentos inclusive. Todo médico pode prescrever hidroxicloroquina se achar que o paciente tem indicação. Nunca foi proibido aos médicos isso. Mas como é um antiviral tem seus riscos, mais doque pra nossa saúde até, é um remédio deixar o vírus resistente e ainda mais forte futuramente. Por isso a cautela.",0,FALSE
Vinícius Vieira,,"Meu Deus, quanta gente desinformada! Tenho uma amiga portadora de Lúpus, que já faz o uso de Cloroquina por mais de 5 anos. O medicamento tem colaterais? Sim, tem. Mas somente se usado por LONGOS PERÍODOS. O tratamento utilizado por Covid-19, é de 3 a 6 dias. Ninguém vai ficar cego, surdo ou infartar por causa de 3 ou 6 dias de medicação. Vamos se informar pessoal. TODO e qualquer remédio possuí riscos e chances de colaterais. Se o medo for colaterais, leia a bula da Aspirina e da Dipirona, por exemplo, e nunca mais use nenhum dos dois então. Pois Aspirina e a Dipirona, também podem causar cegueira, problemas hepáticos e renais etc...",18,FALSE
Denise Alexandre,Vinícius Vieira,"tão sem contra indicação q é preciso acompanhamento através de eletrocardiograma. Quando "" receitar"" algum remédio traga fontes seguras, nunca experiência pessoal ou de amigos. Q irresponsável!",1,TRUE
Andréia Eloá De Araujo,Vinícius Vieira,voce está certo. Eu passei com o reumatologista e ele disse o mesmo para mim.,4,
Vinícius Vieira,Denise Alexandre,"E em qual momento eu recomendei o uso sem prescrição médica? Aliás, esse medicamento você não consegue utilizar sem prescrição médica, pois nem em farmácia você os encontra. E só para te informar, antes de toda e qualquer prescrição de medicamento da família dos imunossupressores, é aconselhável eletrocardiograma. Não é exclusividade da Hidroxicloroquina.",4,TRUE
Denise Alexandre,Vinícius Vieira,"não é um simples eletrocardiograma o medicamento é dosado pelo médico e acompanhado o paciente dentro do hospital. O paciente fica sendo vigiado o tempo inteiro, pq essa porra pode lhe matar por arritmia.",1,TRUE
Denise Alexandre,Vinícius Vieira,vc sugere no seu comentário q é um simples remédio com efeitos colaterais de um analgésico.,0,FALSE
Vinícius Vieira,Denise Alexandre,"O Berotec utilizado em inalações (inclusive para crianças), também pode te matar de arritmias. Todo e qualquer medicamento tem seus ""prós e contras"". Reforço que não sou a favor do uso indiscriminado nem da Cloroquina e nem de medicamento nenhum. Mas se administrado por um profissional da saúde, não vejo o porquê dessa resistência. Se existe relatos comprobatórios em que o remédio foi eficaz, por que não usá-lo? Se você ou algum familiar porventura tivesse com Covid-19, vírus que não possuí cura, e infelizmente tivesse um agravamento da situação, não iria autorizar o uso?",4,FALSE
Lai Fran,Vinícius Vieira,tem um Monte de mulher criticando mas ja tomaram o pior de todos os remédios: anticoncepcional Só olhar a bula do remédio,6,TRUE
Vinícius Vieira,Lai Fran,"Exatamente, comentário perfeito! Anticoncepcional pode causar tromboses, aneurisma cerebral, miomas, câncer no ovário, útero e etc... E não é só mulher não, um monte de homem que usa Viagra igual bala com medo dos colaterais da Cloroquina. Kkkkkkkkkk",4,FALSE
Mônica Pereira,Denise Alexandre,"então se você ser contaminada pelo vírus não tome o remédio, morra se não serve para você. Porque até para o secretário do Doria resolveu",3,FALSE
Mônica Pereira,Denise Alexandre,"só fala merda se não entende não comenta, mas é difícil um esquerdista entender alguma coisa.",2,FALSE
Cynthia Nascimento,Vinícius Vieira,vdd....,1,FALSE
Denise Alexandre,Mônica Pereira,"não me interessa o q o médico do Doria tomou, aliás ele tem o direito de não divulgar. Pq tem uns retardados aqui q com o primeiro sintoma do Covid vai tomar cloroquina igual AS .",0,FALSE
Denise Alexandre,Mônica Pereira,"vai pastar tia, vai lamber corrimão p criar imunidade",0,FALSE
Paula Casellato Pek,Denise Alexandre,"nossa moça que teimosia, onde você não entendeu que o remédio foi retirado da farmácia e só pode ser tomado com receita médica?",1,FALSE
Paula Casellato Pek,,"Esse medicamento tem mais de 60 anos, é utilizado por pessoas que vão pra África ou aqui pra região amazônica durante meses, por homens, mulheres de todas as idades inclusive crianças. Era vendido até outro dia sem receita médica em qualquer lugar. Vai perguntar pro João lá do meio da floresta que toma o remédio por meses se ele faz acompanhamento com cardiologista. Povo doente, cheio de resultados positivos mas continuam procurando problemas.",1,FALSE
Denise Alexandre,Paula Casellato Pek,"o medicamento é um sucesso na França, 700 mortes diárias, um sucesso nos EUA 2000 mil mortes.",0,FALSE
Denise Alexandre,,O Boris Johnson na UTI certamente faz uso.,0,FALSE
Paula Casellato Pek,Denise Alexandre,,0,FALSE
,claro só em Marselha tá sendo usado no início dos sintomas. Quando já está em fase crítica não resolve.,,0,FALSE
Paula Casellato Pek,Denise Alexandre,"se precisar não use, ninguém vai te obrigadar",0,FALSE
Denise Alexandre,Paula Casellato Pek,"o ministério da saúde já autorizou os médicos utilizarem, só q se der merda serão responsabilizados. É só um remedinho",0,FALSE
Paula Casellato Pek,Denise Alexandre,"não flor, o paciente vai ter que assinar um termo de responsabilidade, ninguém vai processar médico",3,FALSE
Denise Alexandre,Paula Casellato Pek,"🙌 se o medicamento é inofensivo pq vc acha que existe esse termo? Conseguiu pensar, tirou 10.",0,FALSE
Paula Casellato Pek,Denise Alexandre,"por pessoas ""ignorantes"" como você, que não querem aceitar que o único protocolo que está dando mais resultado é esse.",4,FALSE
Mônica Pereira,,"Da tão certo que David Uip foi curado. Mas a cabeça da esquerda não entra nada, é muita ignorância. A imagem pode conter: texto que diz ""1 David E. Uip CRM25876 2/2 Prot Midica.da RECEITA DE CONTROLE ESPECIAL deMedioinaA Prof. Dr. David Everson Ulp Gabriel Menteiro Silva, América aulo CEP: 01441- -CRM 25876 Paciente: Dr. David Uip Endereço: Avenida Barão de Monte Mor, Liso inteme Difosfato cloroquina mg Tomar capsula pela manha, durante 30 dias. 30 capsulas. São Paulo, 13/03/2020 Prot David EversonL Uip""",4,FALSE
Pamela Evelin,,"Exatamente. Eles não querem que aceitem o remédio pq oq eles querem é que morram mais gente, Povo idiota.",6,FALSE
Nanda Nanda,,"Olha, pode haver lobby do laboratório e de acionistas da cloriquina...só o tempo dirá qual o melhor tratamento. A Fiocruz está testando medicação anti-hiv e com sucesso aparentemente.",0,TRUE
Paula Casellato Pek,Nanda Nanda,", mais fácil ter lobby de outros medicamentos, que estão pesquisando ou desenvolvendo, já que a hidrocloraquina NÃO tem patente, pode ser produzida em qualquer laboratório em qualquer país do mundo",1,FALSE
Nanda Nanda,Paula Casellato Pek,"são as duas faces da moeda, mas isso não impede de um laboratório tenha interesse em fabricar um medicamento sem patente e que pertença a algum amigo do rei.....a eficiência dessa medicação ainda tem que ser comprovada. Como estamos em meio a uma pandemia, vale à pena tentar medicações, uma tentativa de reduzir a letalidade, mas sem a certeza de que irá funcionar. Torço para que dê certo.",1,FALSE
Vinícius Vieira,,"A imagem pode conter: 1 pessoa, texto que diz """"HIDROXOCLOROQUINA OROQUINA TEM COLATERAIS""""",1,FALSE
Paula Casellato Pek,Nanda Nanda,"medicamento sem patente significava que qualquer laboratório no mundo pode fabricar, aqui no Brasil vai ser fabricado também pelas forças armadas, se o amigo do rei da Espanha quiser fabricar também pode, se o amigo do ditador da Venezuela quiser fabricar também pode , se o amigo do presidente do Canadá quiser fabricar também pode.... Por que só o ""amigo"" ou sócio do Trump não pode???",1,FALSE
Sueli Torretti,Vinícius Vieira,"isso todo mundo sabe,quem é portador de lupos,faz uso do medicamento,mas pq continuaram morrendo nós Estados Unidos? Já que faziam o uso do mesmo? Tem alguma coisa errada,e pra acabar o assunto o presidente suspendeu o uso do mesmo?",0,FALSE
Leonardo Almeida,,Se compreender inglês só ver esse vídeo que esse médico fala muito bem sobre casos com cura total de todos os pacientes https://youtu.be/zer6omW0vnU Só não usam cloroquina pq é uma medição barata e querem criar vacinas e um remédio caro para ganhar dinheiro em cima dos otário medrosos COVID-19: More Great News YOUTUBE.COM COVID-19: More Great News COVID-19: More Great News,1,TRUE
Elisabeth Spinelli de Oliveira,,Pilantra. Os efeitos colaterais são cegueira e cardiopatias.,4,FALSE
Mônica Pereira,Elisabeth Spinelli de Oliveira,pilantra é você que está trabalhando contra a cura.,7,FALSE
Elisabeth Spinelli de Oliveira,Mônica Pereira,"meus títulos dizem o contrário, mas você é quem sabe. Tem toda a razão. Diplomada em que universidade para eu saber e ter cuidado.",1,FALSE
Sabrina Santos,,PHD em farmacológica,0,FALSE
Elisabeth Spinelli de Oliveira,Sabrina Santos,", não entendi, você tem PhD em Farmacologia? Eu também. É um dos meus títulos. Trabalhei o NIH, Bethesda, no MRC em Cambridge e no Verhaltenbiologie, Münster. Sou docente da USP.",5,FALSE
Sabrina Santos,Elisabeth Spinelli de Oliveira,nao Ela ... ela tem PHD em farmacologia pra saber tanto assim Sou da saude tb ... sou farmacêutica,1,TRUE
Elisabeth Spinelli de Oliveira,Sabrina Santos,"ah, deve ser. Incrível, vai matar muita gente.",2,FALSE
Josy Carvalho,,Uai. Minha tia usa e não tá nem cega e nem cardiopata. Cada um tem seus efeitos gente. Salvará muito mais que prejudicara,3,FALSE
Elisabeth Spinelli de Oliveira,Josy Carvalho,"você é epidemiologista, não é? Lógico que não mata todo mundo porque se matasse seria veneno e não remédio, mas não está escrito na testa por isso não pode ser como automedicações ou sem supervisão médica cuidadosa, Deu para entender??",2,FALSE
Josy Carvalho,Elisabeth Spinelli de Oliveira,sou da Enfermagem amiga. quero vidas salvas,2,FALSE
Elisabeth Spinelli de Oliveira,Josy Carvalho,"que bom, então entendeu o que eu falei, né? Sou docente da USP e tenho doutorado em farmacologia, mestrado em fisiologia e especialização em imunologia. Sejamos responsáveis.",1,FALSE
Isabela Galvão,Mônica Pereira,que louca você!,1,FALSE
Elisabeth Spinelli de Oliveira,Isabela Galvão,louca e irresponsável.,2,FALSE
Paula Casellato Pek,,Minha prima usa a 12 anos pra lúpus e não teve nada,0,FALSE
Elisabeth Spinelli de Oliveira,Paula Casellato Pek,", sim, por isso é remédio, mas quando usado de maneira indiscriminada vai atingir e lesar pessoas saudáveis. Você não deve saber, mas a sua prima é examinada com cuidado. E leia as outras nsg, não é difícil entender.",0,TRUE
Denise Alexandre,Elisabeth Spinelli de Oliveira,é perda de tempo discutir c ignorantes. A lavagem cerebral foi feita c sucesso. Ninguém se pergunta qual seria o interesse do ministério da saúde em esconder a suposta cura de um medicamento? O fanatismo não deixa.,2,FALSE
Paula Casellato Pek,Elisabeth Spinelli de Oliveira,"mas o remédio só pode ser vendido com receita médica, tanto que nem nas farmácias tem mais, o governo retirou.",1,FALSE
Mônica Pereira,Elisabeth Spinelli de Oliveira,"Prova da receita que o CANALHA criminoso tomou o remédio e negou Vamos exigir a cassação junto ao CRME foi ele mesmo que assinou a receita também. Sou enfermeira e o tratamento esta dando certo sim. A imagem pode conter: texto que diz ""1 David E. Uip CRM25876 2/2 Prot Midica.da RECEITA DE CONTROLE ESPECIAL deMedioinaA Prof. Dr. David Everson Ulp Gabriel Menteiro Silva, América aulo CEP: 01441- -CRM 25876 Paciente: Dr. David Uip Endereço: Avenida Barão de Monte Mor, Liso inteme Difosfato cloroquina mg Tomar capsula pela manha, durante 30 dias. 30 capsulas. São Paulo, 13/03/2020 Prot David EversonL Uip""",3,FALSE
Mônica Pereira,Denise Alexandre,"verdade, eu não perderei mais meu tempo precioso com a turminha da esquerda.",1,FALSE
Mônica Pereira,Elisabeth Spinelli de Oliveira,"do feito que você fala você não entende de nada, deu pra sacar",0,FALSE
Denise Alexandre,Mônica Pereira,fake igual a certidão de óbito do primo do mecânico q teve um pneu estourado na cara . Kkkkk,4,FALSE
Elisabeth Spinelli de Oliveira,Mônica Pereira,"verdade. Você é que é muito culta. Siga em frente, irá longe, fofa.",0,FALSE
Elisabeth Spinelli de Oliveira,Mônica Pereira,", você não lê a literatura científica internacional, não é?  😷 Converso com você somente pelos outros, que fiquem atentos, você sabe tudo, não precisa mesmo do que tenho a ensinar.",0,TRUE
Elisabeth Spinelli de Oliveira,Denise Alexandre,", triste, não é?",1,FALSE
Elisabeth Spinelli de Oliveira,Paula Casellato Pek,", pois é, uma medida muito importante.",0,FALSE
Elisabeth Spinelli de Oliveira,Denise Alexandre,"difícil, viu. Vamos em frente, com calma, carinho e união a favor do conhecimento.  🌷",1,FALSE
Jessy Piercer,,Mas em dose altas não? Tomo a tempos e não tive nada,1,FALSE
Andréia Gallas Kirch,Mônica Pereira,cadê a fonte mostrando ele confirmando as informações?,0,FALSE
Elisabeth Spinelli de Oliveira,Jessy Piercer,", que ótimo Jessy. Todo medicamento tem efeitos colaterais. É por isso que a presença do médico é importante, Ele tem conhecimentos para dizer sobre as condições de saúde gerais quando o medicamento é usado.O que não pode é a automedicação. Com relação ao convid-16 ainda não há sustentação para o uso por isso considero que a segurança do uso deve ser considerada e o uso deve ser somente em situação de muita gravidade.",0,FALSE
Jessy Piercer,Elisabeth Spinelli de Oliveira,isso que é Ruim. Pois nas farmácias aqui perto não encontro mais esse medicamento . Tá foda . Povo comprando e pode usar de forma incorreta e até ter coisas piores .,1,FALSE
Elisabeth Spinelli de Oliveira,Jessy Piercer,"sim, por isso me meto nas conversas. Temos que aprender a respeitar as recomendações. Aproveito e mando um voto de saúde para você também. Força e tocar para a frente.  🤗",0,FALSE
Jessy Piercer,Elisabeth Spinelli de Oliveira,obrigada. Graças a deus faço o uso do cannabidiol e tem sido melhor que o quina no tratamento da lúpus e sem efeitos colaterais. Mas como não posso deixar o remédio de uma vez só. Eu estava fazendo o desmame . Mas por falta nas farmácias vou ter que parar de uma vez por todas  😑,1,FALSE
Elisabeth Spinelli de Oliveira,,"Sim, sempre escutando o seu médico. Abraços.",0,FALSE
Leonardo Almeida,Elisabeth Spinelli de Oliveira,Esse médico acaba com seus argumentos https://youtu.be/zer6omW0vnU COVID-19: More Great News YOUTUBE.COM COVID-19: More Great News COVID-19: More Great News,0,FALSE
Elisabeth Spinelli de Oliveira,Leonardo Almeida,"ah, é um Premio Nobel, né? Dr por dr está falando com uma que é bem informada. Aff.",1,TRUE
Elisabeth Spinelli de Oliveira,Leonardo Almeida,"dureza não saber diferenciar dado confiável do não confiável, hein ...  😳",0,FALSE
Leonardo Almeida,Elisabeth Spinelli de Oliveira,"eu confio nesse médico mais que qualquer outro cientista, vc nem tem noção da importância dele",1,FALSE
Elisabeth Spinelli de Oliveira,,"Para mim chega. Toma, querido. Um país sem beira nem eira, toma, querido.",0,FALSE
Elisabeth Spinelli de Oliveira,Leonardo Almeida,"ah, tenho, sim. Você é tonto, querido. Nem faz ideia do que seja ciência. Tem diploma de que?",0,TRUE
Leonardo Almeida,Elisabeth Spinelli de Oliveira,"tonto? Kkkkkk sou formado em Direito e passei numa prova aplicada pela marinha, dou assistência a navios, vc nem tem noção do que significa isso. Além de ser mal caráter, por ficar ofendendo quem nem conhece.",0,FALSE
Leonardo Almeida,,"Aposto que não compreende nenhuma palavra de inglês, por isso não entende o vídeo",0,TRUE
Elisabeth Spinelli de Oliveira,Leonardo Almeida,"quem não tem noção é você. Sabe onde estudei? Os diplomaS que tenho? Mestrado? Doutorado? Guest worker at NIH? Visiting scientist at the Medical Research Centre in Cambridge? Universität Münster? E perdendo meu tempo aqui com um bacharel e milico. Faço por pena, mas nem isso você vale.",0,TRUE
Leonardo Almeida,Elisabeth Spinelli de Oliveira,"kkkk, se for para comparar níveis escolares, vamos comparar emprego tb, ganho mais que qualquer um da área de saúde ou que ministros do STF, detalhe ainda sou jovem, se quiser faço o kct a quatro de universidades etc, tempo e um bom dinheiro é o que minha profissão mais proporciona.",0,FALSE
Elisabeth Spinelli de Oliveira,Leonardo Almeida,"well, well darling ... I are a complete fool, I lived in USA, Washingto adC for five years and later on in Cambrigde, UK, but I also speak French and German, besides Italian and Spanish. Ferme ta bouche und bleibst zu Hause.",0,FALSE
Elisabeth Spinelli de Oliveira,Leonardo Almeida,"as I said before you are a complete fool, poor thing.",0,FALSE
Leonardo Almeida,Elisabeth Spinelli de Oliveira,"a única tola aqui é vc, além de rude",0,FALSE
Caroline Pinelli,,Sensato!,1,FALSE
Maria Mazarello,,Pessoas alérgicas a quina não podem tomar.,4,FALSE
Elisabeth Spinelli de Oliveira,Maria Mazarello,", sim . Tem que se observar o custo - benefício. Pessoas saudáveis NÃO devem tomar, e os doentes somente com prescrição e cuidados médicos.",3,FALSE
Maria Mazarello,Elisabeth Spinelli de Oliveira,algumas pessoas já devem ter morrido com os efeitos colaterais.provalvelmente não estão fazendo teste alergologicos,1,FALSE
Elisabeth Spinelli de Oliveira,Maria Mazarello,", sim, é um horror. E quando a gente quer ajudar é ofendida, mas continuamos. Uma medicação que oode matar tem que ser administrada com cuidados extremos. Tanto o Trump como o Bolsonaro têm interesse particulares na venda desses medicamentos. A grana fala mais alto e explora o medo das pessoas.",5,FALSE
Verinalda Araujo,Elisabeth Spinelli de Oliveira,se presisar não tome,2,FALSE
Elisabeth Spinelli de Oliveira,Verinalda Araujo,", não é eu ou você. Já dei ordens que não quero tomar, mas a questão não é essa, parte dos brasileiros é muito ignorante e irá aprender da maneira mais difícil possível. Sou docente, estudei muito, morei nos EUA, Inglaterra e Alemanha e acredito na ciência e nos conhecimentos. Se você fica incomodada tome um chazinho de maracujá, a sua opinião não me onteressa.",2,FALSE
Elisabeth Spinelli de Oliveira,Verinalda Araujo,precisar se escreve com “c”.,0,TRUE
Regina Pierre,Elisabeth Spinelli de Oliveira,"tem que atacar os Presidentes, PQP",0,FALSE
Leonardo Almeida,Maria Mazarello,"então usem o plasma de outro que se curou, muito simples  👍",0,FALSE
Angela Angela,Elisabeth Spinelli de Oliveira,"entendo você. Os hospitais devem aplicar o TCLE Termo de Consentimento Livre e Esclarecido, formalizando a Indicação e explicação médica com consentimento do paciente/responsável. Quanto ao Mandetta me parece sensato, tem trabalho com foco na saúde e humanização. Ao meu ver, apesar de não recomendar remédio, quarentena vertical, entre outros entendimentos sobre a essencialidade dos serviços, o último discurso tem mais resiliência na questão econômica, por livre e espontânea pressão do governo, é claro.",1,TRUE
Claudia Kinho,,Por conta e risco entre paciente que pede para sobreviver a qualquer custo e Medico que nao quer perder nenhuma vida.,0,FALSE
Erna Becker,,250 mg 1 comprimido por dia por 30 dias,2,FALSE
Jessy Piercer,,Eu uso esse remédio . Tem efeitos colaterais,1,FALSE
Cris Kelly Messias,,Casa dele tá caindo ...,0,FALSE
Elizabet S. Moreira,,"Pensem!!! Mais de 12 mil mortos nos USA, 2000 nas últimas 24h. A cloroquina lá não funciona?  🤔  🤔  🤔 *",0,FALSE
Maria da Graça,Elizabet S. Moreira,tanto funciona q Trump já encomendou mais. Só q lá como cá e principalmente em NY os políticos de esquerda não deixam e médicos q os acompanham tb.,1,FALSE
Micka Valga,Maria da Graça,"políticos de esquerda o caralho né moça, a cloroquina causa vários efeitos colaterais podendo levar até a cegueira, por isso que não estão usando, além de não existirem pesquisas concretas sobre a eficácia contra o coronavirus",1,FALSE
Elizabet S. Moreira,Maria da Graça,"A imagem pode conter: 1 pessoa, texto que diz ""Meire Cavalcante Ontem às 23:11 Seguir Meu pai tomou cloroquina e azitrominicina e morreu do Covid-19 seus imbecis. o remédio não tem ainda comprovação científica. Sabemos NADA sobre o vírus e tudo é especulação, por enquanto. Não há cura. Não há vacina. Não gripezinha. Então, se você não tá com a fuça ENFIADA num laboratório por ser um pesquisador, faça um favor: CALE A SUA BOCA IMUNDA e deixe de ser papagaio de psicopatas.""",0,FALSE
Leonardo Almeida,Elizabet S. Moreira,"não é usada por quase nenhum médico! Acorda, apenas esses usam https://youtu.be/zer6omW0vnU COVID-19: More Great News YOUTUBE.COM COVID-19: More Great News COVID-19: More Great News",0,TRUE
Leonardo Almeida,Maria da Graça,"verdade, é isso que aconteceu",0,FALSE
Elizabet S. Moreira,Leonardo Almeida,pq acordar? Eu disse que c concordo?,0,FALSE
Maria da Graça,Micka Valga,"vc não é obrigada a tomar. Espero q vc não pegue a covid19 mas se pegar não autorize essa medicação. Eu tomei por 12 anos essa medicação, tenho artrite, doença auto imune e comprava sem receita. Todo remédio tem contra indicação e efeitos colaterais.Vai tomar só quem autorizar.",1,TRUE
Maria da Graça,Elizabet S. Moreira,só cura se tomado nos 10 primeiros dias (o quanto antes)e não quando já está tiver morrendo. Nenhum remédio faz milagre.,0,FALSE
Maria da Graça,,Não tem como ter pesquisas científicas que demoram anos p se aprovadas. Mas no dia a dia se mostrou eficiente. Querida vc não é obrigada a tomar.,0,FALSE
Maria da Graça,,Quanta gente falando sem saber nada. Meu Deus. Se pegarem o COVID19 euzinha duvido q vocês não vão tomar.,0,FALSE
Elizabet S. Moreira,Maria da Graça,PQP. Tudo diz o contrário do que vc escreveu. Me passa os links que corrobora o que vc diz.,0,TRUE
Elizabet S. Moreira,Maria da Graça,claro que não sou obrigada QUERIDA. Não sou louca e muito menos IMBECIL.,0,FALSE
Elizabet S. Moreira,Maria da Graça,a unica que sabe ler que esta falando é vc  😁,0,TRUE
Liane Picoli,,Traidor,0,FALSE
Rosaura Fabiano,,Também o médico decide se deixa morrer sem tratamento !,1,FALSE
Rosaura Fabiano,,https://www.opovo.com.br/coronavirus/2020/04/07/brasil-teve-mais-altas-hospitalares-que-mortes-por-coronavirus-nas-ultimas-24-horas.html Brasil teve mais altas hospitalares que mortes por coronavírus nas últimas 24 horas OPOVO.COM.BR Brasil teve mais altas hospitalares que mortes por coronavírus nas últimas 24 horas Brasil teve mais altas hospitalares que mortes por coronavírus nas últimas 24 horas,1,FALSE
Maria da Graça,,"Tomo esse remédio há mais de 10 anos pois tenho artrite reumatoide, uma doença auto imune. Nem precisava levar receita p compra-lo. Como leio asneiras de pessoas que mal fizeram um primário descente!É o q parece. Na segunda grande guerra água de coco foi injetada p recuperar soldados. Muitas vidas foram salvas e não havia protocolo.",3,TRUE
Maria da Graça,Julio Cesar Voltolini,"qual o remédio q não apresenta toxicidade? Por favor não leia a bula da dipirona então! Eu sou uma pessoa q não posso tomar vários antibióticos mas na hora de escolher efeitos colaterais ou a morte eu fico com a primeira alternativa. Esse remédio ê usado há 60 anos, né poupe. Ficar em cada do retarda mas não extingue vírus nenhum. Agora ficar em casa sem trabalhar mata mais pessoas e muito mais rapidamente.",0,FALSE
Maria da Graça,,Esperar a vacina pode demorar até 2 anos! Se quarentena fosse boa não precisaríamos tomar vacinas. Era só ficar em casa. É fácil falar quando vai se está a beira da morte.,0,FALSE
Deise Borges Fernandes,,Mas o Cardiologista Dr. Calil recomenda,0,FALSE
Sueli Torretti,Deise Borges Fernandes,"falou sob pressão,isso ficou bem claro",1,FALSE
Kun Young Yu,Sueli Torretti,"Bem, ele responde criminalmente pelo que fala como médico, logo com pressão ou não ele deve ter pensado muito bem antes de falar. Se ele mentiu por causa de ""pressão"" vai ser preso e isso acho que também causa pressão não?",0,FALSE
Angela Angela,,"Os hospitais devem aplicar o TCLE Termo de Consentimento Livre e Esclarecido, formalizando a Indicação e explicação médica com consentimento do paciente/responsável. Quanto ao Dr. Calil tb acho que tenha dito sob pressão, igual ao Mandetta me parece bastante sensato, tem trabalho com foco na saúde e humanização. Ao meu ver, apesar de não recomendar remédio, quarentena vertical, entre outros entendimentos sobre a essencialidade dos serviços, o último discurso tem mais resiliência na questão econômica, por livre e espontânea pressão do governo, é claro.",0,FALSE
Danrlei Duarte,,Problema cloroquina tem efeito colaterais grave ao usar ela,0,FALSE
Dyane Deline Amaral,,Até Dipirona tem riscos leiam a bula.....O importante é salvar vidas,2,FALSE
Elisabeth Spinelli de Oliveira,,"Até água mat, querida. O sistema nervoso limita o quanto conseguimos beber por dia caso contrário o excesso provocaria hipervolemia e colapso cardíaco. No caso a droga não foi comprovada para a covid e pode provocar graves efeitos colaterais, mas os brasileiros sem diploma, ou com diplomas sem mérito sabem mais que todos os sistemas de saúde do mundo, né? É muita arrogância aliada à pura burrice. Pena.",0,FALSE
Carlla Slongo,,As doses pra covid é 600 mg nada haver com o que é usado pra malária,0,FALSE
Ana Jessica Pandini,,Gente gravei um video sobre um remedio natural que pode salvar a gentr do coronavirus. E é baratinho! Tem em qualquer farmácia e não tem efeitos colaterais por ser natural. https://youtu.be/t-BFqVxs-K8 REMÉDIO NATURAL QUE PODE TE SALVAR DO CORONAVÍRUS YOUTUBE.COM REMÉDIO NATURAL QUE PODE TE SALVAR DO CORONAVÍRUS REMÉDIO NATURAL QUE PODE TE SALVAR DO CORONAVÍRUS,0,FALSE
Alexandre Mendes da Silva,,"Qual e a base , fatos e dados que comprovem o teu argumento relativo ao uso do prpolis para salvar do coronavirus? O aumento da imunidade não e garantia de se salvar do coronavirus. Qualquer pessoa bem alimentada vai estar com a imunidade alta. qualquer pessoa que pegue sol adequadamente vais estar bem e mesmo assim poderá morrer por conta do coronavirus. Não existe nenhuma prova cientifica com relação a qualquer tabua de salvação em relação ao coronavirus. O que se sabe e relativo as comorbidades que podem aumentar sim as consequencias relativos a infecção pelo coronavirus. O texto deveria ser REMEDIO NATURAL QUE AUXILIA A TUA IMUNIDADE.",0,FALSE
