content,stance
"A palavra correta é caos, tá ok",Neutro
"como assim ? Hj eu não vi, tiraram do ar?",Positivo
tiraram a tv do ar apagou tudo.,Positivo
Estranhamente,Positivo
"Eke explicou detalhadamente tudo. Até as dosagens. Quando de uma vez retiraram do ar. Bem estranho. Mas para um bom entendedor meia palavra basta. A cloroquina mata o vírus quando infectado , fazendo tratamento simples no hospital. Só não pode se autom… Ver mais",Positivo
mats o vírus em um tratamento simples de 6 dias. Com baixas dosagens da cloroquina. Rápida e prática,Positivo
"Talvez tiraram pq ele tava dando dosagem, do jeito q o povo é vai se matar tomando isso, até acredito que funcione mas não tomando de qualquer jeito, e deve envolver peso também pra ver dosagem.",Neutro
eu tava assistindo!!!!! E alguém tava infernizando ele nas mensagens enquanto ele lia a entrevista. Quando caiu o sinal eu até pensei q fosse minha antena que tá ruim kkkkk,Positivo
isso mesmo. Ele saiu do ar quando ameaçou falar o nome da pessoa,Positivo
para ter efeitos colaterais tem que tomar por anos. O tratamento do corona vírus é rápido e simples. Entenda. Derruba muitas patentes trilhonarias. Altos volumes de dinheiro mundial.,Positivo
Poxa não contaram pra Espanha nem pra Itália não é mesmo?,Neutro
"ja estão fabricando em massa, todos os países. Mas não peça fontes ou links. Procure se informar. Estou cansado de tentar alertar os inocente e emocionados....paz",Positivo
ÓTIMAS NOTÍCIAS !!!!! ENTREVISTA COMPLETA SOBRE A CLOROQUINA QUE SUBITAMENTE SAIU DO AR NO DATENA COM DR DIDIER RAOULT TRADUZIDA PARS PORTUGUÊS. … Ver mais,Positivo
"disse tdo, a cura para esse vírus custa muito para alguns grandões.",Positivo
Esse médico foi o que publicou o artigo publicando vários erros metodológicos,Negativo
"Ele não provou em nada que cloroquina funciona, o artigo dele não tem qualquer eficácia científica. Não confiem em falsa esperança, isso pode ser ruim pra vocês, espere o resultados dos estudos clínicos",Negativo
apresente uma idéia melhor e pare de criticar. Quem não soma não conta e quem não conta não faz falta. Inocente..... A indústria mundial de medicamentos e vavinas vsi oerder TRILHÕES DE EUROS se a cloroquina funcionar. Vc acredita … Ver mais,Positivo
"Mario, a ""cura"" eficaz é uma vacina, e a melhor ideia atualmente é isolante social, isso já é algo já muito bem estabelecido que só é rejeitado por pessoas egoísta",Negativo
Você não sabe por na cabeça que não existe NENHUMA prova que esse medicamento é eficaz,Negativo
"Vários países estão fazendo teste, mas entrar no modo em pesquisas clínicas desse medicamento não quer dizer que ele tá funcionando A ""taxa de sucesso"" em pessoas não é nada do que relato anedótico",Negativo
"O artigo que esse sujeito publicou é totalmente falho em metodologia científica Ele só usou 36 pacientes e não usou o duplo cego, não teve controle na quantidade de pessoas que foram curadas, não se sabe se foi curada pelo seus sistema imune ou pelo m… Ver mais",Negativo
"Na Espanha estão usando 3 mil paciente dividida em 3 grupos Uma com a cloroquina, um com outro medicamente viral, e outro com algum medicamento falso, onde os que irão aplicar o medicamento não vai saber qual medicamento vai até aplicando, e Obiviame… Ver mais",Negativo
Depois relaiza a pesquisa pra ver se o medicamento pode fazer um efeito colateral pior do que o patogeno Essas pessoas que estão se submetendo com esse medicamento não passam de cobaias de testes,Negativo
fale.para o datena kkkk,Positivo
Datena é virologista ou farmacêutico por acaso?,Negativo
"A imagem pode conter: texto que diz ""81% Julio Hoje 11:18 22:29 em-aventurados os que andam passeando à toa na rua, em breve eles verão o Senhor. Teimosos 1.1""",Positivo
desespero,Neutro
Gente parem com isso a Cloroquina já anda fazendo vítimas!!,Negativo
abraça. A cloroquina mata o vírus,Positivo
"Vai fazer vítima se pessoal resolver tomar em casa, tem muito estudo pra sair ainda.",Positivo
https://tribunadejundiai.com.br/saude/coronavirus/coronavirus-anvisa-alerta-sobre-uso-de-hidroxicloroquina-e-cloroquina/  Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina TRIBUNADEJUNDIAI.COM.BR Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina,Negativo
https://tribunadejundiai.com.br/saude/coronavirus/coronavirus-anvisa-alerta-sobre-uso-de-hidroxicloroquina-e-cloroquina/  Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina TRIBUNADEJUNDIAI.COM.BR Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina,Negativo
Uma coisa eu já sei o vírus altera a genética e a Cloroquina ainda não é a cura somente há a melhora dos infectados então os sintomas podem voltar!!,Neutro
"São promissores mas ainda está sendo estudado e estudado na marra, comprar e tomar em casa é suicídio mas conforme seguirem os testes pode sim ser aceito o uso, o vírus é novo tá tudo sendo testado agora,nada é plenamente seguro e nem eficaz.",Neutro
Sim pra ser cura segue todo um protocolo de testes e tem que estar registrado!!,Neutro
"cura eu não acho q isso seja não, confio que seja um tratamento que pode diminuir muito as mortes mas cura, não.. cura seria uma vacina isso no Max será paleativo, mas se já evitar a morte está de ótimo tamanho",Neutro
Tipo meu irmão recebeu a receita de uma pomada que me pareceu muito boa mais quem receitou foi um médico cubano em 2018 aí no Brasil a gente não encontrou pois não tinha a liberação nem registro da Anvisa então aqui não é vendido!,Neutro
"disse tudo . . não para tomar em casa e sim no médico responsável ...pessoal as vezes é sem noção ..tem que desenhar ...se tem uma solução ,vamos torcer gente ..pelo amor de Deus",Neutro
"Esse remédio está em teste, ficam ai com história e morrer intoxicado",Negativo
ninguem aqui ta falando em tomar em casa mais se eles estão dando nos hospitais é pq sabem q pode ser bom,Positivo
pra saberem se é bom para entrar como protocolo para o Coronavirus tem que ser testado en vários pacientes. Na página do Sírio Libanês está escrito que pode demorar até 90 dias. O problema é que muita gente foi nas farmácias e acabou com o estoque de Cloroquina e estão tomando sem receita médica... e tá faltando pra quem realmente precisa... tenho uma amiga que tem Lupus e não tá encontrando...  🙁,Negativo
dai vai da consciencia de cada um neh infelizmente a gente vive num pais em q não existe humaninade e consideração com o próximo nesse momento tinhamos q ser solidarios uns com os outros mais o q vejo é a lei do quem pode mais chora menos,Neutro
infelizmente as pessoas estão longe de ter consciência e muito menos pensar nos outros,Neutro
vdd,Neutro
"está em teste sim e só vai ser usado se o médico achar viável, ninguém vai sair usando sem prescrição. Pelo amor de Deus minha gente, não tomem remédio sem prescrição médica e sem necessidade.",Neutro
mais dó jeito que o povo aqui é doido,Neutro
"o remédio já existe para malária, lúpulo etc.. e está sendo usando para o corona vírus com sucesso, no Brasil, EUA, etc.. até na China foi usado.",Neutro
"Brasileiro não tem consciência, esses meses que acabaram com o estoque dos remédios, são os mesmos que acabaram com o estoque do álcool!!!",Neutro
https://tribunadejundiai.com.br/saude/coronavirus/coronavirus-anvisa-alerta-sobre-uso-de-hidroxicloroquina-e-cloroquina/  Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina TRIBUNADEJUNDIAI.COM.BR Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina,Negativo
Giselle Teixeira,Neutro
🙏🏻,Positivo
Deus é poderoso maravilhoso,Positivo
Pensei que foi a Cloroquina,Negativo
e Deus acima de tudo para quem tem fé,Positivo
Então por que tomou remédio? era só ter ficado rezando,Negativo
se ti não tem fé não acredita em Deus é sua opinião querida eu acredito em Deus ele é poderoso em dar a cura com um medicamento,Positivo
E por que não deu pros outros milhares de mortos?,Negativo
cada um com sua opinião,Positivo
"Mas as pessoas estão morrendo, isso não é opinião, isso é FATO.",Negativo
Só te digo uma coisa Deus é poderoso,Positivo
gente deixa as pessoas ter fé se vc nao tem fique em paz.,Positivo
infelismente tem pessoas que não tem amor a si próprio eu tenho minha fé em Deus....sempre,Positivo
"Daiane, é isso mesmo,temos que ter fé, fazemos a nossa parte e Deus faz a dele.",Positivo
sempre  🙏  ❤  🙏  ❤,Positivo
a mulher que foi entrevistada na Record falou que orava muito e o ar vinha o oração é a chave da Vitória  😉,Positivo
"Não estou impedindo ninguém de ter fé, só estou dizendo um fato, a doença esta matando geral pelo mundo.",Negativo
"Isso porque estamos falando de uma unica e nova doença, fora as trocentas outras...",Negativo
se vc não tem fé deixa para quem tem ok Deus acima de tudo.....,Positivo
"Certo, fiquem ai fingindo que estão fazendo alguma coisa, é bem comodo.",Negativo
Vc só pode estar de brincadeira não é uma foto sensual que vai te fazer milagres,Positivo
"As suas que fazem né, suas fotos e rezas impedem a fome mundial.",Negativo
kkkk,Neutro
Eu tenho meu Deus poderoso que nunca me abandonou e sempre vai estar comigo bjos querida.,Positivo
"Vamos rezar para acabar com a fome no mundo então, porque o mundo esta precisando.",Negativo
menina o remedio esta tendo pequenas comprovações agora a doença esta cada vez sendo melhor estudada a fé ajuda sim ate o psicólogo das pessoas cada vez vai morrer menas pessoas por que a ciência esta estendendo como o viros funciona. lo… Ver mais,Positivo
ela só quer ficar famosa,Positivo
Famosa entre quem? rs,Neutro
sim triste,Neutro
"O numero de mortes aumentando todo dia, liga na Italia e diz que ta faltando reza, antes que o numero chegue a 1000 por dia.",Negativo
infelismente á pessoas sem amor a si propria,Positivo
"Vou dormir, não estou impedindo ninguém de nada, quem sou eu? só estou expondo um raciocinio lógico. Nem todo mundo é capacitado para entender, mas minha parte u faço. rs",Negativo
Olha isso Rebeca miranda,Neutro
sim deu pra ver no seu Facebook vc comparando EUA com o Brasil. o Brasil foi devastado pelo pt e agora estamos sem hospitais e com muitos estádios de futebol,Positivo
boa noite que Deus nos abençoe,Positivo
"O presidente gasta 40 mil por dia com cartão corporativo, 10 milhoes por ano com aluguel de carros de luxo e não investe em saúde por quê?",Negativo
Boa noite que Deus abençoe todos nós ...,Positivo
"por que lula deu trilhões para a ditadura cubana agora o nosso pais esta quebrado , dava para enfrentar 3 pandemia, mais não esquenta que nem todos tem a mente aberda para entender",Positivo
"O PT saiu do poder tem quase mais de 2 anos... por que não questiona o presidente se pronunciando falando que essas mortes não são nada? que é só uma coisa inofensiva. Foi isso que eu quis dizer, aprenda a ler e interpretar. … Ver mais",Negativo
"Trilhões? kkkkkkkkkkkk Amigo, sua vergonha é tanta que isso ultrapassa a lista inteira da forbes dos maiores Bilionários do país!",Negativo
sim eu te roubo 13 anos e em 2 anos pergunto por que vc nao tem nada pra me oferecer,Positivo
"Cara, vai estudar porque você é bem burro. Isso é maior que o PIB dos EUA. kkkkkkkkkk… Ver mais",Negativo
"https://folhapolitica.jusbrasil.com.br/noticias/458538463/sob-lula-e-dilma-valor-emprestado-ao-bndes-supera-o-da-reconstrucao-da-europa-pos-2a-guerra/amp  Sob Lula e Dilma, valor emprestado ao BNDES supera o da reconstrução da Europa pós 2ª Guerra FOLHAPOLITICA.JUSBRASIL.COM.BR Sob Lula e Dilma, valor emprestado ao BNDES supera o da reconstrução da Europa pós 2ª Guerra Sob Lula e Dilma, valor emprestado ao BNDES supera o da reconstrução da Europa pós 2ª Guerra",Positivo
isso ai,Neutro
se escreve no BBB,Neutro
"E os trilhões? O governo não é próprio daqui, o próprio Bolsonaro em ajuda com a crise politica da Venezuela destinou mais de 200 milhões.… Ver mais  Governo libera R$ 223,8 milhões para assistência emergencial e acolhimento de venezuelanos G1.GLOBO.COM Governo libera R$ 223,8 milhões para assistência emergencial e acolhimento de venezuelanos Governo libera R$ 223,8 milhões para assistência emergencial e acolhimento de venezuelanos",Negativo
"https://folhapolitica.jusbrasil.com.br/noticias/458538463/sob-lula-e-dilma-valor-emprestado-ao-bndes-supera-o-da-reconstrucao-da-europa-pos-2a-guerra/amp não foi so pra Cuba linda FOLHAPOLITICA.JUSBRASIL.COM.BR Sob Lula e Dilma, valor emprestado ao BNDES supera o da reconstrução da Europa pós 2ª Guerra Sob Lula e Dilma, valor emprestado ao BNDES supera o da reconstrução da Europa pós 2ª Guerra",Positivo
"Você ta vivendo para o PT e trilhões do Lula, tudo porque questiono coisas obvias que você não aguenta ver rs",Negativo
olha vamos pedir a Deus que esse remedio de certo como vem dando bons resultados e que ninguém mais morra um abraço de longe kkl boa noite. a.lula tava na Dinamarca acho onde não tem caso confirmado  💓  🙏,Positivo
Amém,Positivo
To do lado da Alice Reproduzir GIF Tenor,Neutro
não é questão de política a questão é como uma pessoa não consegue acredita em Deus,Positivo
melhor rezar ter fé doq mostrar dobrinhas no biquini Deus te abençoe querida,Positivo
eu não acredito ué,Neutro
paciência,Neutro
Cada um tem seu próprio critério,Neutro
Não cabe a mim dizer oq vc segue ou não,Neutro
"Né. Exatamente. Mas é bom ter atitudes além de oração, reza e etc tbm.",Neutro
cada cabeça sua sentença,Neutro
Boa noite,Neutro
e vc tá fazendo o que pra ajudar? Sabe aquele ditado: Quem não ajuda não atrapalha! Há e sobre depressão Deus ajuda muito! PAZ PRA VC  🙏  🙌,Positivo
Isso ai ela só quer aparecer Eu Creio em Deus Pai todo Poderoso  🙏  ❤,Positivo
sempre Amém,Positivo
"Se puderem ajudar estou entregando cestas a famílias que perderam emprego.  A imagem pode conter: texto que diz ""COVID-19 DOAÇÕES A sua ajuda é necessária nesse momento. A cada 66,02* nós conseguiremos doar uma cesta básica para uma família carente. Faça um depósito comprovante nos envie whatsapp. CESTABÁSICA APM BOTELHO C. ALIMENTOS CNPJ: 21.125.246/0001-60 Banco: Original 212 Agência: 2105255 Cada doação ajuda uma família a resistir ao CORONA VÍRUS. AJUDE! Dúvidas (21) 99615-1865 \*A doação pedida de R$ 66,02 para ajudar Patinhas Responsável peloprojeto: Thaís Lima dentificação do que é doação. AMORIO2""",Neutro
só acredito vendo,Neutro
cada cabeça sua sentença.,Neutro
"A imagem pode conter: 3 pessoas, pessoas em pé, texto que diz ""Essa semana foram 50 cestas entregues às famílias de trabalhadores informais que estão sentindo no estômago o efeito da pandemia de coronavirus. Parece muito, mas a lista de espera é muito maior e ainda não temos doações pra semana que vem. Ajudem, pois quem tem fome tem pressa. Um MUITO OBRIGADA em nome de 50 famílias cariocas. 0 BÁSIC 5 BASICY 心 BASICA COVID- DOAÇOES""",Neutro
e uma quem ajuda não precisa colocar em mídia faça de coraçao deixe para vc mesmo sentir a gratidão por ter feito....Deus te abençoe,Neutro
não estou colocando estou pedindo ajuda.,Neutro
Pra pedir ajuda preciso anunciar,Neutro
"sim eu vi mas vc pode fazer isso sem precisar se expor igual fez com a foto ,, parabéns otima atitude de vc ajudar as pessoas...",Neutro
"mas vc colocou só acredito vendo, não entendi foi nada agr mas tudo bem. Boa noite.",Neutro
"Se eu falar o que faço deixa de ser caridade para ser vaidade... pode apostar que faço muito mais que rezar, rezar é achar que faz alguma coisa.",Negativo
"Povo tem a fé tão forte que se doi quando questionam, eu hein. Só to falando que rezar é fingir que faz alguma coisa quando não esta fazendo nada... só isso.",Negativo
"verdade, nos últimos 16 anos deve ter dado uma boa grana, e podemos ter certeza que os governos anteriore nada fizeram.",Neutro
mas foi vc que disse que só acreditava vendo  🙄 vc quer o que afinal de contas ? Sem entender vc!,Neutro
Essa Daiane vive num mundo paralelo ao nosso kkkkkkkkkk Ela fez um baita barraco só porque questionei o obvio. kkkkk,Neutro
ÓTIMAS NOTÍCIAS !!!!! ENTREVISTA COMPLETA SOBRE A CLOROQUINA QUE SUBITAMENTE SAIU DO AR NO DATENA COM DR DIDIER RAOULT TRADUZIDA PARS PORTUGUÊS. … Ver mais,Positivo
"Os estudos realizado por esse médicos é bem razo e fácil de ser refutavel Fazer um teste clinico utilizando apenas 36 pessoas não é um método que de deve escolher, e o pior é que ele não utilizou o duplo cego quê é essêncial pra qualquer teste clinico… Ver mais",Negativo
Alguns estudos demostrando falhas metodológica artigo dele https://pubpeer.com/publications/E09AC9D25125B0AB077971FBA6DD7B#7 PUBPEER.COM PubPeer - Hydroxychloroquine and azithromycin as a treatment of COVID-... PubPeer - Hydroxychloroquine and azithromycin as a treatment of COVID-...,Negativo
https://pubpeer.com/publications/B4044A446F35DF81789F6F20F8E0EE PUBPEER.COM PubPeer - Hydroxychloroquine and Azithromycin as a treatment of COVID-... PubPeer - Hydroxychloroquine and Azithromycin as a treatment of COVID-...,Negativo
Pq vcs só criticam. Meu Deus! Fique bem logo tá!,Positivo
Amem,Positivo
Todo medicamento deve ser usado sob prescrição médica!,Neutro
mesmo porque se alguém quiser comprar terá que ter a receita médica especial,Neutro
"infelizmente alguns doidos compraram o medicamento, por isso agora esse medicamento só poderá ser usado com receita o que acho justo.",Neutro
As pessoas mais jovens vão se curar realmente com ou sem esse remédio..,Neutro
"as pessoas jovens que tem a saudade boa e é saudável, é curado sozinho sem ajuda de remédio.",Neutro
exatamente...até acho que todas ...todas as pessoas do mundo vão ser infectadas...a grande maioria nem vai saber que foi.. o que o jovem vai ganhar com isso? Imunidade,Neutro
"Edna, existe letalidade entre os jovens mesmo sendo saudável, e a letalidade é o mesmo do que o H1N1 dentro da média",Negativo
"menos de 0,1%, e a maioria tinham problemas como asma etc..",Positivo
"Jovens dos 20 anos sobre corona tem letaldiase de 0,2%",Neutro
"mas nós, os velhos  😟  😟  😟",Neutro
Acima dos 60 é em torno dos 14 a 20%,Neutro
"Não tem problema, eu já vivi muito (70 anos) é preciso deixar esse planeta para os mais jovens e saudáveis...e crianças claro...vamos lá seja o que Deus quiser",Neutro
"Todos que usam esse remédio é curado, tem que sair dando pra mais pacientes.",Positivo
Glória a Deus  🙏,Positivo
Que o Senhor Jesus continue abençoando e protegendo nosso povo brasileiro e peço também pelas outras nações  🙏  😢,Positivo
"A imagem pode conter: texto que diz ""01:43 Considerado um dos maiores especialistas em vírus Amilcar não como esperança tratamento casos infecção pelo novo coronavírus. Laboratório de Virologia Molecular Universidade Federal Rio de Janeiro (UFRJ), feitos testes de diagnóstico ele dose da droga necessária bloquear vírus) poderia matar os pacientes. Os dos EUA, Donald Trump, do Brasil, Jair Bolsonaro, referido substância promissora no enfrentamento enfermidade."" ""A de cloroquina bloquear (o vírus) muito alta"", em Estado. ""Não teria como atingir sangue de pacientes eles morreriam intoxicados"" SAUDE ESTADAO 'Dose de que coronavírus mataria paciente', diz especialista Saúde-..""",Negativo
"Com certeza mata o vírus, e o paciente morre também. É a mesma coisa que matar uma vaca para terminar com os carrapatos dela.",Negativo
Vcs falam do que não sabem! Como alguém pode dar certeza ? Trabalha na área medica ou farmacêutica?,Neutro
", só postei uma reportagem do jornal Estadão, tem gente que não precisa e comprou esse remédio , por outro lado as pessoas com lúpus, e outras doenças não conseguem o remédio , por causa de pessoas egoístas.",Negativo
"Bula da cloroquina  A imagem pode conter: texto que diz ""12:54 4 Selecionar Tópicos da Bula usar o Difosfato de Cloroquina? Advertências A cloroquina é um fármaco que apresenta estreita margem de segurança uma dose única de 30 mg/Kg pode fatal. Os pacientes que recebem tratamento com cloroquina em altas doses em longo prazo, devem ser submetidos às avaliações oftalmológicas neurológicas a cada 3 ou 6 meses. A dose pode ser ajustada na insuficiência renal. Não utilize o difosfato de cloroquina se tiver conhecimento de""",Negativo
A idade ajudou nova ela...se tivesse mais idade aí que espero resultados deste remédio em idosos...para os mais novos efeito deste remédio resultados de cura. ...um alívio...amém. ..,Neutro
Ac,Neutro
Isso me lembra da fosfoetanolamina,Negativo
Bem lembrado!,Negativo
Dá certo?,Neutro
"Ainda não se sabe, mas na hora do desespero você reza para todos os santos.",Neutro
"Realmente só com oração as situações difíceis,ficam amenizadas",Neutro
Foi testado em militares com o vírus no mundo todo,Positivo
https://tribunaonline.com.br/medicos-do-samu-de-sao-paulo-terao-que-atestar-mortes-por-coronavirus  Médicos do Samu de São Paulo terão que atestar mortes por coronavírus TRIBUNAONLINE.COM.BR Médicos do Samu de São Paulo terão que atestar mortes por coronavírus Médicos do Samu de São Paulo terão que atestar mortes por coronavírus,Neutro
https://oglobo.globo.com/mundo/china-fechara-fronteiras-estrangeiros-para-evitar-nova-onda-de-contaminacao-do-coronavirus-24329810  China fechará fronteiras a estrangeiros para evitar nova onda de contaminação do coronavírus OGLOBO.GLOBO.COM China fechará fronteiras a estrangeiros para evitar nova onda de contaminação do coronavírus China fechará fronteiras a estrangeiros para evitar nova onda de contaminação do coronavírus,Neutro
"CLOROQUINA NÃO PODE SER UTILIZADA FORA DO AMBIENTE HOSPITALAR EM CARATER DE TESTE, NÃO DIVULGUEM IMPRUDENTEMENTE É UMA SUBSTANCIA QUE TEM CONTRA INDICAÇÕES E JÁ HOUVE CASOS DE MORTE PELO USO IMPRUDENTE!!! DEVEMOS TORCER PARA QUE OS ESTUDOS INDIQUEM COI… Ver mais",Neutro
"não adianta amigo, o pânico está levando autoridades, pesquisadores e a população a medidas extremas. O tempo dirá ....",Neutro
Esse medicamento tem potencial de cura sendo utilizado com cautela .,Positivo
Que benção. Glória a Deus né,Positivo
Glória a Deus,Positivo
Amem jesus,Positivo
M bom,Positivo
Amém,Positivo
DEIXEM DE SER LEVIANOS!,Negativo
POSTAR FAKENEWS É PARA IDIOTAS,Negativo
"prova que é fake, falastrão",Positivo
Eu vi essa matéria na Record ela tem 61 anos.,Positivo
"Sim a Cloroquina é para casos graves associada a azitromicina somente em âmbito hospitalar,casos graves.",Positivo
Amém,Positivo
"Mateus 24:7 . Porquanto se levantará nação contra nação , e reino contra reino , e haverá fomes , e pestes , e terremotos , em vários lugares. 8 Mas todas estas coisas são o princípio de dores. !! Tudo isso é preciso acontecer , pra a palavra de… Ver mais",Positivo
Eu vi a entrevista dela ontem em nome da justiça corona virus,Positivo
https://www.bbc.com/portuguese/brasil-52044400  Coronavírus: testes com cloroquina causam corrida a hospitais e dividem médicos na França BBC.COM Coronavírus: testes com cloroquina causam corrida a hospitais e dividem médicos na França Coronavírus: testes com cloroquina causam corrida a hospitais e dividem médicos na França,Negativo
Esse medicamento foi recolhido das farmácia e só pode ser adquirido com receita,Neutro
"Gente, se a moça estava na UTI, é ÓBVIO que foi o médico que deu o remédio!",Positivo
Glória a Deus,Positivo
GLÓRIA A Deus,Positivo
Se o lula foi curado do câncer com cachaça por ela não pode ser curada. Petistas idiotas.,Positivo
Mas sera q é vdd,Neutro
sim está R7 Record,Positivo
"Não é verdade. Utilizar de caso isolado, de uma pessoa que nem idosa é sobre um vírus que não apresenta muita mortalidade entre esse grupo, é apenas uma falácia",Negativo
O certo não seria deixar ela isolada?,Neutro
"a filha tbm pegou e está junto com s mãe , ambas isoladas",Neutro
Amém vi a reportagem na Record,Positivo
Graças a Deus  👏  👏  👏  👏,Positivo
"Mas não é pra tomar por conta própria, ok? Pois há casos leves, outros graves...",Positivo
Essa postagem só vai causar auto medicação e corrida as farmácias tirando o direito de quem de fato necessita dela.,Negativo
só compra com receita médica com duas vias brancas,Neutro
🙏  🙏  🙏,Positivo
"Essa é uma afirmação muito arriscada. A própria OMS está iniciando os testes dessa droga. Não existe nada conclusivo sobre ela, seja aqui, seja em qualquer outro país.",Negativo
Aos críticos ngm pode sair tomando remédio sem que um médico o indique pq tem dosagem não só esse remédio como todos os tipos de remédio ngm pode se medicar sozinho #ficaadica,Positivo
E você que entra na postagem de uma pessoa antes mesmo de se informar e ler o que tá escrito procura ler e entender não tá escrito que é pra vc sair correndo e comprar remédio até mesmo pq cada caso é diferente então vai procurar o que fazer no post tá… Ver mais,Neutro
É uma pena que esse aviso que você deu vai ser algo inútil,Neutro
Além do remédio ela orou muito pediu muito a Deus por sua cura A fe move montanhas ela.foi guerreira,Positivo
Glorias a Deus,Positivo
"Gente, pelo amor de Deus, a cloroquina é um medicamento que já está em falta para os pacientes que tem lúpus, ela não CURA o covid-19, para de circular essas matérias sensacionalistas pq estamos colocando em risco milhares de pessoas que tem lúpus, ess… Ver mais",Negativo
Mas não dá pra comprar sem RECEITA,Positivo
Sim está em teste nos pacientes com sintomas grave!!E pode matar!!,Positivo
"mas tem lugares que estão vendendo, conheço pessoas que já estão sem o medicamento e tem tb lugares onde tiraram o medicamento das farmácias, conheço pessoas com lúpus e elas estão sofrendo!",Negativo
"por favor gente, vamos pedir ao dono desse post para retirar isso, é sério, é grave!",Negativo
#ADMINISTRADOR,Negativo
#adm,Negativo
já saiu em todo so jornais que os hospitais estão usando a junção deste medicamento com outro e estão obtendo cura....vc não pode lutar contra os fatos.,Positivo
"gente não confiem petistas querem convencer que o remédio não funciona para tentar prejudica o Bolsonaro o remédio e para ser ministrado nos hospitais e não por farmácias e agora so pode ser comprado com receita.  A imagem pode conter: 1 pessoa, close-up, texto que diz ""13:00 13:00 68% #EleNão BRASIL CONTRA BOLSONARO III""",Positivo
"ela é do contra  A imagem pode conter: 1 pessoa, close-up, texto que diz ""13:00 13:00 68% #EleNão BRASIL CONTRA BOLSONARO III""",Positivo
"e daí cara, vc agora quer questionar posição política?? Pelo amor de Deus, aonde esse mundo vai parar, da preguiça de pessoas medíocres e egoistas como vc!",Negativo
"Bolsonaro agora é médico, é cientista??? Ahhh para né?",Negativo
kkkk sabia mostrou as garras né,Positivo
a droga tem dado bom resutado doidona,Positivo
https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0,Positivo
"eu não, sou anti Bolsonaro mesmo, mas a questão aqui é que vc está defendendo um medicamento onde nada foi comprovado, vc está prejudicando quem precisa dele, vc está viabilizando uma fake news é algo perigoso pq o uso de um medicame… Ver mais",Negativo
qual o problema das pessoas olharem meu perfil? Nada a esconder colega.,Negativo
nossa nada ave  🤣  😂 viajou legal em,Positivo
"é mesmo, quem te comprovou isso? Deve ser a tia do WhatsApp né? Pq o mundo inteiro está atrás de um medicamento, mas vc o espertalhão da vez encontrou a cura, palmas pra ele gente, o cara do Facebook, o da fila do pão achou a cura par… Ver mais",Negativo
https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0,Positivo
https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0,Positivo
ai vcs foram em uma reunião do pt porque ja ouvi esse da fila do pão https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0,Positivo
O Exército irá fazer tbm o remédio,Positivo
https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0,Positivo
"querido, o tratamento adequado é realizado em hospital, não realizando o uso na residência. É isso que a moça quer dizer. Vc quer discutir política com isso, na a vê  🤦🏼‍♀️  🙄",Neutro
"sim no hospital que tenho falado. sou contra se auto medicar, mais pedir pra tirar o poste é errado https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0",Neutro
"obrigada Cristiane, torno por um mundo com mais pessoas sensatas como vc!",Neutro
Louvado seja Deus,Positivo
"Pastel, caldo de cana e fé me curaram da AIDS",Neutro
boa,Neutro
https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0,Positivo
https://g1.globo.com/google/amp/ciencia-e-saude/noticia/2019/03/04/cientistas-relatam-segundo-caso-de-cura-do-hiv-apos-transplante.ghtml  Cientistas relatam segundo caso de cura do HIV após transplante G1.GLOBO.COM Cientistas relatam segundo caso de cura do HIV após transplante Cientistas relatam segundo caso de cura do HIV após transplante,Positivo
boa,Neutro
"amoooo o humor do brasileiro, o que seríamos de nós sem isso?  😘  🤣  🤣  🤣  🤣",Neutro
Ninguém compra mais esse remédio sem receita gente,Neutro
"Não mesmo, ainda bem!",Neutro
Lembrando aqui gente não comprem o hospital que vai tratar com a dosagem certa,Neutro
Depois da.pressao popular mudou o discurso..,Negativo
"Não conhecemos os riscos mesmo... Esse remédio está dando certo agora? Ótimo, e depois? Alguma sequela? É compatível a qualquer humano? Enfim... Errado ele não está...",Neutro
"pode causar cegueira ou outras coisas , muito arriscado.",Negativo
"eu não tinha essa informação... Eu tô até fazendo errado, comentando sem pesquisar. Valeu pela informação",Neutro
estão falando q ele mata o mesmo tanto q o corona.. ou talvez seja mais um deixa de curar,Negativo
