content,stance
Datena é virologista ou farmacêutico por acaso?,Negativo
"A imagem pode conter: texto que diz ""81% Julio Hoje 11:18 22:29 em-aventurados os que andam passeando à toa na rua, em breve eles verão o Senhor. Teimosos 1.1""",Positivo
desespero,Neutro
Gente parem com isso a Cloroquina já anda fazendo vítimas!!,Negativo
abraça. A cloroquina mata o vírus,Positivo
"Vai fazer vítima se pessoal resolver tomar em casa, tem muito estudo pra sair ainda.",Positivo
https://tribunadejundiai.com.br/saude/coronavirus/coronavirus-anvisa-alerta-sobre-uso-de-hidroxicloroquina-e-cloroquina/  Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina TRIBUNADEJUNDIAI.COM.BR Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina,Negativo
https://tribunadejundiai.com.br/saude/coronavirus/coronavirus-anvisa-alerta-sobre-uso-de-hidroxicloroquina-e-cloroquina/  Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina TRIBUNADEJUNDIAI.COM.BR Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina,Negativo
Uma coisa eu já sei o vírus altera a genética e a Cloroquina ainda não é a cura somente há a melhora dos infectados então os sintomas podem voltar!!,Neutro
"São promissores mas ainda está sendo estudado e estudado na marra, comprar e tomar em casa é suicídio mas conforme seguirem os testes pode sim ser aceito o uso, o vírus é novo tá tudo sendo testado agora,nada é plenamente seguro e nem eficaz.",Neutro
Sim pra ser cura segue todo um protocolo de testes e tem que estar registrado!!,Neutro
"cura eu não acho q isso seja não, confio que seja um tratamento que pode diminuir muito as mortes mas cura, não.. cura seria uma vacina isso no Max será paleativo, mas se já evitar a morte está de ótimo tamanho",Neutro
Tipo meu irmão recebeu a receita de uma pomada que me pareceu muito boa mais quem receitou foi um médico cubano em 2018 aí no Brasil a gente não encontrou pois não tinha a liberação nem registro da Anvisa então aqui não é vendido!,Neutro
"disse tudo . . não para tomar em casa e sim no médico responsável ...pessoal as vezes é sem noção ..tem que desenhar ...se tem uma solução ,vamos torcer gente ..pelo amor de Deus",Neutro
"Esse remédio está em teste, ficam ai com história e morrer intoxicado",Negativo
ninguem aqui ta falando em tomar em casa mais se eles estão dando nos hospitais é pq sabem q pode ser bom,Positivo
pra saberem se é bom para entrar como protocolo para o Coronavirus tem que ser testado en vários pacientes. Na página do Sírio Libanês está escrito que pode demorar até 90 dias. O problema é que muita gente foi nas farmácias e acabou com o estoque de Cloroquina e estão tomando sem receita médica... e tá faltando pra quem realmente precisa... tenho uma amiga que tem Lupus e não tá encontrando...  🙁,Negativo
dai vai da consciencia de cada um neh infelizmente a gente vive num pais em q não existe humaninade e consideração com o próximo nesse momento tinhamos q ser solidarios uns com os outros mais o q vejo é a lei do quem pode mais chora menos,Neutro
infelizmente as pessoas estão longe de ter consciência e muito menos pensar nos outros,Neutro
vdd,Neutro
"está em teste sim e só vai ser usado se o médico achar viável, ninguém vai sair usando sem prescrição. Pelo amor de Deus minha gente, não tomem remédio sem prescrição médica e sem necessidade.",Neutro
mais dó jeito que o povo aqui é doido,Neutro
"o remédio já existe para malária, lúpulo etc.. e está sendo usando para o corona vírus com sucesso, no Brasil, EUA, etc.. até na China foi usado.",Neutro
"Brasileiro não tem consciência, esses meses que acabaram com o estoque dos remédios, são os mesmos que acabaram com o estoque do álcool!!!",Neutro
https://tribunadejundiai.com.br/saude/coronavirus/coronavirus-anvisa-alerta-sobre-uso-de-hidroxicloroquina-e-cloroquina/  Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina TRIBUNADEJUNDIAI.COM.BR Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina Coronavírus: Anvisa alerta sobre uso de hidroxicloroquina e cloroquina,Negativo
Giselle Teixeira,Neutro
🙏🏻,Positivo
Deus é poderoso maravilhoso,Positivo
Pensei que foi a Cloroquina,Negativo
e Deus acima de tudo para quem tem fé,Positivo
Então por que tomou remédio? era só ter ficado rezando,Negativo
se ti não tem fé não acredita em Deus é sua opinião querida eu acredito em Deus ele é poderoso em dar a cura com um medicamento,Positivo
E por que não deu pros outros milhares de mortos?,Negativo
cada um com sua opinião,Positivo
"Mas as pessoas estão morrendo, isso não é opinião, isso é FATO.",Negativo
Só te digo uma coisa Deus é poderoso,Positivo
gente deixa as pessoas ter fé se vc nao tem fique em paz.,Positivo
infelismente tem pessoas que não tem amor a si próprio eu tenho minha fé em Deus....sempre,Positivo
"Daiane, é isso mesmo,temos que ter fé, fazemos a nossa parte e Deus faz a dele.",Positivo
sempre  🙏  ❤  🙏  ❤,Positivo
a mulher que foi entrevistada na Record falou que orava muito e o ar vinha o oração é a chave da Vitória  😉,Positivo
"Não estou impedindo ninguém de ter fé, só estou dizendo um fato, a doença esta matando geral pelo mundo.",Negativo
"Isso porque estamos falando de uma unica e nova doença, fora as trocentas outras...",Negativo
se vc não tem fé deixa para quem tem ok Deus acima de tudo.....,Positivo
"Certo, fiquem ai fingindo que estão fazendo alguma coisa, é bem comodo.",Negativo
Vc só pode estar de brincadeira não é uma foto sensual que vai te fazer milagres,Positivo
"As suas que fazem né, suas fotos e rezas impedem a fome mundial.",Negativo
kkkk,Neutro
Eu tenho meu Deus poderoso que nunca me abandonou e sempre vai estar comigo bjos querida.,Positivo
"Vamos rezar para acabar com a fome no mundo então, porque o mundo esta precisando.",Negativo
menina o remedio esta tendo pequenas comprovações agora a doença esta cada vez sendo melhor estudada a fé ajuda sim ate o psicólogo das pessoas cada vez vai morrer menas pessoas por que a ciência esta estendendo como o viros funciona. lo… Ver mais,Positivo
ela só quer ficar famosa,Positivo
Famosa entre quem? rs,Neutro
sim triste,Neutro
"O numero de mortes aumentando todo dia, liga na Italia e diz que ta faltando reza, antes que o numero chegue a 1000 por dia.",Negativo
infelismente á pessoas sem amor a si propria,Positivo
"Vou dormir, não estou impedindo ninguém de nada, quem sou eu? só estou expondo um raciocinio lógico. Nem todo mundo é capacitado para entender, mas minha parte u faço. rs",Negativo
Olha isso Rebeca miranda,Neutro
sim deu pra ver no seu Facebook vc comparando EUA com o Brasil. o Brasil foi devastado pelo pt e agora estamos sem hospitais e com muitos estádios de futebol,Positivo
boa noite que Deus nos abençoe,Positivo
"O presidente gasta 40 mil por dia com cartão corporativo, 10 milhoes por ano com aluguel de carros de luxo e não investe em saúde por quê?",Negativo
Boa noite que Deus abençoe todos nós ...,Positivo
"por que lula deu trilhões para a ditadura cubana agora o nosso pais esta quebrado , dava para enfrentar 3 pandemia, mais não esquenta que nem todos tem a mente aberda para entender",Positivo
"O PT saiu do poder tem quase mais de 2 anos... por que não questiona o presidente se pronunciando falando que essas mortes não são nada? que é só uma coisa inofensiva. Foi isso que eu quis dizer, aprenda a ler e interpretar. … Ver mais",Negativo
"Trilhões? kkkkkkkkkkkk Amigo, sua vergonha é tanta que isso ultrapassa a lista inteira da forbes dos maiores Bilionários do país!",Negativo
sim eu te roubo 13 anos e em 2 anos pergunto por que vc nao tem nada pra me oferecer,Positivo
"Cara, vai estudar porque você é bem burro. Isso é maior que o PIB dos EUA. kkkkkkkkkk… Ver mais",Negativo
"https://folhapolitica.jusbrasil.com.br/noticias/458538463/sob-lula-e-dilma-valor-emprestado-ao-bndes-supera-o-da-reconstrucao-da-europa-pos-2a-guerra/amp  Sob Lula e Dilma, valor emprestado ao BNDES supera o da reconstrução da Europa pós 2ª Guerra FOLHAPOLITICA.JUSBRASIL.COM.BR Sob Lula e Dilma, valor emprestado ao BNDES supera o da reconstrução da Europa pós 2ª Guerra Sob Lula e Dilma, valor emprestado ao BNDES supera o da reconstrução da Europa pós 2ª Guerra",Positivo
isso ai,Neutro
se escreve no BBB,Neutro
"E os trilhões? O governo não é próprio daqui, o próprio Bolsonaro em ajuda com a crise politica da Venezuela destinou mais de 200 milhões.… Ver mais  Governo libera R$ 223,8 milhões para assistência emergencial e acolhimento de venezuelanos G1.GLOBO.COM Governo libera R$ 223,8 milhões para assistência emergencial e acolhimento de venezuelanos Governo libera R$ 223,8 milhões para assistência emergencial e acolhimento de venezuelanos",Negativo
"https://folhapolitica.jusbrasil.com.br/noticias/458538463/sob-lula-e-dilma-valor-emprestado-ao-bndes-supera-o-da-reconstrucao-da-europa-pos-2a-guerra/amp não foi so pra Cuba linda FOLHAPOLITICA.JUSBRASIL.COM.BR Sob Lula e Dilma, valor emprestado ao BNDES supera o da reconstrução da Europa pós 2ª Guerra Sob Lula e Dilma, valor emprestado ao BNDES supera o da reconstrução da Europa pós 2ª Guerra",Positivo
